element_type,osmid,amenity,name,geometry,building,man_made,name:en,capacity,phone,addr:city,addr:district,addr:postcode,addr:province,addr:street,fee,leisure,nodes,building:levels,height,shop,healthcare,wheelchair,name:zh,tourism,int_name,alt_name,name_1,wikidata,addr:housenumber,website,opening_hours,addr:housename,description,cuisine,fast_food,level,opening_hours:covid19,note,bicycle_parking,covered,supervised,power,takeaway,layer,access,female,toilets:disposal,male,name:zh-Hans,ways,type
way,103745607,,,"POLYGON ((114.3675589 30.5356841, 114.3666828 30.5353522, 114.3667341 30.5352517, 114.3676102 30.5355836, 114.3675589 30.5356841))",residential,,,,,,,,,,,,"[1197776338, 1197776329, 1197776377, 1197776341, 1197776338]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745608,,,"POLYGON ((114.369753 30.5362464, 114.3689863 30.5359829, 114.3690384 30.5358705, 114.369805 30.536134, 114.369753 30.5362464))",residential,,,,,,,,,,,,"[1197776342, 1197776393, 1197776406, 1197776361, 1197776342]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745610,,,"POLYGON ((114.3667194 30.5348901, 114.3668002 30.5347895, 114.3674329 30.5351669, 114.3673521 30.5352674, 114.3667194 30.5348901))",residential,,,,,,,,,,,,"[1197776324, 1197776330, 1197776482, 1197776405, 1197776324]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745611,,,"POLYGON ((114.3684356 30.5364377, 114.3681446 30.5363464, 114.3681754 30.5362737, 114.3684664 30.536365, 114.3684356 30.5364377))",residential,,,,,,,,,,,,"[1197776389, 1197776437, 1197776428, 1197776343, 1197776389]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745613,,,"POLYGON ((114.3666086 30.535167, 114.366682 30.5350776, 114.3662911 30.5348395, 114.3662177 30.5349289, 114.3666086 30.535167))",residential,,,,,,,,,,,,"[1197776427, 1197776409, 1197776442, 1197776472, 1197776427]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745615,,,"POLYGON ((114.3693241 30.5368612, 114.3690593 30.5367437, 114.3691052 30.5366669, 114.36937 30.5367844, 114.3693241 30.5368612))",residential,,,,,,,,,,,,"[1197776384, 1197776435, 1197776423, 1197776422, 1197776384]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745617,,,"POLYGON ((114.3680677 30.5359337, 114.3681408 30.5358192, 114.3676475 30.5355854, 114.3675744 30.5356999, 114.3680677 30.5359337))",residential,,,,,,,,,,,,"[1197776353, 1197776408, 1197776366, 1197776375, 1197776353]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745618,,,"POLYGON ((114.3688128 30.5361508, 114.3681995 30.5359191, 114.3682363 30.5358468, 114.3688497 30.5360784, 114.3688128 30.5361508))",residential,,,,,,,,,,,,"[1197776434, 1197776392, 1197776396, 1197776344, 1197776434]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745619,,,"POLYGON ((114.3701151 30.536733, 114.3697821 30.5366927, 114.3697971 30.5366008, 114.3701301 30.5366411, 114.3701151 30.536733))",residential,,,,,,,,,,,,"[1197776417, 1197776441, 1197776433, 1197776350, 1197776417]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745620,,,"POLYGON ((114.3662907 30.5345528, 114.3663491 30.534484, 114.3667681 30.5347478, 114.3667097 30.5348166, 114.3662907 30.5345528))",residential,,,,,,,,,,,,"[1197776453, 1197776326, 1197776468, 1197776369, 1197776453]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745621,,,"POLYGON ((114.3673954 30.5353054, 114.3674632 30.5351961, 114.3682467 30.5355568, 114.3681788 30.5356661, 114.3673954 30.5353054))",residential,,,,,,,,,,,,"[1197776400, 1197776447, 1197776459, 1197776456, 1197776400]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745623,,,"POLYGON ((114.3688521 30.5362007, 114.3689113 30.536084, 114.3696326 30.5363552, 114.3695734 30.5364719, 114.3688521 30.5362007))",residential,,,,,,,,,,,,"[1197776455, 1197776364, 1197776462, 1197776352, 1197776455]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745625,,,"POLYGON ((114.368919 30.5359324, 114.368317 30.5357062, 114.3683613 30.5356186, 114.3689634 30.5358448, 114.368919 30.5359324))",residential,,,,,,,,,,,,"[1197776367, 1197776323, 1197776476, 1197776391, 1197776367]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745627,,,"POLYGON ((114.3703241 30.536452, 114.3698994 30.5362701, 114.3699401 30.5361995, 114.3703648 30.5363815, 114.3703241 30.536452))",residential,,,,,,,,,,,,"[1197776402, 1197776380, 1197776381, 1197776370, 1197776402]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745628,,,"POLYGON ((114.3689136 30.5366568, 114.3686334 30.5365403, 114.3686684 30.536478, 114.3689486 30.5365945, 114.3689136 30.5366568))",residential,,,,,,,,,,,,"[1197776349, 1197776378, 1197776463, 1197776415, 1197776349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745629,,,"POLYGON ((114.3704236 30.5368992, 114.3701524 30.5367455, 114.370209 30.5366714, 114.3704802 30.5368251, 114.3704236 30.5368992))",residential,,,,,,,,,,,,"[1197776363, 1197776383, 1197776444, 1197776421, 1197776363]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745910,,,"POLYGON ((114.3693629 30.5357646, 114.369097 30.5356442, 114.3691474 30.5355616, 114.3694133 30.5356819, 114.3693629 30.5357646))",residential,,,,,,,,,,,,"[1197782381, 1197782274, 1197782440, 1197782426, 1197782381]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745911,,,"POLYGON ((114.371069 30.5351033, 114.370841 30.5350991, 114.3708391 30.5351718, 114.3710672 30.535176, 114.371069 30.5351033))",residential,,,,,,,,,,,,"[1197782309, 1197782414, 1197782393, 1197782270, 1197782309]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745912,,,"POLYGON ((114.3699583 30.534683, 114.3698778 30.5347153, 114.3698537 30.534616, 114.3698778 30.5346044, 114.3698671 30.5345744, 114.3699851 30.5345513, 114.3700012 30.5346183, 114.3699583 30.5346183, 114.3699771 30.5346599, 114.3699583 30.534683))",yes,,,,,,,,,,,,"[1197782423, 1197782395, 1197782388, 1197782335, 1197782428, 1197782366, 1197782336, 1197782346, 1197782380, 1197782423]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745918,,,"POLYGON ((114.3701899 30.5350112, 114.3698412 30.535002, 114.3698412 30.5349466, 114.3698868 30.5349512, 114.3698948 30.5348934, 114.369986 30.5348934, 114.3699807 30.5349396, 114.3700316 30.5349396, 114.3700316 30.5348934, 114.3701497 30.5348957, 114.3701435 30.5349492, 114.3701923 30.5349537, 114.3701899 30.5350112))",residential,,,,,,,,,,,,"[1197782343, 1197782306, 1197782276, 1197782288, 1197782302, 1197782364, 1197782327, 1197782338, 1197782282, 1197782303, 1197782285, 1197782362, 1197782343]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745919,,,"POLYGON ((114.3699671 30.5352382, 114.3696494 30.5352332, 114.3696516 30.535128, 114.3699693 30.535133, 114.3699671 30.5352382))",residential,,,,,,,,,,,,"[1197782416, 1197782365, 1197782325, 1197782407, 1197782416]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745920,,,"POLYGON ((114.3704893 30.5347246, 114.3700428 30.534721, 114.3700441 30.5346043, 114.3704905 30.5346079, 114.3704893 30.5347246))",residential,,,,,,,,,,,,"[1197782297, 1197782427, 1197782319, 1197782332, 1197782297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745921,,,"POLYGON ((114.369722 30.5354941, 114.3693964 30.5354858, 114.3694002 30.5353781, 114.3697257 30.5353865, 114.369722 30.5354941))",residential,,,,,,,,,,,,"[1197782413, 1197782263, 1197782446, 1197782324, 1197782413]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745923,,,"POLYGON ((114.3709855 30.5347037, 114.3705753 30.5346948, 114.3705797 30.5345433, 114.3709899 30.5345522, 114.3709855 30.5347037))",residential,,,,,,,,,,,,"[1197782443, 1197782444, 1197782296, 1197782253, 1197782443]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745925,,,"POLYGON ((114.3709791 30.5349571, 114.370758 30.5349529, 114.3707598 30.5348835, 114.3709809 30.5348877, 114.3709791 30.5349571))",residential,,,,,,,,,,,,"[1197782394, 1197782445, 1197782417, 1197782402, 1197782394]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745927,,,"POLYGON ((114.3679519 30.5350986, 114.3677055 30.5349894, 114.3677436 30.5349256, 114.36799 30.5350348, 114.3679519 30.5350986))",residential,,,,,,,,,,,,"[1197782308, 1197782262, 1197782403, 1197782354, 1197782308]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745928,,,"POLYGON ((114.3686309 30.5351104, 114.3682436 30.5349221, 114.3683064 30.5348264, 114.3686936 30.5350147, 114.3686309 30.5351104))",residential,,,,,,,,,,,,"[1197782406, 1197782315, 1197782294, 1197782293, 1197782406]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745929,,,"POLYGON ((114.3683051 30.5352991, 114.3679494 30.5351612, 114.3680132 30.5350391, 114.3683689 30.535177, 114.3683051 30.5352991))",residential,,,,,,,,,,,,"[1197782390, 1197782441, 1197782349, 1197782339, 1197782390]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103745930,,,"POLYGON ((114.3689819 30.5355022, 114.3684572 30.5353004, 114.3685086 30.5352013, 114.3690332 30.5354031, 114.3689819 30.5355022))",residential,,,,,,,,,,,,"[1197782323, 1197782397, 1197782370, 1197782305, 1197782323]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103746462,,风光村,"POLYGON ((114.3713074 30.5351219, 114.3712001 30.5351635, 114.3711358 30.5350457, 114.371109 30.5350595, 114.3711036 30.5349995, 114.3712136 30.5349348, 114.3711841 30.5348609, 114.3711385 30.5348724, 114.3710999 30.5347622, 114.3710714 30.5347708, 114.3710304 30.5346491, 114.3711036 30.5346321, 114.3710685 30.5345848, 114.371093 30.5345742, 114.3710392 30.5344381, 114.3705725 30.5344981, 114.3705591 30.5344496, 114.3704464 30.5344612, 114.3704572 30.5345166, 114.3702533 30.5345328, 114.3702514 30.534555, 114.3700147 30.5345835, 114.3700077 30.5345414, 114.3698537 30.5345651, 114.3698027 30.5344219, 114.3697813 30.5343387, 114.3698429 30.5343295, 114.3698349 30.5342995, 114.3700316 30.5342393, 114.3701058 30.5342371, 114.3700763 30.5340338, 114.3701675 30.5340107, 114.370146 30.5339229, 114.3707925 30.5338235, 114.3707522 30.5337542, 114.37094 30.533715, 114.3708488 30.5334909, 114.3707898 30.5335047, 114.370779 30.5334724, 114.3707469 30.5334631, 114.3706744 30.5334678, 114.3706691 30.5334539, 114.3705376 30.5334909, 114.3705323 30.5334701, 114.3703606 30.5335094, 114.3703472 30.5334747, 114.3706718 30.5334054, 114.3706583 30.5333892, 114.3708702 30.533343, 114.3712432 30.5341656, 114.3712523 30.534188, 114.3713922 30.5345317, 114.371463 30.5347546, 114.3715515 30.5350364, 114.3713074 30.5351219))",yes,,,,,,,,,,,,"[1197796074, 1197796100, 1197796185, 1197796057, 1197796208, 1197796050, 1197796267, 1197796019, 1197796204, 1197796247, 1197796147, 1197796176, 1197796238, 1195154361, 1197796225, 1197796009, 1197796244, 1197796020, 1197796219, 1197796081, 1197796245, 1195154373, 1197795994, 1197796173, 1197796216, 1197796275, 1197796148, 1197796228, 1197796083, 1197795986, 1197796215, 1197796044, 1197796042, 1197796190, 1197796162, 1197796276, 1197796278, 1197796236, 1197796093, 1197796058, 1197796169, 1197796068, 1197796175, 1197796283, 1197796179, 1197796011, 1197796073, 1197796231, 1197796230, 1197796279, 8512203952, 1197796200, 1197796265, 1197796192, 1197796074]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103746727,,,"POLYGON ((114.3700759 30.5380614, 114.3699074 30.5381411, 114.3698564 30.5380611, 114.370025 30.5379814, 114.3700759 30.5380614))",yes,,,,,,,,,,,,"[1197802700, 1197802616, 1197802634, 1197802625, 1197802700]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103746729,,艺术学系,"POLYGON ((114.3716737 30.5373427, 114.3714405 30.5373896, 114.3713628 30.5371029, 114.3715325 30.5370688, 114.3715147 30.5370031, 114.3715804 30.5369899, 114.3716074 30.5370896, 114.3717137 30.5370682, 114.3717555 30.5372224, 114.371647 30.5372442, 114.3716737 30.5373427))",yes,,,,,,,,,,,,"[1197802690, 1197802664, 1197802609, 1197802661, 1197802652, 1197802673, 1197802645, 1197802710, 1197802659, 1197802639, 1197802690]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103746730,,信息管理學院,"POLYGON ((114.3702205 30.539006, 114.3698759 30.5392661, 114.3697909 30.5391826, 114.3698229 30.5391585, 114.3697747 30.5391111, 114.369866 30.5390422, 114.369678 30.5388577, 114.3692955 30.5391467, 114.3691352 30.5389893, 114.3695992 30.5386387, 114.369735 30.538772, 114.3697799 30.5387381, 114.3699943 30.5389488, 114.3700893 30.5388771, 114.3702205 30.539006))",yes,,,,,,,,,,,,"[1197802689, 1197802607, 1197802695, 4326583471, 4326583472, 4326583473, 4326583475, 4326583477, 4326583480, 4326583479, 4326583478, 4326583476, 4326583474, 1197802675, 1197802689]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103746731,,,"POLYGON ((114.3699062 30.5382379, 114.3694148 30.5384529, 114.3693653 30.5383691, 114.3698567 30.5381541, 114.3699062 30.5382379))",yes,,,,,,,,,,,,"[1197802679, 1197802698, 1197802678, 1197802644, 1197802679]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103746732,,,"POLYGON ((114.3707654 30.5376443, 114.3708419 30.537714, 114.3706345 30.5378826, 114.370558 30.5378129, 114.3707654 30.5376443))",yes,,,,,,,,,,,,"[1197802654, 1197802623, 1197802702, 1197802708, 1197802654]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103746733,,,"POLYGON ((114.3709163 30.5375041, 114.3708548 30.5375052, 114.3708521 30.537391, 114.3709135 30.5373899, 114.3709163 30.5375041))",yes,,,,,,,,,,,,"[1197802650, 1197802637, 1197802621, 1197802641, 1197802650]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103746859,,D 棟,"POLYGON ((114.3705356 30.5325793, 114.3703195 30.5326497, 114.3701664 30.5322689, 114.3702309 30.5322475, 114.3698691 30.5314472, 114.3700367 30.5314213, 114.3705356 30.5325793))",yes,,,,,,,,,,,,"[1197808480, 1197808486, 1197808485, 1197808484, 1197808476, 1197808489, 1197808480]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103746860,,,"POLYGON ((114.3701178 30.5324403, 114.3700793 30.532356, 114.3698768 30.5324245, 114.3699153 30.5325088, 114.3701178 30.5324403))",yes,,,,,,,,,,,,"[1197808488, 1197808482, 1197808478, 1197808473, 1197808488]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103746861,,,"POLYGON ((114.3701237 30.5322226, 114.3698261 30.5323252, 114.3696269 30.5318967, 114.3695451 30.531925, 114.369464 30.5317507, 114.3698434 30.5316198, 114.3701237 30.5322226))",yes,,,,,,,,,,,,"[1197808483, 1197808477, 1197808487, 1197808475, 1197808479, 1197808481, 1197808483]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747025,,,"POLYGON ((114.3593997 30.5340129, 114.3596861 30.5338984, 114.3597092 30.5339412, 114.3600759 30.5337946, 114.3601317 30.5338981, 114.3597602 30.5340467, 114.3597384 30.5340061, 114.3594568 30.5341187, 114.3593997 30.5340129))",school,,,,,,,,,,,,"[1197816356, 1197816276, 1197816287, 1197816348, 1197816347, 1197816336, 1197816333, 1197816331, 1197816356]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747026,,,"POLYGON ((114.3597531 30.5343483, 114.3596153 30.534411, 114.3594602 30.534158, 114.359598 30.5340953, 114.3597531 30.5343483))",school,,,,,,,,,,,,"[1197816386, 1197816343, 1197816342, 1197816307, 1197816386]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747028,,,"POLYGON ((114.3599146 30.5334713, 114.3592226 30.5337032, 114.3592778 30.5338253, 114.3599698 30.5335934, 114.3599146 30.5334713))",yes,,,,,,,,,,,,"[1197816391, 1197816345, 1197816374, 1197816250, 1197816391]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747032,,,"POLYGON ((114.3575732 30.5336057, 114.3570113 30.5337718, 114.356983 30.5337007, 114.3575449 30.5335346, 114.3575732 30.5336057))",yes,,,,,,,,,,,,"[1197816363, 1197816253, 3186609259, 3186609247, 1197816363]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747033,,,"POLYGON ((114.3597098 30.5344853, 114.3599021 30.5344006, 114.3599834 30.5345376, 114.3597912 30.5346223, 114.3597098 30.5344853))",school,,,,,,,,,,,,"[1197816335, 1197816271, 1197816332, 1197816282, 1197816335]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747035,,工会办公楼,"POLYGON ((114.3590058 30.5355048, 114.359438 30.535309, 114.3595376 30.5354721, 114.3591053 30.5356678, 114.3590058 30.5355048))",yes,,,,,,,,,,,,"[1197816317, 1197816305, 1197816260, 1197816393, 1197816317]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747036,,,"POLYGON ((114.3597074 30.5329922, 114.3590186 30.5332188, 114.3590639 30.5333208, 114.3597526 30.5330942, 114.3597074 30.5329922))",yes,,,,,,,,,,,,"[1197816318, 1197816294, 1197816278, 1197816358, 1197816318]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747037,,,"POLYGON ((114.360441 30.5341576, 114.3603409 30.5342042, 114.3601995 30.5339789, 114.3602996 30.5339323, 114.360441 30.5341576))",school,,,,,,,,,,,,"[1197816280, 1197816340, 1197816291, 1197816312, 1197816280]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747038,,,"POLYGON ((114.3598328 30.5332282, 114.3591016 30.5334647, 114.3591462 30.533567, 114.3598774 30.5333305, 114.3598328 30.5332282))",yes,,,,,,,,,,,,"[1197816286, 1197816259, 1197816367, 1197816349, 1197816286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747538,,,"POLYGON ((114.3582681 30.5352547, 114.357864 30.5355019, 114.3579307 30.5355828, 114.3583349 30.5353357, 114.3582681 30.5352547))",yes,,,,,,,,,,,,"[1197829733, 1197829859, 1197829795, 1197829890, 1197829733]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747539,,,"POLYGON ((114.3581401 30.5345808, 114.3583556 30.534496, 114.3584287 30.5346337, 114.3582132 30.5347186, 114.3581401 30.5345808))",yes,,,,,,,,,,,,"[1197829867, 1197829881, 1197829821, 1197829820, 1197829867]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747540,,东中区-13栋,"POLYGON ((114.3583004 30.5338493, 114.3577762 30.5339752, 114.3578123 30.534087, 114.3583366 30.5339611, 114.3583004 30.5338493))",yes,,,,,,,,,,,,"[1197829789, 1197829940, 1197829728, 1197829853, 1197829789]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747542,,,"POLYGON ((114.358651 30.5343863, 114.3584084 30.5345092, 114.3584802 30.5346143, 114.3587228 30.5344914, 114.358651 30.5343863))",yes,,,,,,,,,,,,"[1197829720, 1197829947, 1197829822, 1197829809, 1197829720]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747545,,,"POLYGON ((114.3580698 30.5349361, 114.3575407 30.5351116, 114.3575889 30.5352193, 114.3581179 30.5350438, 114.3580698 30.5349361))",yes,,,,,,,,,,,,"[1197829739, 1197829768, 1197829792, 1197829937, 1197829739]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747546,,,"POLYGON ((114.3578323 30.5344636, 114.3573012 30.5346392, 114.3573495 30.5347547, 114.3578913 30.5345745, 114.3578323 30.5344636))",yes,,,,,,,,,,,,"[1197829949, 1197829948, 1197829888, 1197829923, 1197829949]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747548,,,"POLYGON ((114.359166 30.5340876, 114.3586955 30.5343445, 114.358778 30.5344565, 114.3592484 30.5341997, 114.359166 30.5340876))",yes,,,,,,,,,,,,"[1197829736, 1197829723, 1197829847, 1197829878, 1197829736]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747549,,东中区-8栋,"POLYGON ((114.3571654 30.5338341, 114.35755 30.5337272, 114.3575895 30.5338326, 114.3572049 30.5339395, 114.3571654 30.5338341))",yes,,,,,,,,,,,,"[1197829832, 1197829837, 1197829742, 1197829804, 1197829832]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747551,,,"POLYGON ((114.3587637 30.5346978, 114.3585773 30.5347823, 114.358664 30.5349242, 114.3588504 30.5348396, 114.3587637 30.5346978))",yes,,,,,,,,,,,,"[1197829915, 1197829826, 1197829840, 1197829899, 1197829915]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747553,,,"POLYGON ((114.3589195 30.5333472, 114.3585628 30.5334257, 114.3583614 30.5334701, 114.358401 30.5336037, 114.3589592 30.5334808, 114.3589195 30.5333472))",yes,,,,,,,,,,,,"[1197829784, 4120118120, 1197829924, 1197829945, 1197829831, 1197829784]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747556,,东中区-12栋,"POLYGON ((114.3584989 30.5342048, 114.3579366 30.5343245, 114.3579067 30.5342202, 114.358469 30.5341005, 114.3584989 30.5342048))",yes,,,,,,,,,,,,"[1197829865, 1197829932, 1197829925, 1197829917, 1197829865]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747562,,,"POLYGON ((114.3590637 30.5338751, 114.3585337 30.5339888, 114.3585653 30.5340982, 114.3590954 30.5339845, 114.3590637 30.5338751))",yes,,,,,,,,,,,,"[1197829838, 1197829779, 1197829752, 1197829772, 1197829838]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747563,,东中区-6栋,"POLYGON ((114.357694 30.534221, 114.3571744 30.5343929, 114.3572322 30.5345226, 114.3577518 30.5343507, 114.357694 30.534221))",yes,,,,,,,,,,,,"[1197829763, 1197829774, 1197829780, 1197829799, 1197829763]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747568,,东中区-7栋,"POLYGON ((114.3576345 30.5339882, 114.3571256 30.5341466, 114.3571724 30.534258, 114.3576812 30.5340997, 114.3576345 30.5339882))",yes,,,,,,,,,,,,"[1197829735, 1197829935, 1197829737, 1197829798, 1197829735]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747569,,,"POLYGON ((114.3578865 30.5352116, 114.3577588 30.535289, 114.3578213 30.5353655, 114.357949 30.5352881, 114.3578865 30.5352116))",yes,,,,,,,,,,,,"[1197829845, 1197829797, 1197829793, 1197829922, 1197829845]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747573,,,"POLYGON ((114.3589298 30.5335938, 114.3583831 30.5337301, 114.3584259 30.5338574, 114.3589726 30.533721, 114.3589298 30.5335938))",yes,,,,,,,,,,,,"[1197829862, 1197829769, 1197829727, 1197829848, 1197829862]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747574,,,"POLYGON ((114.3593259 30.5343136, 114.3588518 30.5345863, 114.3589338 30.534692, 114.3594078 30.5344193, 114.3593259 30.5343136))",yes,,,,,,,,,,,,"[1197829842, 1197829823, 1197829904, 1197829897, 1197829842]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747575,,,"POLYGON ((114.3579623 30.5347199, 114.3574264 30.5348826, 114.3574682 30.5349846, 114.3580041 30.5348219, 114.3579623 30.5347199))",yes,,,,,,,,,,,,"[1197829818, 1197829896, 1197829740, 1197829764, 1197829818]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747576,,,"POLYGON ((114.3589468 30.5348701, 114.3584665 30.5350922, 114.358557 30.5352374, 114.3590373 30.5350153, 114.3589468 30.5348701))",yes,,,,,,,,,,,,"[1197829891, 1197829741, 1197829751, 1197829851, 1197829891]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747577,,,"POLYGON ((114.3590297 30.5348409, 114.3594334 30.5346374, 114.3595394 30.5347934, 114.3591356 30.5349969, 114.3590297 30.5348409))",yes,,,,,,,,,,,,"[1197829756, 1197829908, 1197829850, 1197829903, 1197829756]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747778,,,"POLYGON ((114.3567895 30.5347242, 114.3565206 30.5344981, 114.3564579 30.5345535, 114.3565514 30.5346321, 114.3564466 30.5347245, 114.3565152 30.5347822, 114.3566067 30.5347015, 114.3567135 30.5347913, 114.3567895 30.5347242))",school,,,,,,,,,,,,"[1197832463, 1197832464, 1197832383, 1197832376, 1197832381, 1197832396, 1197832427, 1197832428, 1197832463]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747780,,,"POLYGON ((114.3567665 30.5344723, 114.3565816 30.5345247, 114.3564852 30.5342727, 114.3569346 30.5341453, 114.3569667 30.5342293, 114.3569138 30.5342443, 114.3565995 30.5343334, 114.3566333 30.5344218, 114.356736 30.5343927, 114.3567665 30.5344723))",school,,,,,,,,,,,,"[1197832368, 1197832372, 1197832426, 1197832457, 1197832435, 1199726311, 1197832344, 1197832362, 1197832366, 1197832368]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747781,,,"POLYGON ((114.3569192 30.5339808, 114.3566636 30.5340801, 114.3566247 30.534006, 114.3568804 30.5339067, 114.3569192 30.5339808))",school,,,,,,,,,,,,"[1197832448, 1197832453, 1197832387, 1197832446, 1197832448]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747782,,,"POLYGON ((114.3570674 30.5345795, 114.3568855 30.5346507, 114.3569168 30.53471, 114.3570987 30.5346388, 114.3570674 30.5345795))",school,,,,,,,,,,,,"[1197832450, 1197832432, 1197832363, 1197832405, 1197832450]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103747786,,,"POLYGON ((114.3563949 30.5341844, 114.3560507 30.5342859, 114.3561018 30.5344144, 114.3564459 30.5343129, 114.3563949 30.5341844))",school,,,,,,,,,,,,"[1197832351, 1197832385, 1197832356, 1197832377, 1197832351]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
