element_type,osmid,amenity,geometry,access,description,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:state,addr:street,email,phone,operator,parking,fee,building,maxheight,name,opening_hours,layer,emergency,nodes,alt_name,building:levels,roof:levels,capacity,leisure,loc_name,name:zh,sport,start_date,wikidata,wikipedia,roof:shape,image,short_name,building:material,height,man_made,tower:construction,tower:type,internet_access,toilets:wheelchair,website,old_name,source,museum,tourism,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,healthcare,operator:wikidata,operator:wikipedia,official_name,smoking,architect,contact:website,landuse,plant:method,plant:output:electricity,plant:output:hot_water,plant:output:steam,plant:source,power,ref:US:EIA,designation,contact:phone,shop,supervised,clock,access:conditional,note,building:levels:underground,max_level,min_level,cuisine,building:use,ref,craft,laundry_service,self_service,check_date,operator:type,shelter,residential,historic,observatory:type,voltage,disused:shop,healthcare:speciality,bus,public_transport,addr:county,building:min_level,surface,substation,construction,ways,type,old_name:1925--2018-03-29,old_name:1964-1975
way,831978571,,"POLYGON ((-83.7014785 42.2938856, -83.7016073 42.2938847, -83.70161 42.294087, -83.7014812 42.2940879, -83.7014785 42.2938856))",,,,,,,,,,,,,,,residential,,,,,,"[7767791854, 7767791853, 7767791852, 7767791851, 7767791854]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978572,,"POLYGON ((-83.7020002 42.2940582, -83.7017656 42.2940599, -83.7017642 42.293955, -83.7019989 42.2939534, -83.7020002 42.2940582))",,,,,,,,,,,,,,,residential,,,,,,"[7767791858, 7767791857, 7767791856, 7767791855, 7767791858]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978573,,"POLYGON ((-83.7017964 42.2937656, -83.7017948 42.2936436, -83.7019345 42.2936426, -83.7019361 42.2937646, -83.7019986 42.2937641, -83.7020001 42.2938798, -83.701865 42.2938808, -83.7018634 42.2937651, -83.7017964 42.2937656))",,,,,,,,,,,,,,,residential,,,,,,"[7767791866, 7767791863, 7767791864, 7767791860, 7767791859, 7767791865, 7767791861, 7767791862, 7767791866]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978574,,"POLYGON ((-83.7013847 42.2938926, -83.7011552 42.2938942, -83.701154 42.2938013, -83.7013835 42.2937996, -83.7013847 42.2938926))",,,,,,,,,,,,,,,residential,,,,,,"[7767791870, 7767791869, 7767791868, 7767791867, 7767791870]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978575,,"POLYGON ((-83.7007262 42.2939402, -83.7007249 42.2938408, -83.7008886 42.2938396, -83.7008882 42.2938067, -83.701095 42.2938053, -83.7010961 42.2938943, -83.7008866 42.2938958, -83.7008871 42.293939, -83.7007262 42.2939402))",,,,,,,,,,,,,,,residential,,,,,,"[7767791878, 7767791875, 7767791871, 7767791872, 7767791876, 7767791877, 7767791873, 7767791874, 7767791878]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978576,,"POLYGON ((-83.700639 42.2937428, -83.7006411 42.2939035, -83.7005129 42.2939045, -83.7005108 42.2937437, -83.700639 42.2937428))",,,,,,,,,,,,,,,residential,,,,,,"[7767791882, 7767791879, 7767791880, 7767791881, 7767791882]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978577,,"POLYGON ((-83.7008402 42.2936935, -83.7006135 42.2936951, -83.7006122 42.2935959, -83.7008389 42.2935943, -83.7008402 42.2936935))",,,,,,,,,,,,,,,residential,,,,,,"[7767800986, 7767800985, 7767791884, 7767791883, 7767800986]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978578,,"POLYGON ((-83.7011231 42.2935969, -83.7011244 42.2936945, -83.7008992 42.2936961, -83.7008979 42.2935985, -83.7011231 42.2935969))",,,,,,,,,,,,,,,residential,,,,,,"[7767800990, 7767800987, 7767800988, 7767800989, 7767800990]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978579,,"POLYGON ((-83.7013458 42.2937001, -83.7011734 42.2937013, -83.7011714 42.2935533, -83.7013438 42.293552, -83.7013458 42.2937001))",,,,,,,,,,,,,,,residential,,,,,,"[7767800994, 7767800993, 7767800992, 7767800991, 7767800994]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978580,,"POLYGON ((-83.7015979 42.2934471, -83.7015995 42.2935678, -83.7014115 42.2935692, -83.7014099 42.2934485, -83.7015979 42.2934471))",,,,,,,,,,,,,,,residential,,,,,,"[7767800998, 7767800995, 7767800996, 7767800997, 7767800998]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978581,,"POLYGON ((-83.7019104 42.2934402, -83.701912 42.2935628, -83.7017186 42.2935642, -83.701717 42.2934416, -83.7019104 42.2934402))",,,,,,,,,,,,,,,residential,,,,,,"[7767801002, 7767800999, 7767801000, 7767801001, 7767801002]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978582,,"POLYGON ((-83.7018634 42.2933628, -83.7018598 42.2930871, -83.7020029 42.293086, -83.7020065 42.2933618, -83.7018634 42.2933628))",,,,,,,,,,,,,,,residential,,,,,,"[7767801006, 7767801003, 7767801004, 7767801005, 7767801006]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978583,,"POLYGON ((-83.7015805 42.2933638, -83.7014374 42.2933648, -83.7014343 42.2931247, -83.7015773 42.2931237, -83.7015805 42.2933638))",,,,,,,,,,,,,,,residential,,,,,,"[7767801010, 7767801009, 7767801008, 7767801007, 7767801010]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978584,,"POLYGON ((-83.7018125 42.293094, -83.7016747 42.293095, -83.7016717 42.2928589, -83.7018094 42.2928579, -83.7018125 42.293094))",,,,,,,,,,,,,,,residential,,,,,,"[7767801014, 7767801013, 7767801012, 7767801011, 7767801014]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978585,,"POLYGON ((-83.7012479 42.292972, -83.7014612 42.2929704, -83.7014624 42.2930682, -83.7012491 42.2930697, -83.7012479 42.292972))",,,,,,,,,,,,,,,residential,,,,,,"[7767801018, 7767801017, 7767801016, 7767801015, 7767801018]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978586,,"POLYGON ((-83.7016287 42.2928618, -83.7014852 42.2928629, -83.7014826 42.2926644, -83.7016262 42.2926634, -83.7016287 42.2928618))",,,,,,,,,,,,,,,residential,,,,,,"[7767801022, 7767801021, 7767801020, 7767801019, 7767801022]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978587,,"POLYGON ((-83.7012063 42.2925751, -83.7014223 42.2925736, -83.7014236 42.2926724, -83.7012076 42.2926739, -83.7012063 42.2925751))",,,,,,,,,,,,,,,residential,,,,,,"[7767801026, 7767801025, 7767801024, 7767801023, 7767801026]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978588,,"POLYGON ((-83.7012841 42.2929224, -83.701156 42.2929233, -83.7011549 42.2928386, -83.7010965 42.292839, -83.701095 42.292722, -83.7012278 42.292721, -83.7012294 42.2928444, -83.7012831 42.292844, -83.7012841 42.2929224))",,,,,,,,,,,,,,,residential,,,,,,"[7767801034, 7767801033, 7767801029, 7767801030, 7767801032, 7767801031, 7767801027, 7767801028, 7767801034]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978590,,"POLYGON ((-83.7009461 42.2929005, -83.7007492 42.2929019, -83.7007476 42.2927805, -83.7009445 42.2927791, -83.7009461 42.2929005))",,,,,,,,,,,,,,,residential,,,,,,"[7767801042, 7767801041, 7767801040, 7767801039, 7767801042]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978591,,"POLYGON ((-83.7006894 42.292986, -83.7003804 42.2929882, -83.7003788 42.2928668, -83.7006878 42.2928646, -83.7006894 42.292986))",,,,,,,,,,,,,,,residential,,,,,,"[7767801046, 7767801045, 7767801044, 7767801043, 7767801046]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978592,,"POLYGON ((-83.7003145 42.2929045, -83.700009 42.2929067, -83.7000074 42.2927775, -83.7003128 42.2927753, -83.7003145 42.2929045))",,,,,,,,,,,,,,,residential,,,,,,"[7767801050, 7767801049, 7767801048, 7767801047, 7767801050]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978593,,"POLYGON ((-83.6996721 42.2928172, -83.6996692 42.2925952, -83.6998437 42.292594, -83.6998466 42.2928159, -83.6996721 42.2928172))",,,,,,,,,,,,,,,residential,,,,,,"[7767801054, 7767801051, 7767801052, 7767801053, 7767801054]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978594,,"POLYGON ((-83.6996976 42.2925414, -83.699524 42.2925426, -83.6995219 42.2923827, -83.6996955 42.2923814, -83.6996976 42.2925414))",,,,,,,,,,,,,,,residential,,,,,,"[7767801058, 7767801057, 7767801056, 7767801055, 7767801058]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978595,,"POLYGON ((-83.6996037 42.2921089, -83.6996066 42.2923289, -83.699436 42.2923301, -83.6994332 42.2921101, -83.6996037 42.2921089))",,,,,,,,,,,,,,,residential,,,,,,"[7767801062, 7767801059, 7767801060, 7767801061, 7767801062]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978596,,"POLYGON ((-83.699365 42.2921496, -83.69919 42.2921508, -83.6991879 42.2919938, -83.6993629 42.2919925, -83.699365 42.2921496))",,,,,,,,,,,,,,,residential,,,,,,"[7767801066, 7767801065, 7767801064, 7767801063, 7767801066]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978597,,"POLYGON ((-83.6989667 42.2918748, -83.6991377 42.2918735, -83.6991397 42.2920236, -83.6989686 42.2920248, -83.6989667 42.2918748))",,,,,,,,,,,,,,,residential,,,,,,"[7767801070, 7767801069, 7767801068, 7767801067, 7767801070]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978598,,"POLYGON ((-83.6987682 42.2922686, -83.6987653 42.2920466, -83.6989358 42.2920454, -83.6989387 42.2922674, -83.6987682 42.2922686))",,,,,,,,,,,,,,,residential,,,,,,"[7767801074, 7767801071, 7767801072, 7767801073, 7767801074]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978599,,"POLYGON ((-83.6984356 42.2922468, -83.6984369 42.292349, -83.698166 42.2923509, -83.6981647 42.2922487, -83.6984356 42.2922468))",,,,,,,,,,,,,,,residential,,,,,,"[7767801078, 7767801075, 7767801076, 7767801077, 7767801078]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978600,,"POLYGON ((-83.6986904 42.2925345, -83.6985561 42.2925354, -83.6985546 42.292419, -83.6984957 42.2924194, -83.6984946 42.2923321, -83.6986306 42.2923311, -83.6986317 42.2924148, -83.6986888 42.2924144, -83.6986904 42.2925345))",,,,,,,,,,,,,,,residential,,,,,,"[7767801086, 7767801085, 7767801081, 7767801082, 7767801084, 7767801083, 7767801079, 7767801080, 7767801086]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978601,,"POLYGON ((-83.6980534 42.2925553, -83.6980512 42.2923935, -83.6981834 42.2923926, -83.6981856 42.2925544, -83.6980534 42.2925553))",,,,,,,,,,,,,,,residential,,,,,,"[7767801090, 7767801087, 7767801088, 7767801089, 7767801090]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978602,,"POLYGON ((-83.698343 42.2926952, -83.6981243 42.2926967, -83.6981231 42.2926019, -83.6983418 42.2926004, -83.698343 42.2926952))",,,,,,,,,,,,,,,residential,,,,,,"[7767801094, 7767801093, 7767801092, 7767801091, 7767801094]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978603,,"POLYGON ((-83.6987722 42.2927468, -83.6986389 42.2927477, -83.6986367 42.2925851, -83.6987701 42.2925841, -83.6987722 42.2927468))",,,,,,,,,,,,,,,residential,,,,,,"[7767801098, 7767801097, 7767801096, 7767801095, 7767801098]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978604,,"POLYGON ((-83.6985375 42.2928529, -83.6984069 42.2928538, -83.6984047 42.2926902, -83.6985354 42.2926893, -83.6985375 42.2928529))",,,,,,,,,,,,,,,residential,,,,,,"[7767801102, 7767801101, 7767801100, 7767801099, 7767801102]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978605,,"POLYGON ((-83.6987507 42.2927914, -83.698884 42.2927904, -83.698885 42.2928712, -83.698939 42.2928708, -83.69894 42.2929486, -83.6989964 42.2929482, -83.6989975 42.2930335, -83.6988654 42.2930344, -83.6988643 42.2929503, -83.6988038 42.2929508, -83.6988028 42.2928744, -83.6987518 42.2928748, -83.6987507 42.2927914))",,,,,,,,,,,,,,,residential,,,,,,"[7767801114, 7767801113, 7767801103, 7767801104, 7767801109, 7767801110, 7767801112, 7767801111, 7767801107, 7767801108, 7767801105, 7767801106, 7767801114]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978606,,"POLYGON ((-83.6988875 42.2930751, -83.6988888 42.2931757, -83.6986649 42.2931773, -83.6986636 42.2930767, -83.6988875 42.2930751))",,,,,,,,,,,,,,,residential,,,,,,"[7767801118, 7767801115, 7767801116, 7767801117, 7767801118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978607,,"POLYGON ((-83.6986113 42.293219, -83.6983283 42.293221, -83.6983269 42.2931188, -83.6986099 42.2931168, -83.6986113 42.293219))",,,,,,,,,,,,,,,residential,,,,,,"[7767801122, 7767801121, 7767801120, 7767801119, 7767801122]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978608,,"POLYGON ((-83.698044 42.2931198, -83.6982653 42.2931182, -83.6982666 42.293218, -83.6980453 42.2932196, -83.698044 42.2931198))",,,,,,,,,,,,,,,residential,,,,,,"[7767801126, 7767801125, 7767801124, 7767801123, 7767801126]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978609,,"POLYGON ((-83.6984168 42.2928956, -83.6984181 42.2929931, -83.6980453 42.2929958, -83.698044 42.2928982, -83.6984168 42.2928956))",,,,,,,,,,,,,,,residential,,,,,,"[7767801130, 7767801127, 7767801128, 7767801129, 7767801130]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978610,,"POLYGON ((-83.6979823 42.2929938, -83.6976536 42.2929961, -83.6976524 42.2929005, -83.697981 42.2928982, -83.6979823 42.2929938))",,,,,,,,,,,,,,,residential,,,,,,"[7767801134, 7767801133, 7767801132, 7767801131, 7767801134]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978611,,"POLYGON ((-83.6975987 42.2931446, -83.6974627 42.2931455, -83.6974606 42.2929839, -83.6975966 42.2929829, -83.6975987 42.2931446))",,,,,,,,,,,,,,,residential,,,,,,"[7767801138, 7767801137, 7767801136, 7767801135, 7767801138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978612,,"POLYGON ((-83.6976524 42.2934819, -83.6975205 42.2934828, -83.6975169 42.2932051, -83.6976487 42.2932041, -83.6976524 42.2934819))",,,,,,,,,,,,,,,residential,,,,,,"[7767801142, 7767801141, 7767801140, 7767801139, 7767801142]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978613,,"POLYGON ((-83.6979179 42.2934799, -83.6977847 42.2934808, -83.6977821 42.2932855, -83.697847 42.293285, -83.697846 42.2932066, -83.6979735 42.2932057, -83.6979745 42.293289, -83.6979154 42.2932894, -83.6979179 42.2934799))",,,,,,,,,,,,,,,residential,,,,,,"[7767801150, 7767801149, 7767801146, 7767801145, 7767801148, 7767801147, 7767801143, 7767801144, 7767801150]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978614,,"POLYGON ((-83.6977811 42.2935265, -83.6979157 42.2935255, -83.6979179 42.2936912, -83.6977833 42.2936921, -83.6977811 42.2935265))",,,,,,,,,,,,,,,residential,,,,,,"[7767801154, 7767801153, 7767801152, 7767801151, 7767801154]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978615,,"POLYGON ((-83.6974619 42.2937695, -83.6974599 42.2936138, -83.6975239 42.2936133, -83.6975228 42.2935304, -83.6976483 42.2935295, -83.6976494 42.2936118, -83.6975944 42.2936122, -83.6975965 42.2937686, -83.6974619 42.2937695))",,,,,,,,,,,,,,,residential,,,,,,"[7767801162, 7767801156, 7767801155, 7767801159, 7767801160, 7767801158, 7767801157, 7767801161, 7767801162]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978616,,"POLYGON ((-83.6977114 42.2940681, -83.6975779 42.2940691, -83.6975769 42.2939894, -83.697523 42.2939898, -83.6975209 42.2938291, -83.6976505 42.2938281, -83.6976527 42.2939942, -83.6977104 42.2939938, -83.6977114 42.2940681))",,,,,,,,,,,,,,,residential,,,,,,"[7767801170, 7767801169, 7767801163, 7767801164, 7767801168, 7767801167, 7767801165, 7767801166, 7767801170]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978617,,"POLYGON ((-83.6982572 42.2938459, -83.6978763 42.2938486, -83.697875 42.2937487, -83.6982559 42.293746, -83.6982572 42.2938459))",,,,,,,,,,,,,,,residential,,,,,,"[7767801174, 7767801173, 7767801172, 7767801171, 7767801174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978618,,"POLYGON ((-83.6988258 42.2938439, -83.6985924 42.2938456, -83.6985911 42.2937527, -83.6988246 42.293751, -83.6988258 42.2938439))",,,,,,,,,,,,,,,residential,,,,,,"[7767801178, 7767801177, 7767801176, 7767801175, 7767801178]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978619,,"POLYGON ((-83.6986113 42.2939878, -83.6982357 42.2939905, -83.6982344 42.2938945, -83.69861 42.2938919, -83.6986113 42.2939878))",,,,,,,,,,,,,,,residential,,,,,,"[7767801182, 7767801181, 7767801180, 7767801179, 7767801182]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978620,,"POLYGON ((-83.6988929 42.2939848, -83.6988908 42.2938231, -83.6990216 42.2938221, -83.6990238 42.2939839, -83.6988929 42.2939848))",,,,,,,,,,,,,,,residential,,,,,,"[7767801186, 7767801183, 7767801184, 7767801185, 7767801186]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978621,,"POLYGON ((-83.6984999 42.2941584, -83.6984988 42.2940673, -83.6987124 42.2940658, -83.6987119 42.2940246, -83.6988714 42.2940235, -83.6988726 42.294116, -83.6987046 42.2941172, -83.6987052 42.2941569, -83.6984999 42.2941584))",,,,,,,,,,,,,,,residential,,,,,,"[7767801194, 7767801191, 7767801187, 7767801190, 7767801192, 7767801193, 7767801188, 7767801189, 7767801194]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978622,,"POLYGON ((-83.697769 42.2941594, -83.6977678 42.2940651, -83.6980413 42.2940632, -83.6980425 42.2941575, -83.697769 42.2941594))",,,,,,,,,,,,,,,residential,,,,,,"[7767801198, 7767801195, 7767801196, 7767801197, 7767801198]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978623,,"POLYGON ((-83.6980976 42.2942735, -83.6980955 42.2941078, -83.698225 42.2941068, -83.6982272 42.2942726, -83.6980976 42.2942735))",,,,,,,,,,,,,,,residential,,,,,,"[7767801202, 7767801199, 7767801200, 7767801201, 7767801202]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978624,,"POLYGON ((-83.6984651 42.2943638, -83.6983358 42.2943647, -83.6983337 42.2941991, -83.6984629 42.2941982, -83.6984651 42.2943638))",,,,,,,,,,,,,,,residential,,,,,,"[7767801206, 7767801205, 7767801204, 7767801203, 7767801206]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978625,,"POLYGON ((-83.6980332 42.2943221, -83.6982154 42.2943208, -83.698217 42.2944431, -83.6980348 42.2944444, -83.6980332 42.2943221))",,,,,,,,,,,,,,,residential,,,,,,"[7767801210, 7767801209, 7767801208, 7767801207, 7767801210]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978626,,"POLYGON ((-83.6982291 42.2946726, -83.6980935 42.2946736, -83.6980913 42.294506, -83.6982269 42.2945051, -83.6982291 42.2946726))",,,,,,,,,,,,,,,residential,,,,,,"[7767801214, 7767801213, 7767801212, 7767801211, 7767801214]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978627,,"POLYGON ((-83.6984678 42.2946058, -83.6983335 42.2946068, -83.698331 42.2944104, -83.6984652 42.2944094, -83.6984678 42.2946058))",,,,,,,,,,,,,,,residential,,,,,,"[7767801218, 7767801217, 7767801216, 7767801215, 7767801218]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978628,,"POLYGON ((-83.6981781 42.2948865, -83.6980394 42.2948875, -83.6980373 42.2947219, -83.6981759 42.2947209, -83.6981781 42.2948865))",,,,,,,,,,,,,,,residential,,,,,,"[7767801222, 7767801221, 7767801220, 7767801219, 7767801222]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978629,,"POLYGON ((-83.6984798 42.2950234, -83.6981605 42.2950257, -83.6981593 42.2949371, -83.6984787 42.2949349, -83.6984798 42.2950234))",,,,,,,,,,,,,,,residential,,,,,,"[7767801226, 7767801225, 7767801224, 7767801223, 7767801226]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
