element_type,osmid,amenity,parking,geometry,access,wheelchair,addr:state,building,ele,gnis:county_name,gnis:feature_id,gnis:import_uuid,gnis:reviewed,name,source,addr:housenumber,addr:street,wikidata,created_by,addr:city,addr:country,addr:postcode,alt_name,website,phone,shop,man_made,surveillance:type,height,material,operator,tourism,nodes,building:levels,building:material,leisure,sport,wikipedia,roof:levels,roof:shape,year_of_construction,religion,other_source,opening_hours,note,operator:type,email,gnis:county_id,gnis:created,gnis:state_id,old_name,short_name,ref:isil,addr:housename,full_name,name:zh,internet_access,type,building_1,fee,opening_hours:url,building:flats,content,bridge,layer,ways,aerospace:product,faculty,building:levels:underground
way,29822658,,,"POLYGON ((-71.1266064 42.3685713, -71.1267346 42.3686402, -71.1266935 42.3686822, -71.1265653 42.3686133, -71.1266064 42.3685713))",,,,yes,,,,,,,,736,Soldiers Field Road,,,,,,,,,,,,,,,,"[327355188, 328634204, 327337420, 327517771, 327355188]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29822739,,,"POLYGON ((-71.1170929 42.3696031, -71.1172134 42.3696339, -71.117085 42.369999, -71.1168852 42.369949, -71.1169296 42.3698535, -71.1169508 42.3698078, -71.1169771 42.3698145, -71.1170929 42.3696031))",,,MA,university,4,Middlesex,1971448,57871b70-0100-4405-bb30-88b2e001a944,no,Leverett House,USGS Geonames,25,DeWolfe Street,Q14715665,,,,,,,,,,,,,,,"[5071953988, 327535678, 327527881, 328616664, 7603846707, 327517308, 328600922, 5071953988]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29822843,,,"POLYGON ((-71.1288753 42.3701392, -71.1289497 42.3701526, -71.1289302 42.370212, -71.1288558 42.3701986, -71.1288753 42.3701392))",,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,"[327338456, 327346261, 327528462, 327536787, 327338456]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29822998,,,"POLYGON ((-71.1138365 42.3726838, -71.1139586 42.3727044, -71.1138267 42.373135, -71.1137047 42.3731145, -71.1138365 42.3726838))",,,,dormitory,,,,,,Greenough Hall,,10;12,Prescott Street,,,,,,,,,,,,,,,,"[327512703, 327519969, 328600126, 328603041, 327512703]",5,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29823005,,,"POLYGON ((-71.1158523 42.3718141, -71.1158581 42.3718495, -71.1159529 42.3718409, -71.1159616 42.3718926, -71.1157338 42.3719134, -71.1157194 42.3718262, -71.1158523 42.3718141))",,,,yes,,,,,,,,9,Bow Street,,,,,,,,,,,,,,,,"[327533771, 327512109, 327517893, 328604409, 328613426, 328600792, 327533771]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29823538,,,"POLYGON ((-71.1128801 42.3753794, -71.1129491 42.375388, -71.1129073 42.375573, -71.1127801 42.3755572, -71.112794 42.3754955, -71.1127673 42.3754922, -71.1127886 42.3753984, -71.1128735 42.3754089, -71.1128801 42.3753794))",,,,yes,,,,,,,,1727,Cambridge Street,,,,,,,,,,,,,,,,"[327512369, 328614127, 327525296, 327519020, 327333896, 327531391, 327510111, 327366724, 327512369]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29823788,,,"POLYGON ((-71.1194402 42.3650786, -71.119474 42.365274, -71.1193221 42.365284, -71.1192926 42.3652832, -71.1190188 42.3653076, -71.1189553 42.3653109, -71.1190103 42.365672, -71.119265 42.365815, -71.119234 42.3658484, -71.119208 42.3658342, -71.1191411 42.3658956, -71.1188143 42.3656991, -71.1188294 42.3656855, -71.1187459 42.3651345, -71.1188244 42.365128, -71.1188538 42.3651255, -71.1189028 42.3651214, -71.1194402 42.3650786))",,,,apartments,,,,,,Soldiers Field Park 6,,6,Soldiers Field Road,,,,,,,,,,,,,,,,"[328634678, 328629726, 328623766, 328619155, 7442740426, 327354544, 327504980, 327337044, 327346003, 327524738, 327530816, 327512084, 327518525, 327542351, 7490951666, 7490951671, 7442740409, 328634678]",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29823855,,,"POLYGON ((-71.1209621 42.3757275, -71.1210232 42.3757549, -71.1210452 42.375728, -71.1210994 42.3757522, -71.1210768 42.3757798, -71.1211053 42.3757925, -71.1210507 42.3758594, -71.120907 42.375795, -71.1209621 42.3757275))",,,,university,,,,,,Westengard House,,3,Garden Street,,,,,,,,,,,,,,,,"[328627978, 328622705, 328600859, 328633210, 328616573, 328610683, 327520941, 327517349, 328627978]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29824006,,,"POLYGON ((-71.1147841 42.3690277, -71.1149008 42.3690402, -71.1148827 42.3691333, -71.1147661 42.3691209, -71.1147841 42.3690277))",,,,yes,,,,,,,,65;67,Banks Street,,,,,,,,,,,,,,,,"[327344873, 327335067, 327535280, 327527811, 327344873]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29824107,,,"POLYGON ((-71.1181551 42.3738226, -71.1183353 42.3738536, -71.1181905 42.3743126, -71.1180104 42.3742816, -71.1181551 42.3738226))",,,,dormitory,,,,,,Matthews Hall,,,,,,,,,,,,,,,,,,,"[327524961, 327518742, 327337814, 327531044, 327524961]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29824132,,,"POLYGON ((-71.1152004 42.3658804, -71.1157355 42.365886, -71.1157332 42.3660066, -71.1153614 42.3660023, -71.1153613 42.3660259, -71.1153575 42.3666524, -71.1151877 42.3666511, -71.115197 42.3660244, -71.1152004 42.3658804))",,,MA,dormitory,4,Middlesex,1971640,57871b70-0100-4405-bb30-88b2e001a944,no,Peabody Terrace,USGS Geonames,25;26;27;28;29;30;31;32;33;34,Peabody Terrace,Q18755127,,Cambridge,,02139,,,,,,,,,,,"[328626967, 328627804, 327343731, 328620967, 8347334940, 328633305, 327356283, 8347334941, 328626967]",5,,,,,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29824449,,,"POLYGON ((-71.1170887 42.3737139, -71.1172673 42.373745, -71.1172493 42.3738013, -71.117273 42.3738055, -71.1172507 42.3738753, -71.1172254 42.3738709, -71.1171902 42.373981, -71.1172176 42.3739858, -71.1171927 42.3740639, -71.1171607 42.3740584, -71.1171389 42.3741267, -71.1169731 42.3740978, -71.1169935 42.3740339, -71.1169621 42.3740284, -71.1169847 42.3739578, -71.1170145 42.373963, -71.1170504 42.3738507, -71.1170199 42.3738454, -71.1170445 42.3737682, -71.1170699 42.3737727, -71.1170887 42.3737139))",,,,dormitory,,,,,,Weld Hall,,,,,,,,,,,,,,,,,,,"[328604553, 328616008, 328610394, 327523665, 327517436, 327534573, 327530561, 327347656, 327338828, 327508434, 327360319, 328628823, 328623468, 327545237, 328634269, 328603661, 327552932, 328604496, 327556443, 327516291, 328604553]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29825279,,,"POLYGON ((-71.1233935 42.3650172, -71.1234824 42.3650303, -71.123468 42.3650838, -71.1233791 42.3650707, -71.1233935 42.3650172))",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[328618376, 327345149, 327336302, 328634350, 328618376]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29825347,,,"POLYGON ((-71.1272604 42.379635, -71.1273683 42.3796975, -71.1272795 42.3797816, -71.1271717 42.3797191, -71.1272604 42.379635))",,,,university,,,,,,,,38,Concord Avenue,,,,,,,,,,,,,,,,"[328638809, 328631959, 328622977, 328617729, 328638809]",2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29825463,,,"POLYGON ((-71.1152576 42.3791105, -71.1153864 42.3794578, -71.1153567 42.3794625, -71.1153515 42.3795023, -71.1153503 42.3795312, -71.1152027 42.379554, -71.1151924 42.3795292, -71.115037 42.3791422, -71.1152173 42.3791086, -71.1152067 42.3790791, -71.1151912 42.3790486, -71.1152271 42.3790414, -71.1152417 42.3790722, -71.1152576 42.3791105))",,,,university,,,,,,Museum of Comparative Zoology Laboratories,,,,Q1420782,,,,,,,,,,,,,,,"[327530858, 327524804, 6297995247, 6297995249, 6297995248, 1731259891, 6297995246, 327512082, 6297995258, 6297995255, 6297995259, 6297995257, 6297995254, 327530858]",,,,,,,,,,,,,,,,,,,MCZ Building,,,,,,,,,,,,,,,,,
way,29825567,,,"POLYGON ((-71.1292887 42.3637679, -71.1298613 42.3641954, -71.1293814 42.3645463, -71.1288088 42.3641188, -71.1292887 42.3637679))",,,,university,,,,,,175 North Harvard,,175,North Harvard Street,,,,,,,,,,,,,,,,"[327552048, 327537034, 327529333, 328625296, 327552048]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29825573,,,"POLYGON ((-71.1266281 42.3830104, -71.1268368 42.3833083, -71.1267275 42.3833504, -71.126688 42.3832939, -71.1266134 42.3833227, -71.126567 42.3832565, -71.1265411 42.3832665, -71.1264906 42.3831944, -71.1264669 42.3832036, -71.1264369 42.3831609, -71.1264016 42.3831745, -71.1263592 42.383114, -71.1266281 42.3830104))",,,,yes,,,,,,,,26,Robinson Street,,,,,,,,,,,,,,,,"[328624523, 327333978, 328632689, 327366218, 327352134, 327514702, 327508123, 327515260, 327508643, 327532068, 327526396, 328597476, 328624523]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29825875,,,"POLYGON ((-71.1236057 42.3751324, -71.1236556 42.3751572, -71.1235898 42.3752303, -71.1236335 42.3752519, -71.1236523 42.375231, -71.123759 42.3752837, -71.1236618 42.3753918, -71.1236119 42.3753671, -71.1235884 42.3753932, -71.1235454 42.375372, -71.1235686 42.375346, -71.1235081 42.375316, -71.1235457 42.3752742, -71.123499 42.3752511, -71.1236057 42.3751324))",,,,detached,,,,,,Greenleaf House,,76,Brattle Street,,,,,,,,,,,,,,,,"[327521252, 328607244, 327536120, 327515190, 327350042, 327528597, 327351439, 327529867, 327352137, 327341996, 328617771, 328622456, 328628490, 328633253, 327521252]",2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29825934,,,"POLYGON ((-71.1271157 42.3828303, -71.1273373 42.3830752, -71.1271886 42.3831492, -71.1270805 42.3830297, -71.1268347 42.3831519, -71.1267663 42.3830762, -71.1269025 42.3830085, -71.126858 42.3829592, -71.1269053 42.3829357, -71.1268921 42.382921, -71.1269992 42.3828677, -71.127012 42.3828819, -71.1271157 42.3828303))",,,,office,,,,,,,,79,Garden Street,,,,,,,,,,,,,,,,"[327518678, 327367041, 327509477, 327338982, 327351482, 327338158, 327349539, 328623778, 328636132, 328614585, 328618560, 327553905, 327518678]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29826295,,,"POLYGON ((-71.1216802 42.3667008, -71.1217835 42.366702, -71.121766 42.3669861, -71.1220524 42.3670086, -71.1221139 42.3667243, -71.1222177 42.3667364, -71.1221271 42.3671554, -71.1220212 42.3671428, -71.12203 42.3671015, -71.1217536 42.3670797, -71.1217496 42.367098, -71.1216513 42.3670863, -71.1216802 42.3667008))",,,MA,university,3,Middlesex,1971108,57871b70-0100-4405-bb30-88b2e001a944,no,Chase Hall,USGS Geonames,34,Harvard Way,,,Boston,,02163,,https://harvardplanning.emuseum.com/sites/250/chase-hall,,,,,,,,,"[328618425, 328612452, 328604063, 327338512, 327509738, 328630705, 327349572, 327363536, 327518410, 327342034, 327509173, 327524724, 328618425]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29826613,,,"POLYGON ((-71.1237836 42.3658234, -71.12379 42.3658236, -71.1237963 42.3658241, -71.1238026 42.365825, -71.1238088 42.3658261, -71.1238148 42.3658276, -71.1238207 42.3658294, -71.1238264 42.3658314, -71.1238319 42.3658338, -71.1238372 42.3658365, -71.1238422 42.3658394, -71.123847 42.3658425, -71.1238514 42.3658459, -71.1238554 42.3658496, -71.1238592 42.3658534, -71.1238625 42.3658574, -71.1238655 42.3658616, -71.1238681 42.3658659, -71.1238702 42.3658703, -71.123872 42.3658748, -71.1238733 42.3658795, -71.1238741 42.3658841, -71.1238746 42.3658888, -71.1238745 42.3658935, -71.1238741 42.3658982, -71.1238732 42.3659029, -71.1238718 42.3659075, -71.12387 42.365912, -71.1238678 42.3659165, -71.1238652 42.3659208, -71.1238622 42.3659249, -71.1238588 42.3659289, -71.123855 42.3659327, -71.1238509 42.3659363, -71.1238465 42.3659397, -71.1238417 42.3659428, -71.1238367 42.3659457, -71.1238314 42.3659483, -71.1238258 42.3659507, -71.1238201 42.3659527, -71.1238142 42.3659545, -71.1238081 42.3659559, -71.1238019 42.365957, -71.1237956 42.3659578, -71.1237893 42.3659583, -71.1237829 42.3659584, -71.1237765 42.3659583, -71.1237702 42.3659577, -71.1237639 42.3659569, -71.1237577 42.3659558, -71.1237517 42.3659543, -71.1237458 42.3659525, -71.12374 42.3659504, -71.1237345 42.365948, -71.1237293 42.3659454, -71.1237242 42.3659425, -71.1237195 42.3659393, -71.1237151 42.3659359, -71.123711 42.3659323, -71.1237073 42.3659285, -71.1237039 42.3659245, -71.123701 42.3659203, -71.1236984 42.365916, -71.1236962 42.3659116, -71.1236945 42.365907, -71.1236932 42.3659024, -71.1236923 42.3658977, -71.1236919 42.365893, -71.1236919 42.3658883, -71.1236924 42.3658836, -71.1236933 42.365879, -71.1236947 42.3658744, -71.1236964 42.3658698, -71.1236987 42.3658654, -71.1237013 42.3658611, -71.1237043 42.365857, -71.1237077 42.365853, -71.1237114 42.3658492, -71.1237156 42.3658456, -71.12372 42.3658422, -71.1237248 42.3658391, -71.1237298 42.3658362, -71.1237351 42.3658335, -71.1237406 42.3658312, -71.1237464 42.3658292, -71.1237523 42.3658274, -71.1237584 42.365826, -71.1237646 42.3658248, -71.1237709 42.365824, -71.1237772 42.3658236, -71.1237836 42.3658234))",,,MA,church,3,Middlesex,1971802,57871b70-0100-4405-bb30-88b2e001a944,no,Class of 1959 Chapel,MassGIS Buildings (http://www.mass.gov/mgis/lidarbuildingfp2d.htm);USGS Geonames,66,North Harvard Street,Q7723285,,,,,,,,,,,,,,,"[327528342, 327510435, 327516069, 328599351, 328606654, 327536382, 327545764, 328623645, 328627620, 328613217, 328618358, 327340451, 327350419, 328631553, 328638893, 327514255, 327521789, 327359618, 327508808, 327543191, 327753922, 327526819, 327533961, 328617274, 328622601, 328606089, 328613423, 328637582, 327341237, 328626745, 328631480, 327507589, 327515123, 327349109, 327360429, 327532318, 327544125, 327520192, 327527313, 328612272, 328617357, 328597275, 328604287, 328631498, 328638054, 328612391, 328626995, 327359771, 327508148, 327340821, 327349610, 327526949, 327532901, 327514548, 327520778, 328604531, 328613241, 327543094, 327557274, 328626885, 328631282, 328603370, 328621981, 327348754, 327358774, 328637421, 327339888, 327520079, 327526454, 327507325, 327513909, 327554689, 327541072, 328611861, 327525227, 327531335, 328615917, 328620649, 328601936, 328610236, 328634920, 327337499, 328625231, 328629925, 327505075, 327511803, 327346123, 327354785, 327530933, 328602821, 327528342]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29826765,library,,"POLYGON ((-71.1169167 42.3703392, -71.1170359 42.3703778, -71.1169817 42.3704699, -71.1168624 42.3704313, -71.1169167 42.3703392))",,,,yes,,,,,,Qube (Quincy Library),,,,,,,,,,,,,,,,,,,"[328622537, 328638277, 327504936, 328617185, 328622537]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29826842,,,"POLYGON ((-71.1138246 42.3755147, -71.114138 42.3755515, -71.1141294 42.3755914, -71.1142215 42.3756022, -71.1140794 42.376266, -71.1140586 42.3762636, -71.1140565 42.3762737, -71.113982 42.3762651, -71.1139803 42.3762731, -71.1138697 42.3762605, -71.1138675 42.3762712, -71.1135786 42.3762386, -71.1135925 42.3761714, -71.1135057 42.3761616, -71.1135144 42.3761194, -71.1136011 42.3761292, -71.1136069 42.3761011, -71.1136123 42.3760763, -71.1135079 42.3760639, -71.1136233 42.3755334, -71.1137277 42.3755458, -71.1137342 42.3755159, -71.1138221 42.3755263, -71.1138246 42.3755147))",,limited,MA,university,6,Middlesex,1971307,57871b70-0100-4405-bb30-88b2e001a944,no,Gund Hall,USGS Geonames,48,Quincy Street,Q118289144,,Cambridge,,02138,,,,,,,,,,,"[327520646, 328605642, 327515242, 328605958, 327527530, 3452126804, 3452126805, 3452126803, 3452126802, 3452126801, 3452126800, 327536191, 3452126810, 3452126809, 3452126808, 3452126811, 3748512168, 327339045, 327347926, 327360662, 327510654, 3452126806, 3452126807, 327520646]",5,,,,,,,,,,"unknown ""ID access only after 6pm""",,,,,,,,,,,,,,,university,,,,,,,,,,
way,29828063,,,"POLYGON ((-71.1179839 42.3805014, -71.1180566 42.3805048, -71.1180517 42.3805614, -71.1180636 42.3805619, -71.1180608 42.3805944, -71.1180491 42.3805939, -71.1180437 42.3806557, -71.1179505 42.3806512, -71.1179588 42.3805552, -71.1179792 42.3805562, -71.1179839 42.3805014))",,,,dormitory,,,,,,,,20,Mellen Street,,,,,,,,,,,,,,,,"[328631974, 328615453, 3305282900, 3305282901, 3305282902, 3305282903, 328620156, 328605353, 328620625, 327544325, 328631974]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29828333,,,"POLYGON ((-71.114508 42.366947, -71.1146619 42.3669478, -71.1146599 42.3671443, -71.1144841 42.3671402, -71.113991 42.3671378, -71.1139936 42.367012, -71.1144867 42.3670169, -71.1145047 42.3670169, -71.114508 42.366947))",,,,yes,,,,,,,,10;11;12;13;14;15;16;17,Peabody Terrace,,,,,,,,,,,,,,,,"[327512181, 327530952, 328606360, 1816432848, 327545528, 328613855, 7899358763, 327348319, 327512181]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29828412,,,"POLYGON ((-71.1186692 42.3714034, -71.1187989 42.3714477, -71.118696 42.3716134, -71.1186591 42.3716007, -71.1186287 42.3716497, -71.118536 42.3716181, -71.1186692 42.3714034))",,,,yes,,,,,,The Owl Club,,30,Holyoke Street,Q7114845,,,,,,,,,,,,,,,"[328629637, 328635349, 328619170, 328624284, 327355575, 327506751, 328629637]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29829026,,,"POLYGON ((-71.1150929 42.3700313, -71.1151667 42.3700573, -71.1150777 42.3701964, -71.115004 42.3701705, -71.1150929 42.3700313))",,,,yes,,,,,,,,4;6,Athens Terrace,,,,,,,,,,,,,,,,"[328624374, 327354526, 327506095, 327359997, 328624374]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29829059,,,"POLYGON ((-71.1257671 42.3816127, -71.1258535 42.3817171, -71.1256393 42.3818146, -71.1256616 42.3818415, -71.1255494 42.3818926, -71.1255143 42.3818503, -71.1254747 42.3818683, -71.1254159 42.3817972, -71.125453 42.3817803, -71.1254195 42.3817399, -71.1255315 42.3816889, -71.1255502 42.3817115, -71.1257671 42.3816127))",,,,university,,,,,,Currier House,,,,Q3699650,,,,,,,,,,,,,,,"[327347284, 327354995, 328632528, 327337260, 328628121, 327343203, 328626348, 328632988, 328617065, 328609945, 328599381, 327551706, 327347284]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29829305,,,"POLYGON ((-71.1148368 42.3667527, -71.1153839 42.3667573, -71.1157434 42.3667603, -71.1157416 42.3668753, -71.115382 42.3668722, -71.114835 42.3668676, -71.1148368 42.3667527))",,,,dormitory,,,,,,,,4;5;6;7;8;9,Peabody Terrace,,,,,,,,,,,,,,,,"[328608992, 8340440475, 328625678, 327557046, 8340440476, 327544104, 328608992]",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29829678,,,"POLYGON ((-71.11682 42.3724191, -71.1171768 42.3725239, -71.1171468 42.3725863, -71.1172059 42.3726019, -71.1171166 42.3727823, -71.1167012 42.3726719, -71.1167731 42.372518, -71.1167729 42.372513, -71.11682 42.3724191))",,,,office,,,,,,,,1276;1280;1288;1290;1294,Massachusetts Avenue,,,,,,,,,,,,,,,,"[328620708, 328628567, 327359065, 327508442, 327342318, 327347742, 9773125755, 327537099, 328620708]",5,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29829918,,,"POLYGON ((-71.1188459 42.3717233, -71.1190745 42.3718133, -71.1190508 42.3718463, -71.1190937 42.3718633, -71.1189877 42.3720112, -71.1188523 42.3719579, -71.1188573 42.3719509, -71.1188514 42.3719352, -71.118856 42.3719233, -71.1188722 42.3719123, -71.1188905 42.3719101, -71.118933 42.3718509, -71.1188648 42.3718241, -71.1188468 42.37183, -71.1188276 42.371827, -71.1188143 42.3718161, -71.1188119 42.3718023, -71.118795 42.3717956, -71.1188132 42.37177, -71.1187855 42.3717591, -71.1188109 42.3717234, -71.1188381 42.371734, -71.1188459 42.3717233))",,,,office,,,,,,The Spee Club,,,,,,,,,,,,,,,,,,,"[328607921, 328615823, 327546290, 328598734, 328628571, 328634734, 328617996, 327334069, 327530041, 327515888, 328634663, 327544661, 328623776, 327343921, 327528915, 328601069, 327548369, 328624859, 328630147, 327506777, 328619633, 327345405, 328607921]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29885258,,,"POLYGON ((-71.1246207 42.3660174, -71.1252639 42.366336, -71.1252448 42.3663571, -71.125293 42.366381, -71.1250589 42.3666409, -71.1250215 42.3666224, -71.1248345 42.3668301, -71.1246832 42.3667551, -71.1247239 42.3667099, -71.1246732 42.3666848, -71.1243671 42.3665332, -71.124326 42.366579, -71.124182 42.3665078, -71.1243675 42.3663018, -71.124333 42.3662847, -71.124571 42.3660205, -71.1246034 42.3660365, -71.1246207 42.3660174))",,,MA,yes,3,Middlesex,1971746,57871b70-0100-4405-bb30-88b2e001a944,no,Shad Hall,MassGIS Buildings (http://www.mass.gov/mgis/lidarbuildingfp2d.htm);USGS Geonames,,,,,,,,,,,,,,,,,,"[329355792, 329348317, 329290045, 329275629, 329310261, 329299962, 329239090, 327300790, 329271432, 7442740431, 329262559, 327280854, 327271356, 327297475, 327289179, 329349125, 329328076, 329355792]",,,sports_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29886077,,,"POLYGON ((-71.1137315 42.3666725, -71.1139103 42.3666731, -71.1139074 42.3671559, -71.1137286 42.3671553, -71.1137315 42.3666725))",,,,yes,,,,,,,,18;19;20;21;22,Peabody Terrace,,,,,,,,,,,,,,,,"[329347568, 329285714, 329273302, 329319685, 329347568]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29887931,,,"POLYGON ((-71.1315641 42.362774, -71.1318559 42.3628398, -71.1318451 42.3628659, -71.1321615 42.3629372, -71.1321501 42.3629646, -71.1322224 42.3629809, -71.1321646 42.3631209, -71.1314842 42.3629675, -71.1315641 42.362774))",,,,commercial,,,,,,Teele Hall,,212;230,Western Avenue,,,,,,,,,,,,,,,,"[327273694, 329270837, 327294258, 327283303, 329338353, 329323861, 329356579, 329347519, 327273694]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29891070,,,"POLYGON ((-71.1240004 42.3672641, -71.1240712 42.3672976, -71.1241299 42.3673254, -71.1240626 42.3674031, -71.123933 42.3673419, -71.1240004 42.3672641))",,,,university,,,,,,Loeb House,,10,Harvard Way,,,,,,,,,,,,,,,,"[329358769, 7514942832, 329312870, 329301110, 329248233, 329358769]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29891529,,,"POLYGON ((-71.1232315 42.3669725, -71.1233221 42.3669962, -71.1233961 42.3670155, -71.1233497 42.3671124, -71.123185 42.3670693, -71.1232315 42.3669725))",,,MA,yes,3,Middlesex,1971258,57871b70-0100-4405-bb30-88b2e001a944,no,Connell House,MassGIS Buildings (http://www.mass.gov/mgis/lidarbuildingfp2d.htm);USGS Geonames,20,Harvard Way,,,,,,,,,,,,,,,,"[329247417, 7514942833, 329236063, 329268659, 329259991, 329247417]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29905667,,,"POLYGON ((-71.1227572 42.3675398, -71.1228575 42.3675669, -71.122841 42.3676041, -71.1230819 42.3676693, -71.1230881 42.3676628, -71.1234733 42.3678115, -71.1234656 42.3678193, -71.123652 42.3679185, -71.1236831 42.3678863, -71.1237743 42.3679348, -71.1236808 42.3680314, -71.1234033 42.3678836, -71.1233894 42.3678981, -71.1230042 42.3677495, -71.123013 42.3677404, -71.1227054 42.3676572, -71.1227572 42.3675398))",,,MA,yes,3,Middlesex,1971313,57871b70-0100-4405-bb30-88b2e001a944,no,Hamilton Hall,MassGIS Buildings (http://www.mass.gov/mgis/lidarbuildingfp2d.htm);USGS Geonames,,,,,,,,,,,,,,,,,,"[329295512, 329234059, 329316571, 329258462, 329244772, 327278862, 327268035, 327295637, 327285468, 329333640, 329323186, 329359927, 329346633, 329297169, 329283652, 329315967, 329295512]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29920817,,,"POLYGON ((-71.128842 42.3663068, -71.129046 42.3663551, -71.129013 42.3664317, -71.128809 42.3663835, -71.128842 42.3663068))",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[329460907, 329749955, 329765661, 329470997, 329460907]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29921382,,,"POLYGON ((-71.1313882 42.3628725, -71.1313719 42.362908, -71.1312068 42.3628666, -71.1312231 42.3628312, -71.1308303 42.3627328, -71.1310108 42.3623392, -71.1315823 42.3624823, -71.1314018 42.3628759, -71.1313882 42.3628725))",,,MA,yes,,,,,,Harvard Ed Portal,esri/Boston_MA_Addresses,11,Spurr Street,,,Allston,,02134,,,,,,,,,,,"[9155996487, 7115641064, 7115641063, 7115641065, 329469076, 329478856, 329764889, 329726631, 9155996487]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29925018,,,"POLYGON ((-71.1204974 42.3668973, -71.1205012 42.3669217, -71.1205246 42.3669197, -71.1205469 42.3670636, -71.1206311 42.3670551, -71.1206449 42.3671291, -71.1205584 42.3671379, -71.1206181 42.3675234, -71.1205847 42.3675262, -71.1202085 42.3675582, -71.1202058 42.3675407, -71.1201679 42.367544, -71.1201601 42.367494, -71.1201956 42.367491, -71.120188 42.3674419, -71.1204422 42.3674202, -71.1203666 42.3669327, -71.1204352 42.3669268, -71.1204315 42.366903, -71.1204974 42.3668973))",,,MA,university,,,,,,Esteves Hall,,45,Harvard Way,,,Boston,,02163,,https://www.hbs.edu/about/campus-and-culture/campus-built-on-philanthropy/Pages/esteves-hall.aspx,,,,,,,,,"[329736300, 329755078, 329760231, 329731111, 329734914, 329476200, 329485009, 329746625, 1003001303, 329754495, 329724294, 329728228, 329457320, 329466265, 329744470, 329731736, 329602186, 329740701, 329760667, 329736300]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29927802,,,"POLYGON ((-71.1285409 42.3663459, -71.1285871 42.3663902, -71.1284663 42.366459, -71.1284201 42.3664148, -71.1285409 42.3663459))",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[329759053, 329752719, 329748873, 329592445, 329759053]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
