element_type,osmid,geometry,addr:state,building,ele,gnis:county_name,gnis:feature_id,gnis:import_uuid,gnis:reviewed,name,source,is_in:state_code,access,wheelchair,addr:unit,amenity,healthcare,opening_hours,phone,website,addr:housenumber,addr:street,addr:city,addr:postcode,nodes,nysgissam:nysaddresspointid,wikimedia_commons,air_conditioning,building:levels,architect,old_name,roof:levels,short_name,start_date,fee,official_name,operator,parking,wikidata,leisure,wikipedia,historic,nysgissam:review,tourism,check_date:opening_hours,location,payment:credit_cards,payment:debit_cards,shop,alt_name,description,addr:housename,man_made,building:material,height,tower:construction,tower:type,layer,addr:country,internet_access,note,roof:shape,gnis:county_id,gnis:created,gnis:state_id,name_1,loc_name,apartments,residential,addr:flats,office,contact:phone,contact:website,contact:fax,smoking,operator:type,sport,bench,bin,shelter_type,golf,content,fast_food,indoor_seating,outdoor_seating,ways,denomination,type
way,825267838,"POLYGON ((-76.4848176 42.4534107, -76.4848208 42.4534548, -76.4847467 42.4534575, -76.4847435 42.4534136, -76.4848176 42.4534107))",,yes,,,,,,,NYS GIS OpenData and ESRI sat imagery,,,,,,,,,,,,,,"[7705840364, 7705806475, 7705839393, 7705839728, 7705840364]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,825267839,"POLYGON ((-76.4860962 42.4552305, -76.4861617 42.4552316, -76.4861613 42.4552438, -76.486216 42.4552446, -76.4862137 42.4553253, -76.4861676 42.4553245, -76.4861674 42.4553333, -76.4861044 42.4553322, -76.4861041 42.4553444, -76.4860179 42.4553429, -76.4860209 42.4552435, -76.4860434 42.4552438, -76.4860434 42.4552393, -76.4860959 42.4552403, -76.4860962 42.4552305))",NY,yes,,,,,,,NYS GIS OpenData and ESRI sat imagery,,,,,,,,,,200,Highland Avenue,Ithaca,14850,"[7705839264, 7705839591, 7705839927, 7705840210, 7705806483, 7705839402, 7705839741, 7705807139, 7705839431, 7705839769, 7705807164, 7705840375, 7705839800, 7705840095, 7705839264]",TOMP014301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,825267841,"POLYGON ((-76.4838704 42.4529441, -76.4838751 42.4530273, -76.4838539 42.4530278, -76.4838563 42.4530717, -76.4837208 42.4530759, -76.4837186 42.4530352, -76.4837023 42.4530357, -76.483701 42.4530148, -76.4837174 42.4530143, -76.4837143 42.4529601, -76.4837453 42.4529591, -76.4837451 42.4529548, -76.4838139 42.4529528, -76.4838137 42.452946, -76.4838704 42.4529441))",NY,yes,,,,,,,NYS GIS OpenData and ESRI sat imagery,,,,,,,,,,326,Fall Creek Drive,Ithaca,14850,"[7705839327, 7705840312, 7705840625, 7705839348, 7705839681, 7705839569, 7705839903, 7705840187, 7705840504, 7705839929, 7705840212, 7705840529, 7705839241, 7705840236, 7705839327]",TOMP014227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,825267842,"POLYGON ((-76.4868711 42.4554054, -76.4868771 42.4554299, -76.4868284 42.4554364, -76.4868224 42.4554121, -76.4868711 42.4554054))",,yes,,,,,,,NYS GIS OpenData and ESRI sat imagery,,,,,,,,,,,,,,"[7705839853, 7705839220, 7705839548, 7705839884, 7705839853]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,825267844,"POLYGON ((-76.4864706 42.4553068, -76.4865153 42.4553077, -76.4865131 42.455366, -76.4864684 42.4553651, -76.4864706 42.4553068))",,apartments,,,,,,,NYS GIS OpenData and ESRI sat imagery,,,,,,,,,,,,,,"[7705839955, 7705840239, 7705840555, 7705839975, 7705839955]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,825267846,"POLYGON ((-76.4886775 42.4529024, -76.4889442 42.4529928, -76.4889381 42.4530024, -76.4889735 42.4530144, -76.4889152 42.4531086, -76.4887819 42.4530633, -76.4887654 42.4530904, -76.4886691 42.4530578, -76.488681 42.4530384, -76.4886085 42.4530139, -76.4886775 42.4529024))",NY,yes,,,,,,Delta Chi,NYS GIS OpenData and ESRI sat imagery,,,,,,,,,,102,The Knoll,Ithaca,14850,"[7705840044, 7705840324, 7705840636, 7705807127, 7705840344, 7705806458, 7705839373, 7705840368, 7705806477, 7705839395, 7705840044]",TOMP031492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,825267849,"POLYGON ((-76.4900246 42.4540734, -76.4900218 42.4540444, -76.4900739 42.4540413, -76.4900768 42.4540698, -76.4901292 42.4540664, -76.4901288 42.4540609, -76.490161 42.4540589, -76.4901596 42.4540472, -76.4902817 42.4540391, -76.4902829 42.4540497, -76.4903252 42.4540469, -76.4903307 42.4540932, -76.4903428 42.4541, -76.4903461 42.4541288, -76.4903362 42.4541383, -76.4903419 42.454184, -76.4903248 42.4541853, -76.4903264 42.4541995, -76.490271 42.4542029, -76.4902694 42.4541888, -76.4902291 42.4541915, -76.4902277 42.4541799, -76.4901759 42.4541832, -76.4901699 42.4541334, -76.490154 42.4541347, -76.4899423 42.4541497, -76.4899337 42.4540792, -76.4900246 42.4540734))",NY,yes,,,,,,,NYS GIS OpenData and ESRI sat imagery,,,,,,,,,,111,The Knoll,Ithaca,14850,"[7705839278, 7705839608, 7705840585, 7705839298, 7705839630, 7705839966, 7705839315, 7705839650, 7705839986, 7705840270, 7705840156, 7705840466, 7705839173, 7705839495, 7705840494, 7705839201, 7705839527, 7705839863, 7705839228, 7705839554, 7705839890, 7705840175, 7705839582, 7705839918, 7705840199, 7705840517, 7705839392, 7705839278]",TOMP018576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,825267852,"POLYGON ((-76.4878595 42.4529096, -76.4878599 42.4529236, -76.4879431 42.4529222, -76.4879463 42.4530249, -76.4877745 42.453028, -76.487771 42.452925, -76.4878217 42.4529242, -76.4878213 42.4529105, -76.4878595 42.4529096))",NY,yes,,,,,,,NYS GIS OpenData and ESRI sat imagery,,,,,,,,,,202,Fall Creek Drive,Ithaca,14850,"[7705840542, 7705839255, 7705840250, 7705840566, 7705839281, 7705839610, 7705839463, 7705839805, 7705840542]",TOMP024672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,825267854,"POLYGON ((-76.4878867 42.453413, -76.4878883 42.453437, -76.4879207 42.453436, -76.4879268 42.4535411, -76.4877946 42.4535451, -76.4877871 42.4534162, -76.4878867 42.453413))",NY,yes,,,,,,,NYS GIS OpenData and ESRI sat imagery,,,,,,,,,,201,Thurston Avenue,Ithaca,14850,"[7705839858, 7705840151, 7705840460, 7705839166, 7705840171, 7705840488, 7705839858]",TOMP023990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,841079806,"POLYGON ((-76.4569588 42.4494815, -76.4570363 42.4494874, -76.4571122 42.4494743, -76.4571781 42.4494436, -76.4572269 42.4493988, -76.4572531 42.4493446, -76.457254 42.4492871, -76.4572294 42.4492326, -76.4571827 42.4491874, -76.4571188 42.4491558, -76.4570445 42.449141, -76.4569677 42.4491448, -76.4568967 42.4491665, -76.4568389 42.4492041, -76.4568007 42.4492533, -76.4567859 42.4493091, -76.4567967 42.449366, -76.456832 42.4494173, -76.4568881 42.4494572, -76.4569588 42.4494815))",,yes,,,,,,,,,,,,,,,,,,,,,"[7847829471, 7847829472, 7847829473, 7847829474, 7847829475, 7847829476, 7847829477, 7847829459, 7847829460, 7847829461, 7847829466, 7847829467, 7847829468, 7847829469, 7847829470, 7847829462, 7847829463, 7847829464, 7847829465, 7847829471]",,,,,,,,,,,,,,,,,,,,,,,,,,,,storage_tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,907175516,"POLYGON ((-76.4916123 42.439827, -76.4916107 42.4396827, -76.491656 42.4396824, -76.4916552 42.4396063, -76.4913149 42.4396084, -76.4913155 42.4396592, -76.4913822 42.4396588, -76.4913841 42.4398284, -76.4916123 42.439827))",NY,yes,,,,,,Sage House,,,,,1,,,,,,112,Sage Place,Ithaca,14850,"[8423895372, 8423895373, 8423895374, 8423895375, 8423895376, 8423895377, 8423895378, 8423895379, 8423895372]",TOMP015119;TOMP047653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,915317764,"POLYGON ((-76.4674651 42.4579202, -76.4676154 42.4579342, -76.4675987 42.4580317, -76.4674484 42.4580177, -76.4674651 42.4579202))",,yes,,,,,,,,,,,,,,,,,,,,,"[8502326318, 8502326319, 8502326320, 8502326321, 8502326318]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,915317765,"POLYGON ((-76.4673755 42.4580299, -76.4670682 42.458346, -76.4671989 42.4584152, -76.467279 42.4583328, -76.4673793 42.4583858, -76.4674556 42.4583073, -76.4673699 42.458262, -76.4675208 42.4581068, -76.4673755 42.4580299))",,yes,,,,,,Moakley House,,,,,,,,,,,,,,,"[8502326322, 8502326323, 8502326324, 8502326325, 8502326326, 8502326327, 8502326328, 8502326329, 8502326322]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clubhouse,,,,,,,
way,915317766,"POLYGON ((-76.4674835 42.457183, -76.4672408 42.4569859, -76.4673383 42.4569205, -76.467581 42.4571175, -76.4674835 42.457183))",NY,yes,,,,,,,,,,,,,,,,,209,Warren Road,Ithaca,14850,"[8502326330, 8502326331, 8502326332, 8502326333, 8502326330]",TOMP030215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,915317767,"POLYGON ((-76.4700841 42.4543458, -76.469842 42.4543575, -76.4698508 42.4544569, -76.4700929 42.4544453, -76.4700841 42.4543458))",NY,yes,,,,,,Golf Course Tool Shed,,,,,,,,,,,208,Warren Road,Ithaca,14850,"[8502326334, 8502326335, 8502326336, 8502326337, 8502326334]",TOMP003353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,931488899,"POLYGON ((-76.4761991 42.4541371, -76.4762481 42.4540363, -76.4762197 42.4540268, -76.4762318 42.4540007, -76.4757606 42.4538815, -76.4757678 42.453866, -76.4756689 42.4538411, -76.4756565 42.4538679, -76.4755797 42.4538485, -76.4754146 42.4542184, -76.4754344 42.4542212, -76.4754325 42.4542348, -76.4755655 42.4542427, -76.4756967 42.453992, -76.4757217 42.4539945, -76.4757204 42.454014, -76.4761991 42.4541371))",,dormitory,,,,,,Ginsburg Hall (south),,,,,,,,,,,155,Program House Drive,,,"[8635959728, 8635959729, 8635959730, 8635959731, 8635959732, 8635959733, 8635959734, 8635959735, 8635959736, 8635959737, 8635959743, 8635959742, 8635959738, 8635959741, 8635959740, 8635959739, 8635959728]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,931488900,"POLYGON ((-76.4758672 42.4548326, -76.4758918 42.454778, -76.475918 42.4547837, -76.4759565 42.4547053, -76.475452 42.4545712, -76.4754435 42.4545877, -76.4754073 42.4545769, -76.4755274 42.45433, -76.4755116 42.4543262, -76.4755309 42.4542926, -76.4753791 42.4542896, -76.4752168 42.4546271, -76.4752851 42.4546456, -76.4752723 42.4546723, -76.4758672 42.4548326))",,dormitory,,,,,,Ginsburg Hall (north),,,,,,,,,,,155,Program House Drive,,,"[8635959744, 8635959745, 8635959746, 8635959747, 8635959748, 8635959749, 8635959750, 8635959751, 8635959752, 8635959753, 8635959754, 8635959755, 8635959756, 8635959757, 8635959744]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,931488904,"POLYGON ((-76.4755935 42.4537359, -76.4755908 42.4535993, -76.4750472 42.4535978, -76.4750478 42.4536237, -76.4744949 42.4535869, -76.4744902 42.4536024, -76.4744085 42.4536024, -76.4744132 42.4536567, -76.4743992 42.4537205, -76.4744354 42.4537248, -76.4744354 42.4537566, -76.4744143 42.4537541, -76.4744683 42.4542025, -76.4744924 42.4542025, -76.4744456 42.4545989, -76.4745221 42.4546028, -76.4745234 42.4546157, -76.4746347 42.4546226, -76.4746843 42.4541862, -76.4746575 42.4541843, -76.4746098 42.4537814, -76.4745326 42.4537874, -76.4745346 42.4537289, -76.4749838 42.4537551, -76.4749869 42.4537334, -76.4755935 42.4537359))",NY,dormitory,,,,,,McClintock Hall,,,,,,,,,,,224,Cradit Farm Drive,Ithaca,14853,"[8635959765, 8635959766, 8635959767, 8635959768, 8635959769, 8635959770, 8635959771, 8635959772, 8635959773, 8635959774, 8635959775, 8635959776, 8635959777, 8635959778, 8635959779, 8635959780, 8635959781, 8635959782, 8635959783, 8635959784, 8635959785, 8635959786, 8635959787, 8635959788, 8635959789, 8635959765]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,931488905,"POLYGON ((-76.4758254 42.4549841, -76.4752045 42.4548188, -76.4751911 42.4548436, -76.4751227 42.4548267, -76.4751146 42.4548495, -76.4750759 42.4548425, -76.4747933 42.455435, -76.474745 42.4554261, -76.4747598 42.4553747, -76.4744621 42.4553163, -76.474458 42.4553291, -76.4744205 42.4553212, -76.4744969 42.4551095, -76.4745305 42.4551164, -76.4747146 42.4547386, -76.4746059 42.4547101, -76.4746018 42.4547198, -76.4745327 42.4547003, -76.4743454 42.4550846, -76.4743115 42.4550794, -76.4742006 42.4554077, -76.4749366 42.4555595, -76.4751755 42.4550634, -76.4752286 42.4549589, -76.4752658 42.4549681, -76.4752622 42.4549837, -76.4757347 42.4551078, -76.4757601 42.4550519, -76.4757886 42.4550594, -76.4758254 42.4549841))",,dormitory,,,,,,Hu Hall,,,,,,,,,,,141,Program House Drive,,,"[8635959790, 8635959791, 8635959792, 8635959793, 8635959794, 8635959795, 8635959796, 8635959797, 8635959798, 8635959799, 8635959800, 8635959801, 8635959802, 8635959803, 8635959804, 8635959805, 8635959806, 8635959807, 8635959808, 8635959809, 8635959810, 8635959811, 8635959812, 8635959813, 8635959814, 8635959815, 8635959816, 8635985617, 8635985618, 8635959790]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,931491813,"POLYGON ((-76.4797969 42.4558463, -76.4797934 42.4558855, -76.4797102 42.4558881, -76.4797173 42.4561479, -76.4797969 42.4563921, -76.479758 42.4563908, -76.4797633 42.456456, -76.4800322 42.456456, -76.4799243 42.4561218, -76.4799137 42.455845, -76.4797969 42.4558463))",,dormitory,,,,,,Ganędagǫ: Hall (west),,,,,,,,,,,,,,,"[8635967770, 8635967771, 8635967772, 8635967773, 8635967774, 8635967775, 8635967776, 8635967777, 8635967778, 8635967779, 8635967770]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,931491814,"POLYGON ((-76.4796214 42.4564625, -76.479619 42.4563376, -76.4792699 42.4563479, -76.4792699 42.4563186, -76.4788228 42.4563307, -76.4788228 42.4563643, -76.4787831 42.4563643, -76.4787674 42.4559454, -76.4786041 42.4559465, -76.4786041 42.4559602, -76.4785609 42.4559613, -76.4785794 42.4564535, -76.4786133 42.4564557, -76.4786134 42.4564895, -76.4796214 42.4564625))",,dormitory,,,,,,Ganędagǫ: Hall (east),,,,,,,,,,,,,,,"[8635967780, 8635967781, 8635967782, 8635967783, 8635967784, 8635967785, 8635967786, 8635967787, 8635967788, 8635967789, 8635967790, 8635967791, 8635967792, 8635967793, 8635967780]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,931491817,"POLYGON ((-76.4792134 42.4552284, -76.4793535 42.4551216, -76.4799606 42.4555454, -76.4794796 42.4559123, -76.4795123 42.4559537, -76.4794656 42.4559709, -76.4794189 42.4559313, -76.4793605 42.4559692, -76.4793839 42.455995, -76.4792484 42.4560967, -76.4787768 42.4557711, -76.4788561 42.455616, -76.4792998 42.4559261, -76.4793605 42.4558813, -76.4793068 42.4558314, -76.4796571 42.4555488, -76.4792134 42.4552284))",NY,dormitory,,,,,,Morrison Hall,,,,,,,,,,,10,Sisson Place,Ithaca,14850,"[8635967794, 8635967795, 8635967796, 8635967797, 8635967798, 8635967799, 8635967800, 8635967801, 8635967802, 8635967803, 8635967804, 8635967805, 8635967806, 8635967807, 8635967808, 8635967809, 8635967794]",TOMP006362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962688069,"POLYGON ((-76.489501 42.4507336, -76.4894693 42.4507306, -76.4894451 42.4507417, -76.4894271 42.4507233, -76.4894006 42.450718, -76.4894066 42.4506963, -76.4893886 42.4506803, -76.4894138 42.4506684, -76.4894181 42.4506462, -76.4894493 42.4506498, -76.4894721 42.4506361, -76.4894925 42.450656, -76.4895189 42.4506582, -76.4895129 42.4506812, -76.4895297 42.4507003, -76.4895033 42.4507105, -76.489501 42.4507336))",,yes,,,,,,Goat House,,,,,,,,,,,,,,,"[8905096491, 8905096492, 8905096493, 8905096494, 8905096495, 8905096496, 8905096497, 8905096498, 8905096499, 8905096500, 8905096501, 8905096502, 8905096503, 8905096504, 8905096505, 8905096506, 8905096491]",,,,,,,,,,,,Alpha Delta Phi,,,,,,,,,,,,,,,,,,,,,,,,,dome,,,,,,,,,,,,,,,,,,,,,,,,,,
way,978233642,"POLYGON ((-76.4801789 42.4466572, -76.4799634 42.4466566, -76.4799583 42.4472482, -76.4801805 42.4472489, -76.4801811 42.447169, -76.4801539 42.4471689, -76.4801553 42.4470014, -76.4802086 42.4470016, -76.4802095 42.4468973, -76.4801468 42.446897, -76.4801482 42.4467287, -76.4801783 42.4467288, -76.4801789 42.4466572))",,university,,,,,,King Shaw Hall,,,,,,,,,,,,,,,"[9051749313, 9051749314, 9051789017, 10572152089, 10572152088, 9051789018, 9051789019, 9051789020, 9051789021, 9051789022, 10572152083, 9051789024, 9051749313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1013422873,"POLYGON ((-76.4567523 42.4489947, -76.4567121 42.4490093, -76.4566915 42.4489784, -76.4567316 42.4489638, -76.4567523 42.4489947))",,yes,,,,,,,,,,,,,,,,,,,,,"[9349913588, 9349913589, 9349913590, 9349913591, 9349913588]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1013422877,"POLYGON ((-76.4575768 42.4495114, -76.4575179 42.4495274, -76.4574859 42.449463, -76.4575448 42.4494471, -76.4575768 42.4495114))",,yes,,,,,,,,,,,,,,,,,,,,,"[9349913618, 9349913619, 9349913620, 9349913621, 9349913618]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1013422878,"POLYGON ((-76.4573757 42.4491688, -76.4573333 42.4491832, -76.4573072 42.4491414, -76.4573497 42.449127, -76.4573757 42.4491688))",,yes,,,,,,,,,,,,,,,,,,,,,"[9349913622, 9349913623, 9349913624, 9349913625, 9349913622]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1100730584,"POLYGON ((-76.4809084 42.448576, -76.4809036 42.4485346, -76.4808018 42.4485411, -76.4808066 42.4485824, -76.4809084 42.448576))",,yes,,,,,,,,,,,,,,,,,,,,,"[10074011715, 10074011716, 10074041817, 10074041818, 10074011715]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1104005866,"POLYGON ((-76.4807616 42.4504652, -76.4807677 42.4504643, -76.4807727 42.4504649, -76.4807771 42.450467, -76.4807798 42.4504699, -76.4807812 42.4504741, -76.4807798 42.4504779, -76.4806771 42.4505581, -76.4806716 42.4505584, -76.4806663 42.4505575, -76.4806623 42.4505561, -76.48066 42.4505536, -76.4806585 42.45055, -76.4806589 42.4505454, -76.4807616 42.4504652))",,yes,,,,,,,,,,,,,,,,,,,,,"[10102606497, 10102606501, 10102606504, 10102606505, 10102606503, 10102606502, 10102606498, 10102606499, 10102606507, 10102606508, 10102606510, 10102606509, 10102606506, 10102606500, 10102606497]",,,,,,,,,,,,,,,,,,,,,,,,,,,,storage_tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gas,,,,,,
way,1104005867,"POLYGON ((-76.4807575 42.4505076, -76.4807636 42.4505067, -76.4807686 42.4505074, -76.480773 42.4505094, -76.4807758 42.4505123, -76.4807771 42.4505165, -76.4807758 42.4505203, -76.4806731 42.4506005, -76.4806676 42.4506008, -76.4806622 42.4505999, -76.4806583 42.4505985, -76.4806559 42.450596, -76.4806544 42.4505924, -76.4806548 42.4505878, -76.4807575 42.4505076))",,yes,,,,,,,,,,,,,,,,,,,,,"[10102606511, 10102606512, 10102606513, 10102606514, 10102606515, 10102606516, 10102635517, 10102635518, 10102635519, 10102635520, 10102635521, 10102635522, 10102635523, 10102635524, 10102606511]",,,,,,,,,,,,,,,,,,,,,,,,,,,,storage_tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gas,,,,,,
way,1112354938,"POLYGON ((-76.4837676 42.4516796, -76.4837652 42.4516244, -76.4835711 42.451629, -76.4835735 42.4516841, -76.4837676 42.4516796))",NY,university,,,,,,Kiln Shed,,,,,,,,,,,936,University Avenue,Ithaca,14850,"[10176607502, 10176607503, 10176607504, 10176607505, 10176607502]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1113540103,"POLYGON ((-76.4886325 42.449969, -76.4889714 42.4501237, -76.4889938 42.4500969, -76.4890991 42.4501449, -76.4889859 42.4502801, -76.4888849 42.450234, -76.488904 42.4502112, -76.4885607 42.4500546, -76.4886325 42.449969))",NY,yes,,,,,,,,,,,,,,,,,109,McGraw Place,Ithaca,14850,"[10187658511, 10187658512, 10187658513, 10187658514, 10187658515, 10187658516, 10187685417, 10187685418, 10187658511]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1113540104,"POLYGON ((-76.4907723 42.4501264, -76.4909531 42.4500349, -76.4908966 42.4499742, -76.4908619 42.4499917, -76.4908506 42.4499794, -76.490752 42.4500293, -76.4907901 42.4500703, -76.4907425 42.4500943, -76.4907723 42.4501264))",,yes,,,,,,,,,,,,,,,,,,,,,"[10187685419, 10187685420, 10187685421, 10187685422, 10187685423, 10187685424, 10187685425, 10187685426, 10187685419]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1115781244,"POLYGON ((-76.4801289 42.4480309, -76.4801267 42.4477752, -76.4800068 42.4477758, -76.4800091 42.4480315, -76.4800945 42.4480311, -76.4801289 42.4480309))",NY,university,263,,2433579,,,Malott Hall,,,,,,,,,,,212,Garden Avenue,Ithaca,14853,"[10204561770, 10204561771, 10204561772, 10204561773, 10204561776, 10204561770]",,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1115781245,"POLYGON ((-76.4801289 42.4480309, -76.4801292 42.4480983, -76.4800947 42.4480984, -76.4800945 42.4480311, -76.4801289 42.4480309))",,bridge,,,,,,,,,,,,,,,,,,,,,"[10204561770, 10204561774, 10204561775, 10204561776, 10204561770]",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1115844173,"POLYGON ((-76.4821238 42.4499923, -76.4821279 42.4500745, -76.4821183 42.4500748, -76.4819302 42.4500799, -76.4819314 42.4501035, -76.4814577 42.4501162, -76.4814612 42.4501912, -76.4813799 42.4501932, -76.4813492 42.4501941, -76.4813454 42.4501192, -76.4813361 42.4499345, -76.4813208 42.449633, -76.481337 42.4496325, -76.481336 42.4496133, -76.4813304 42.449503, -76.481467 42.4494993, -76.4814705 42.4495745, -76.4815032 42.4495735, -76.4815064 42.4496211, -76.4814828 42.4496221, -76.4814837 42.4496301, -76.4816263 42.4496251, -76.4816822 42.4496271, -76.4817344 42.4496342, -76.4817785 42.4496418, -76.4814527 42.4496516, -76.4814748 42.4500558, -76.481847 42.4500447, -76.4818446 42.4500001, -76.4821238 42.4499923))",,university,,,,,,,,,,,,,,,,,,,,,"[10205058897, 10205509335, 10205509326, 10205509325, 10205509324, 10205509328, 10205509323, 1238895332, 10205509345, 10229430327, 10229430340, 10229430343, 10229430344, 9114701293, 1238895305, 9114701299, 10205509336, 10205509337, 10205509338, 10205509339, 10205509340, 10205509341, 10205509342, 10205509343, 10205509344, 1238894866, 10205058896, 10205058895, 1238895527, 10205058897]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1116122100,"POLYGON ((-76.4724847 42.453352, -76.4724515 42.4533541, -76.4724538 42.4533745, -76.4723394 42.4533817, -76.4723379 42.4533689, -76.47226 42.4533738, -76.4722484 42.4532741, -76.4723377 42.4532684, -76.4723436 42.4533186, -76.4724491 42.4533119, -76.4724496 42.4533165, -76.4724804 42.4533146, -76.4724847 42.453352))",NY,detached,,,,,,,,,,,,,,,,,10,The Byway,Ithaca,14850,"[10208404792, 10208404793, 10208404794, 10208404795, 10208404796, 10208404797, 10208404798, 10208404799, 10208404800, 10208404801, 10208404802, 10208404803, 10208404792]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1116122101,"POLYGON ((-76.4723325 42.4519372, -76.4722084 42.4519401, -76.4722099 42.451975, -76.4721338 42.4519768, -76.4721319 42.4519336, -76.4721441 42.4519333, -76.4721428 42.4519016, -76.4721993 42.4519003, -76.4721973 42.4518516, -76.4723287 42.4518485, -76.4723325 42.4519372))",NY,detached,,,,,,,,,,,,,,,,,124 1/2,Judd Falls Road,Ithaca,14850,"[10208404804, 10208404805, 10208404806, 10208404807, 10208404808, 10208404809, 10208404810, 10208404811, 10208404812, 10208404813, 10208404804]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1116122102,"POLYGON ((-76.4715691 42.4512493, -76.4714744 42.451254, -76.4714659 42.4511607, -76.4714904 42.4511595, -76.4714883 42.4511359, -76.4715963 42.4511305, -76.471601 42.4511824, -76.4715632 42.4511843, -76.4715691 42.4512493))",NY,detached,,,,,,,,,,,,,,,,,116,Judd Falls Road,Ithaca,14850,"[10208429926, 10208429927, 10208429928, 10208429929, 10208429930, 10208429931, 10208429932, 10208429933, 10208429926]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
