element_type,osmid,nodes,amenity,building,cuisine,name,geometry,name:en,leisure,int_name,building:levels,shop,ways,type
way,891002854,"[8281285533, 8281285692, 8281285238, 8281285792, 8281285533]",,residential,,,"POLYGON ((117.1591629 39.1069823, 117.1591622 39.1069548, 117.1593348 39.1069525, 117.1593355 39.10698, 117.1591629 39.1069823))",,,,,,,
way,891002855,"[8281285298, 8281285851, 8281285397, 8281285552, 8281285298]",,residential,,,"POLYGON ((117.1582449 39.1061915, 117.1582061 39.1061915, 117.1582062 39.1062191, 117.1582449 39.106219, 117.1582449 39.1061915))",,,,,,,
way,891002856,"[8281285553, 8423380710, 8281285653, 8281285165, 8281285266, 8281285819, 8281285974, 8281285519, 8281241265, 8281285446, 8281285901, 8281285348, 8281285619, 8281285562, 8281285553]",,residential,,,"POLYGON ((117.159151 39.1053275, 117.1590599 39.1053294, 117.1590635 39.105415, 117.1590751 39.1054154, 117.1590869 39.10549, 117.1590962 39.1056427, 117.1591896 39.1056398, 117.159182 39.10549, 117.1591818 39.1054875, 117.1591752 39.1054876, 117.1591405 39.1054885, 117.1591388 39.1054633, 117.1591353 39.1054131, 117.1591546 39.1054124, 117.159151 39.1053275))",,,,,,,
way,891002857,"[8281285120, 8281285490, 8281286043, 8281285590, 8281285120]",,residential,,,"POLYGON ((117.1580377 39.1057208, 117.1579902 39.1057209, 117.1579903 39.1057461, 117.1580377 39.1057461, 117.1580377 39.1057208))",,,,,,,
way,891002858,"[8281285925, 8281285470, 8281285413, 8281285965, 8281285510, 8281241256, 8281285216, 8281285925]",,residential,,,"POLYGON ((117.1583578 39.1070891, 117.1579678 39.1070921, 117.1579674 39.107065, 117.1579511 39.1070652, 117.1579515 39.1070918, 117.1579529 39.1072059, 117.1583592 39.1072029, 117.1583578 39.1070891))",,,,,,,
way,891002859,"[8281285223, 8281285380, 8281285932, 8281285477, 8281286029, 8281285972, 8281285517, 8281241263, 8281285617, 8281285776, 8281285322, 8281285875, 8281285223]",,residential,,,"POLYGON ((117.157317 39.1054028, 117.157317 39.1053872, 117.1574762 39.1053876, 117.1574959 39.1053876, 117.157496 39.1053484, 117.1574962 39.1053092, 117.1574773 39.1053091, 117.1572456 39.1053086, 117.1572454 39.105366, 117.1571569 39.1053659, 117.1571567 39.1054024, 117.1572445 39.1054026, 117.157317 39.1054028))",,,,,,,
way,891002860,"[8281241290, 8281285941, 8281285389, 8281285843, 8281285290, 8281285258, 8281285811, 8281285357, 8281285644, 8281241290]",,residential,,,"POLYGON ((117.1591501 39.1061974, 117.15915 39.106173, 117.1591496 39.106109, 117.159095 39.1061091, 117.159039 39.1061093, 117.159036 39.1061094, 117.1590373 39.1063201, 117.1591509 39.1063196, 117.1591506 39.1062849, 117.1591501 39.1061974))",,,,,,,
way,891002861,"[8281285642, 8281241275, 8281285629, 8281285788, 8281285702, 8281285642]",,residential,,,"POLYGON ((117.1567633 39.1060843, 117.1567632 39.1060243, 117.1567159 39.1060243, 117.1567159 39.1060843, 117.1567228 39.1060843, 117.1567633 39.1060843))",,,,,,,
way,891002862,"[8281285144, 8281285699, 8281285245, 8281285798, 8281285740, 8281285286, 8281285839, 8281285385, 8281285539, 8281241285, 8281285639, 8281285185, 8281285707, 8281285253, 8281285806, 8281285352, 8281285506, 8281241252, 8281285144]",,residential,,,"POLYGON ((117.1580765 39.1055728, 117.1581384 39.1055728, 117.1581384 39.10549, 117.1581384 39.105481, 117.1575821 39.1054813, 117.1575821 39.10549, 117.1575822 39.1055733, 117.1576512 39.1055732, 117.1576513 39.1055839, 117.1577073 39.1055839, 117.1577072 39.1055731, 117.157835 39.1055731, 117.1578351 39.1055841, 117.1578895 39.1055841, 117.1578894 39.1055729, 117.1580159 39.1055729, 117.1580159 39.105584, 117.1580765 39.105584, 117.1580765 39.1055728))",,,,,,,
way,891002863,"[8281285684, 8281285841, 8281285387, 8281285939, 8281285684]",,residential,,,"POLYGON ((117.1580092 39.1053487, 117.1579405 39.1053486, 117.1579403 39.1053879, 117.1580091 39.1053881, 117.1580092 39.1053487))",,,,,,,
way,891002865,"[8281285950, 8281285495, 8281286048, 8281285991, 8281285536, 8281241282, 8281285636, 8281285795, 8281285341, 8281285894, 8281285950]",,residential,,,"POLYGON ((117.158621 39.1072332, 117.1586153 39.107085, 117.1585546 39.1070864, 117.1585157 39.1070873, 117.1585166 39.1071106, 117.1584878 39.1071113, 117.1584869 39.1070875, 117.1584362 39.1070886, 117.158442 39.1072373, 117.1585597 39.1072346, 117.158621 39.1072332))",,,,,,,
way,891002866,"[8281285931, 8281241278, 8281285632, 8281285179, 8281285931]",,residential,,,"POLYGON ((117.1585039 39.1067901, 117.1585039 39.1067467, 117.1587259 39.1067465, 117.1587259 39.1067899, 117.1585039 39.1067901))",,,,,,,
way,891002867,"[8281285695, 8281285241, 8281285794, 8281285949, 8281285494, 8281286047, 8281285594, 8281241306, 8281285661, 8281285207, 8281285761, 8281285917, 8281285462, 8281286014, 8281285561, 8281285503, 8281241249, 8281285603, 8281285149, 8281285307, 8281285860, 8281285406, 8281285958, 8281285323, 8281285876, 8281285421, 8281285973, 8281285123, 8281285695]",,residential,,,"POLYGON ((117.1588745 39.10625, 117.1589104 39.1062502, 117.1589114 39.1061493, 117.1584272 39.1061466, 117.1584263 39.1062502, 117.1584633 39.1062504, 117.1584633 39.10626, 117.1584928 39.1062602, 117.1584928 39.1062502, 117.1585258 39.1062503, 117.1585257 39.1062602, 117.1585559 39.1062604, 117.1585559 39.10625, 117.1586214 39.1062503, 117.1586214 39.1062603, 117.1586537 39.1062605, 117.1586538 39.1062508, 117.1586773 39.1062509, 117.1586772 39.1062605, 117.158715 39.1062607, 117.1587151 39.1062503, 117.1587799 39.1062507, 117.1587798 39.1062605, 117.1588104 39.1062607, 117.1588105 39.1062503, 117.1588434 39.1062504, 117.1588433 39.1062607, 117.1588744 39.1062608, 117.1588745 39.10625))",,,,,,,
way,891002869,"[8281285945, 8281285889, 8281285434, 8281285986, 8281285945]",,residential,,,"POLYGON ((117.1571418 39.1057171, 117.1571082 39.1057167, 117.1571077 39.1057484, 117.1571413 39.1057488, 117.1571418 39.1057171))",,,,,,,
way,891002870,"[8281285585, 8281285131, 8281285686, 8281285626, 8281285585]",,residential,,,"POLYGON ((117.1577927 39.1070912, 117.157193 39.1070946, 117.157194 39.1072032, 117.1577938 39.1071997, 117.1577927 39.1070912))",,,,,,,
way,891002871,"[8281285802, 8281285957, 8281285502, 8281286055, 8281285802]",,residential,,,"POLYGON ((117.1579518 39.1054179, 117.1578753 39.1054172, 117.1578747 39.1054548, 117.1579512 39.1054555, 117.1579518 39.1054179))",,,,,,,
way,891002872,"[8281285611, 8281285157, 8281285712, 8281285654, 8281285200, 8281285754, 8281285300, 8281285455, 8281286007, 8281285554, 8281241299, 8281285471, 8281286023, 8281285570, 8281241316, 8281285274, 8281285827, 8281285373, 8281285926, 8281285869, 8281285414, 8281285966, 8281285511, 8281285671, 8281285217, 8281285770, 8281285316, 8281285614, 8281285160, 8281285715, 8281285261, 8281285417, 8281285969, 8281285514, 8281241260, 8281285611]",,residential,,,"POLYGON ((117.1570474 39.1063366, 117.1571008 39.1063366, 117.1571008 39.1063169, 117.1571689 39.106317, 117.1571688 39.106327, 117.1572647 39.1063271, 117.1572648 39.1063161, 117.1573343 39.1063162, 117.1573343 39.106335, 117.1573915 39.1063351, 117.1573916 39.1063077, 117.1574645 39.1063078, 117.1574645 39.1063358, 117.1575166 39.1063359, 117.1575166 39.1063156, 117.1575453 39.1063156, 117.1575453 39.1062341, 117.1575414 39.1062341, 117.1574778 39.106234, 117.1574778 39.1062139, 117.1573734 39.1062139, 117.1573734 39.1062348, 117.1570655 39.1062347, 117.1570655 39.1062151, 117.1569821 39.1062151, 117.1569612 39.1062151, 117.1569612 39.1062356, 117.1568864 39.1062355, 117.1568864 39.106315, 117.1569203 39.1063151, 117.1569202 39.1063354, 117.1569692 39.1063354, 117.1569692 39.1063058, 117.1569821 39.1063058, 117.1570474 39.1063059, 117.1570474 39.1063366))",,,,,,,
way,891002873,"[8281241288, 8281285460, 8281286012, 8281285559, 8281241288]",,residential,,,"POLYGON ((117.1578058 39.1064523, 117.1578058 39.1064243, 117.1579316 39.1064243, 117.1579316 39.1064523, 117.1578058 39.1064523))",,,,,,,
way,891002874,"[8281285548, 8281285921, 8281285466, 8281286018, 8281285565, 8281285723, 8281285269, 8281285822, 8281285368, 8281285310, 8281285548]",,residential,,,"POLYGON ((117.1593751 39.1055947, 117.1594386 39.1055942, 117.1594387 39.1056033, 117.159398 39.1056036, 117.1593984 39.1056421, 117.1593554 39.1056424, 117.1593305 39.1056426, 117.15933 39.1056066, 117.1593245 39.1056066, 117.1593243 39.1055951, 117.1593751 39.1055947))",,,,,,,
way,891002876,"[8281285909, 8281285454, 8281286040, 8281285487, 8281285909]",,residential,,,"POLYGON ((117.1583342 39.1053808, 117.1583372 39.1052809, 117.1580477 39.1052757, 117.1580448 39.1053756, 117.1583342 39.1053808))",,,,,,,
way,891002877,"[8281285900, 8281286054, 8281285601, 8281285147, 8281285900]",,residential,,,"POLYGON ((117.1570437 39.1069903, 117.1570437 39.106947, 117.1571357 39.1069471, 117.1571357 39.1069904, 117.1570437 39.1069903))",,,,,,,
way,891002878,"[8281285452, 8281286003, 8281285946, 8281285492, 8281285452]",,residential,,,"POLYGON ((117.160122 39.1064936, 117.160089 39.1064938, 117.1600892 39.1065244, 117.1601223 39.1065242, 117.160122 39.1064936))",,,,,,,
way,891002879,"[8281285951, 8281285496, 8281285440, 8281285992, 8281285951]",,residential,,,"POLYGON ((117.158707 39.1058376, 117.158639 39.105838, 117.1586394 39.1058759, 117.1587074 39.1058755, 117.158707 39.1058376))",,,,,,,
way,891002882,"[8281285955, 8281285500, 8281285658, 8281285204, 8281285758, 8281285304, 8281285955]",,residential,,,"POLYGON ((117.1602487 39.105725, 117.1598827 39.1057285, 117.1597159 39.10573, 117.1597171 39.1058031, 117.1598827 39.1058016, 117.1602499 39.1057981, 117.1602487 39.105725))",,,,,,,
way,891002883,"[8281285189, 8281285348, 8281285901, 8281285446, 8281285189]",,residential,,,"POLYGON ((117.1591737 39.1054624, 117.1591388 39.1054633, 117.1591405 39.1054885, 117.1591752 39.1054876, 117.1591737 39.1054624))",,,,,,,
way,891002884,"[8281285376, 8281285929, 8281285474, 8281285630, 8281285376]",,residential,,,"POLYGON ((117.1577059 39.1062341, 117.1577066 39.1063435, 117.1583159 39.1063412, 117.1583153 39.1062318, 117.1577059 39.1062341))",,,,,,,
way,891002885,"[8281285915, 8281285858, 8281285404, 8281285956, 8281285915]",,residential,,,"POLYGON ((117.157179 39.1067038, 117.1571778 39.1066587, 117.1572678 39.1066573, 117.157269 39.1067023, 117.157179 39.1067038))",,,,,,,
way,891002886,"[8281241310, 8281285665, 8281285211, 8281285764, 8281285278, 8281285831, 8281241310]",,residential,,,"POLYGON ((117.1601016 39.1056819, 117.1601015 39.1056273, 117.1598827 39.1056274, 117.1597093 39.1056275, 117.1597094 39.1056822, 117.1598827 39.1056821, 117.1601016 39.1056819))",,,,,,,
way,891002887,"[8281285461, 8281285363, 8281285998, 8281285817, 8281285548, 8281285921, 8281285961, 8281285748, 8281285194, 8281285648, 8281285844, 8281285390, 8281285545, 8281285461]",,residential,,,"POLYGON ((117.159371 39.1054842, 117.1593738 39.1054841, 117.1593738 39.10549, 117.1593747 39.1055628, 117.1593751 39.1055947, 117.1594386 39.1055942, 117.1594694 39.105594, 117.1598184 39.1055915, 117.1598173 39.10549, 117.1598168 39.1054488, 117.1594686 39.1054512, 117.1594682 39.1054148, 117.1593702 39.1054154, 117.159371 39.1054842))",,,,,,,
way,891002888,"[8281285753, 8281285299, 8281285852, 8281285818, 8281285753]",,residential,,,"POLYGON ((117.1593338 39.1063335, 117.1593337 39.1062929, 117.1594772 39.1062921, 117.1594778 39.1063562, 117.1593338 39.1063335))",,,,,,,
way,891002889,"[8281285289, 8281285445, 8281285997, 8281285542, 8281285289]",,residential,,,"POLYGON ((117.1569858 39.1064539, 117.1569856 39.1064259, 117.1571116 39.1064255, 117.1571117 39.1064534, 117.1569858 39.1064539))",,,,,,,
way,891002890,"[8281285849, 8281285394, 8281285317, 8281285870, 8281285415, 8281285967, 8281285117, 8281285672, 8281285218, 8281285771, 8281285713, 8281285259, 8281285812, 8281285358, 8281285512, 8281241258, 8281285612, 8281285158, 8281285528, 8281241274, 8281285628, 8281285174, 8281285333, 8281285886, 8281285849]",,residential,,,"POLYGON ((117.1574904 39.1066331, 117.1575498 39.106633, 117.1575494 39.1065459, 117.1569821 39.106547, 117.1569025 39.1065472, 117.1569025 39.1065501, 117.156881 39.1065502, 117.1568813 39.1066296, 117.156944 39.1066294, 117.156944 39.1066424, 117.1569821 39.1066423, 117.1569928 39.1066423, 117.1569927 39.1066341, 117.1571125 39.1066339, 117.1571125 39.1066422, 117.1571634 39.106642, 117.1571634 39.1066338, 117.1572702 39.1066335, 117.1572702 39.1066422, 117.1573247 39.106642, 117.1573246 39.1066337, 117.1574408 39.1066334, 117.1574409 39.1066427, 117.1574904 39.1066425, 117.1574904 39.1066331))",,,,,,,
way,891002891,"[8281285342, 8281285895, 8281285407, 8281285959, 8281285342]",,residential,,,"POLYGON ((117.1579548 39.1059552, 117.1579233 39.105955, 117.1579229 39.1059843, 117.1579544 39.1059845, 117.1579548 39.1059552))",,,,,,,
way,891002892,"[8281285254, 8281285808, 8281285354, 8281285507, 8281285254]",,residential,,,"POLYGON ((117.1590937 39.105777, 117.159238 39.1057765, 117.1592379 39.1057495, 117.1590936 39.10575, 117.1590937 39.105777))",,,,,,,
way,891002894,"[8281285262, 8281285815, 8281285361, 8281285914, 8281285837, 8281285383, 8281285935, 8281285480, 8281285637, 8281285183, 8281285738, 8281285284, 8281285226, 8281285779, 8281285325, 8281285878, 8281286032, 8281285579, 8281285125, 8281285680, 8281286049, 8281285596, 8281285262]",,residential,,,"POLYGON ((117.1570355 39.1058541, 117.1571112 39.1058541, 117.1571112 39.1058655, 117.1572141 39.1058655, 117.157214 39.1058532, 117.157295 39.1058532, 117.1572951 39.1058655, 117.1574439 39.1058655, 117.1574439 39.1057579, 117.1572931 39.105758, 117.1572931 39.1057697, 117.1572221 39.1057697, 117.157222 39.1057582, 117.1571072 39.1057582, 117.1571072 39.1057702, 117.157041 39.1057702, 117.1570409 39.1057585, 117.1569821 39.1057585, 117.1568835 39.1057585, 117.1568835 39.1058659, 117.1569821 39.1058659, 117.1570356 39.1058658, 117.1570355 39.1058541))",,,,,,,
way,891002895,"[8281285784, 8281285330, 8281285883, 8281285427, 8281285979, 8281285524, 8281285784]",,residential,,,"POLYGON ((117.157423 39.1052921, 117.1574224 39.1052687, 117.1573961 39.105269, 117.1573667 39.1052695, 117.1573673 39.1052929, 117.1573965 39.1052925, 117.157423 39.1052921))",,,,,,,
way,891002896,"[8281285650, 8281285195, 8281285353, 8281285907, 8281285650]",,residential,,,"POLYGON ((117.1579398 39.1064921, 117.1578677 39.106492, 117.1578676 39.1065185, 117.1579397 39.1065187, 117.1579398 39.1064921))",,,,,,,
way,891002897,"[8281285305, 8281285825, 8281285371, 8281285924, 8281285469, 8281285625, 8281285171, 8281285305]",,residential,,,"POLYGON ((117.1574401 39.1052547, 117.1574793 39.1052534, 117.1574769 39.1052102, 117.1574377 39.1052115, 117.1573966 39.1052129, 117.1573989 39.105253, 117.1574399 39.1052516, 117.1574401 39.1052547))",,,,,,,
way,891002898,"[8281285649, 8281285196, 8281285750, 8281285906, 8281285451, 8281286004, 8281285550, 8281285491, 8281286044, 8281285592, 8281285138, 8281285295, 8281285848, 8281285395, 8281285947, 8281285311, 8281285864, 8281285411, 8281285649]",,residential,,,"POLYGON ((117.1570444 39.1071158, 117.1570444 39.1070903, 117.1569821 39.1070905, 117.1569599 39.1070905, 117.15696 39.1071143, 117.1568823 39.1071144, 117.1568826 39.1072047, 117.1569241 39.1072046, 117.1569241 39.1072145, 117.1569639 39.1072145, 117.1569638 39.1071896, 117.1569821 39.1071896, 117.1569934 39.1071896, 117.1569935 39.1072132, 117.157039 39.1072132, 117.157039 39.1072019, 117.1571202 39.1072017, 117.1571199 39.1071156, 117.1570444 39.1071158))",,,,,,,
way,891002899,"[8281241311, 8281285766, 8281285213, 8281285953, 8281285498, 8281286051, 8281285598, 8281285756, 8281285302, 8281285855, 8281285401, 8281285772, 8281285318, 8281285871, 8281285416, 8281285572, 8281285118, 8281285673, 8281285219, 8281285159, 8281285714, 8281285963, 8281285260, 8281285813, 8281241311]",,residential,,,"POLYGON ((117.1582635 39.105997, 117.1577492 39.105996, 117.1577053 39.1059959, 117.157705 39.1060761, 117.1577554 39.1060762, 117.1577554 39.106086, 117.1578471 39.1060862, 117.1578471 39.1060765, 117.1579208 39.1060766, 117.1579208 39.1060967, 117.1579759 39.1060969, 117.1579759 39.1060681, 117.1580501 39.1060682, 117.15805 39.1060966, 117.1581044 39.1060968, 117.1581044 39.1060767, 117.1581713 39.1060769, 117.1581713 39.1060875, 117.1582651 39.1060876, 117.1582651 39.1060766, 117.158307 39.1060766, 117.1583072 39.1059968, 117.1583074 39.1059547, 117.1582636 39.1059546, 117.1582635 39.105997))",,,,,,,
way,891002901,"[8281285392, 8281285944, 8281285589, 8281285846, 8281285489, 8281285433, 8281285392]",,residential,,,"POLYGON ((117.1581953 39.1069093, 117.1581942 39.1068137, 117.1580721 39.1068146, 117.1580724 39.1068469, 117.1580732 39.1069102, 117.1581582 39.1069096, 117.1581953 39.1069093))",,,,,,,
way,891002902,"[8281285651, 8281285809, 8281285355, 8281285908, 8281285453, 8281285396, 8281285948, 8281285493, 8281286046, 8281285197, 8281285751, 8281285297, 8281285850, 8281285214, 8281285767, 8281285313, 8281285866, 8281286020, 8281285567, 8281241313, 8281285668, 8281285609, 8281285155, 8281285710, 8281285256, 8281285412, 8281285964, 8281285509, 8281241255, 8281285576, 8281285122, 8281285677, 8281285651]",,residential,,,"POLYGON ((117.1577696 39.1053878, 117.1578395 39.1053877, 117.1578395 39.1053959, 117.1578707 39.1053959, 117.1578705 39.1053554, 117.1578522 39.1053554, 117.157852 39.1053092, 117.1578519 39.105291, 117.1578739 39.105291, 117.1578737 39.1052601, 117.1578181 39.1052603, 117.1578183 39.1052915, 117.1578183 39.1053089, 117.1577709 39.1053091, 117.1577709 39.1052888, 117.157735 39.1052889, 117.1577351 39.1053084, 117.1576168 39.1053088, 117.1576168 39.1052941, 117.1575778 39.1052942, 117.1575215 39.1052943, 117.1575217 39.1053394, 117.157524 39.1053393, 117.1575241 39.105365, 117.1575242 39.1053976, 117.1575807 39.1053974, 117.1575807 39.1054002, 117.157693 39.1053998, 117.157693 39.1053878, 117.1577359 39.1053876, 117.1577359 39.1053989, 117.1577697 39.1053988, 117.1577696 39.1053878))",,,,,,,
way,891002903,"[8281286024, 8281285571, 8281285729, 8281286045, 8281285296, 8281285275, 8281285828, 8281285374, 8281286024]",,residential,,,"POLYGON ((117.1591685 39.1065402, 117.1591686 39.1063776, 117.1590296 39.1063775, 117.1590296 39.1065373, 117.1590296 39.1065665, 117.1590296 39.1066485, 117.1595795 39.1066485, 117.1595795 39.1065402, 117.1591685 39.1065402))",,,,,,,
way,891002904,"[8281285308, 8281285861, 8281285804, 8281285350, 8281285903, 8281285448, 8281285604, 8281285150, 8281285705, 8281285251, 8281285620, 8281285166, 8281285721, 8281285267, 8281285423, 8281285975, 8281285520, 8281241266, 8281286016, 8281285563, 8281241308, 8281285663, 8281285820, 8281285366, 8281285919, 8281285464, 8281285984, 8281285529, 8281285308]",,residential,,,"POLYGON ((117.1584931 39.1059927, 117.1585247 39.1059928, 117.1585246 39.1060038, 117.1585573 39.1060038, 117.1585573 39.1059928, 117.1586224 39.105993, 117.1586223 39.1060034, 117.1586511 39.1060034, 117.1586511 39.1059923, 117.1586821 39.1059924, 117.1586821 39.1060033, 117.1587148 39.1060034, 117.1587148 39.1059922, 117.1587783 39.1059924, 117.1587782 39.1060029, 117.1588124 39.1060029, 117.1588124 39.1059921, 117.1588428 39.1059921, 117.1588428 39.1060026, 117.1588723 39.1060027, 117.1588723 39.1059916, 117.1589099 39.1059917, 117.1589104 39.1058911, 117.1584247 39.1058898, 117.1584242 39.1059931, 117.1584629 39.1059932, 117.1584628 39.106004, 117.1584931 39.106004, 117.1584931 39.1059927))",,,,,,,
