element_type,osmid,geometry,man_made,access,amenity,fee,parking,layer,wheelchair,check_date,operator,operator:short,operator:wikidata,name,operator:wikipedia,location,nodes,building,leisure,building:levels,roof:levels,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,description,roof:shape,nohousenumber,official_name,building:colour,building:material,ele,gnis:county_name,gnis:import_uuid,gnis:reviewed,opening_hours,phone,roof:colour,roof:material,source,tourism,website,wikidata,wikipedia,old_name,contact:facebook,contact:foursquare,contact:twitter,internet_access,operator:type,ref:isil,short_name,start_date,wikimedia_commons,sport,alt_name,service,addr:country,religion,service_times,denomination,lgbtq,source:lgbtq,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,shelter_type,historic,social_facility,social_facility:for,ways,type
way,336375719,"POLYGON ((-76.6163525 39.3288567, -76.6165006 39.3288512, -76.6165046 39.328915, -76.6165798 39.3289122, -76.6165747 39.3288305, -76.6167297 39.3288248, -76.6167349 39.3289082, -76.6168081 39.3289055, -76.616803 39.328823, -76.6169468 39.3288177, -76.6169518 39.3288987, -76.6170367 39.3288956, -76.6170324 39.3288264, -76.6171791 39.328821, -76.6171797 39.3288312, -76.6172388 39.328829, -76.6172606 39.328845, -76.6172628 39.3288885, -76.6172833 39.3288879, -76.6173034 39.3288986, -76.6173136 39.3289147, -76.6173197 39.3289351, -76.617318 39.3289544, -76.6173104 39.3289712, -76.6173116 39.3289814, -76.6172893 39.3289947, -76.6172763 39.3289954, -76.61728 39.3290343, -76.6172617 39.3290521, -76.6171973 39.3290545, -76.6171983 39.3290703, -76.6170458 39.3290759, -76.6170414 39.329005, -76.6169633 39.3290079, -76.6169669 39.3290659, -76.6168167 39.3290715, -76.6168131 39.3290139, -76.616739 39.3290167, -76.6167427 39.329075, -76.6165948 39.3290805, -76.6165912 39.3290225, -76.6165117 39.3290255, -76.6165161 39.3290959, -76.6163677 39.3291014, -76.6163601 39.3289791, -76.6163525 39.3288567))",,,,,,,,,,,,Wolman Hall,,,"[3434181376, 3434181375, 3434181374, 3434181373, 3434181377, 3434181593, 3434181392, 3434181391, 3434181389, 3434181609, 3434181611, 3434181612, 3434181623, 3434181622, 3434181621, 3434181620, 3434181619, 3434181602, 3434181603, 3434181601, 3434181599, 6956810557, 3434181633, 3434181632, 6956810558, 3434181594, 3434181595, 3434181596, 3434181597, 3434181598, 3434181379, 3434181380, 3434181381, 3434181382, 3434181378, 3434181628, 3434181627, 3434181626, 3434181625, 3434181624, 3434181607, 3434181606, 3434181605, 3434181604, 9796710769, 3434181376]",dormitory,,6,,Baltimore,3339,21218,MD,North Charles Street,,,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,
way,336377209,"POLYGON ((-76.618239 39.3304183, -76.6182734 39.3303999, -76.6183112 39.3304138, -76.6183146 39.3304461, -76.6182802 39.3304645, -76.6182423 39.3304506, -76.618239 39.3304183))",,,shelter,,,,,,,,,,,,"[3434209538, 3434209537, 3434209539, 3434209536, 3434209541, 3434209540, 3434209538]",roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gazebo,,,,,
way,336379456,"POLYGON ((-76.6190038 39.3303105, -76.6190371 39.3303322, -76.6190275 39.3303411, -76.6190023 39.3303643, -76.618969 39.3303426, -76.6190038 39.3303105))",,no,,,,,,,,,,Homewood Privy,,,"[3434225483, 3434225484, 9768096378, 3434225481, 3434225482, 3434225483]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building,,,,
way,336379502,"POLYGON ((-76.6190815 39.3311851, -76.619117 39.3311837, -76.6191525 39.3311823, -76.6191543 39.3312086, -76.6191544 39.3312107, -76.6191189 39.3312121, -76.6190834 39.3312135, -76.6190832 39.3312107, -76.6190815 39.3311851))",,,,,,1,,,,,,,,,"[3434225842, 9159493643, 3434225841, 9159493645, 3434225843, 9159493634, 3434225844, 9159493647, 3434225842]",roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,336380208,"POLYGON ((-76.6197319 39.3316178, -76.6197584 39.3316166, -76.6198035 39.3316146, -76.6198056 39.3316427, -76.6197605 39.3316447, -76.6197341 39.3316459, -76.6197319 39.3316178))",,,,,,2,,,,,,,,,"[3434232135, 9159493649, 3434232138, 3434232137, 9159493648, 3434232136, 3434232135]",roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,336381492,"POLYGON ((-76.6211409 39.3314124, -76.6211764 39.3314147, -76.6211916 39.3314397, -76.6211713 39.3314623, -76.6211357 39.33146, -76.6211206 39.331435, -76.6211409 39.3314124))",,,shelter,,,,,,,,,,,,"[3434245576, 3434245577, 3434245575, 3434245574, 3434245573, 3434245578, 3434245576]",roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gazebo,,,,,
way,336385474,"POLYGON ((-76.6242107 39.3249501, -76.6242132 39.3249489, -76.624225 39.3249639, -76.624282 39.3250366, -76.624328 39.3250951, -76.6243481 39.3251208, -76.6243647 39.3251419, -76.6243969 39.3251829, -76.6242386 39.3252568, -76.6240563 39.325024, -76.6242107 39.3249501))",,,,,,,,,Johns Hopkins University,JHU,Q193727,Campus Security Auto Shop,en:Johns Hopkins University,,"[3434283906, 3434283903, 10075669669, 10075669673, 10075669674, 10075669675, 10075669676, 3434283904, 3434283905, 3434283907, 3434283906]",industrial,,2,,Baltimore,3155,21211,MD,Remington Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,336387596,"POLYGON ((-76.6251646 39.3311134, -76.6251966 39.3311124, -76.6251999 39.3311757, -76.6251679 39.3311766, -76.6251646 39.3311134))",,,,,,,,,,,,,,,"[3434301936, 3434301935, 3434301937, 3434301934, 3434301936]",service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,337096270,"POLYGON ((-76.6204154 39.3329075, -76.6202978 39.3330162, -76.6202389 39.3330706, -76.6201801 39.3331249, -76.6200624 39.3332336, -76.619886 39.3331194, -76.620239 39.3327933, -76.6204154 39.3329075))",,,,,,,,,,,,Cordish Lacrosse Center,,,"[3441941754, 9768096368, 9768096366, 9768096367, 3441941756, 3441941755, 3441941753, 3441941754]",university,,2,0,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,337103759,"POLYGON ((-76.617392 39.3284565, -76.61692 39.3284765, -76.6169148 39.3284103, -76.6169118 39.3283532, -76.6169055 39.3282717, -76.6173775 39.3282517, -76.617392 39.3284565))",,,,,,,,,,,,Charles Commons,,,"[3442052618, 3442052619, 7647512531, 7647512528, 3442052615, 3442052614, 3442052618]",dormitory,,12,,Baltimore,3301,21218,MD,North Charles Street,,,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,
way,337103760,"POLYGON ((-76.6168075 39.3287332, -76.6167734 39.3287345, -76.6163245 39.3287515, -76.6162933 39.3287527, -76.616264 39.328333, -76.6162618 39.3283016, -76.6163041 39.3282999, -76.616821 39.3282788, -76.6168254 39.3283558, -76.6168284 39.328413, -76.6168338 39.3285101, -76.6168444 39.3286992, -76.6168075 39.3287332))",,,,,,,,,,,,Charles Commons,,,"[3432418496, 10073362580, 9796710770, 3442052622, 9528639331, 3442052617, 9796710771, 3442052616, 7647512529, 7647512530, 10073362579, 3442052620, 3432418496]",dormitory,,10,,Baltimore,3301,21218,MD,North Charles Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,
way,337107477,"POLYGON ((-76.6225794 39.3292856, -76.6225777 39.3292909, -76.6225003 39.3292759, -76.6224229 39.3292609, -76.6224261 39.329251, -76.622409 39.3292477, -76.622174 39.3292022, -76.6221705 39.3292129, -76.6221515 39.3292092, -76.6220828 39.3291959, -76.6221048 39.3291278, -76.6221733 39.3291411, -76.6221926 39.3291448, -76.622191 39.3291497, -76.6222661 39.3291642, -76.6222839 39.3291093, -76.6222863 39.3291018, -76.622343 39.3291128, -76.6224241 39.3291285, -76.6224038 39.3291909, -76.6224431 39.3291985, -76.6224454 39.3291913, -76.6224783 39.3291977, -76.6225018 39.3291252, -76.6225915 39.3291426, -76.622568 39.3292151, -76.6225808 39.3292176, -76.6226002 39.3292213, -76.6225986 39.3292262, -76.6226203 39.3292304, -76.6228572 39.3292763, -76.622838 39.3293357, -76.6227658 39.3293217, -76.6225995 39.3292895, -76.6225794 39.3292856))",,,,,,,,,,,,Greenhouse,,,"[3442096376, 3442096377, 9863980952, 3442096374, 3442096373, 9863980953, 3442096367, 3442096369, 9863980961, 3442096364, 3442096354, 9863980963, 3442096358, 3442096359, 3442096361, 9863980964, 3442096353, 9863980965, 3442096355, 3442096362, 3442096366, 3442096363, 3442096365, 3442096356, 3442096360, 3442096370, 9863980967, 3442096371, 3442096372, 9863980968, 3442096375, 3442096379, 9863980958, 9863980954, 3442096376]",yes,,,,,,,,,JHU Greenhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,337107478,"POLYGON ((-76.6221767 39.3278171, -76.6221718 39.3277263, -76.62216 39.3277262, -76.6221596 39.3277159, -76.6221578 39.3276672, -76.6221575 39.3276588, -76.6221654 39.3276579, -76.6221414 39.3272959, -76.6224268 39.3272836, -76.6224326 39.3273723, -76.6224338 39.3273911, -76.6224366 39.3274333, -76.622447 39.3274393, -76.6224564 39.3274462, -76.6224649 39.3274538, -76.6224722 39.3274622, -76.6224784 39.327471, -76.6224832 39.3274804, -76.6224867 39.3274901, -76.6224889 39.3275001, -76.6224896 39.3275101, -76.6224889 39.3275202, -76.6224868 39.3275301, -76.6224833 39.3275399, -76.6224785 39.3275492, -76.6224724 39.3275581, -76.6224651 39.3275665, -76.6224567 39.3275741, -76.622447 39.3275812, -76.6224576 39.327744, -76.6224616 39.3278045, -76.6224462 39.3278052, -76.6221767 39.3278171))",,,,,,,,,,,,Hodson Hall,,,"[3442096352, 3442096350, 3442096349, 9174494661, 9174494663, 3442096348, 3442096347, 3442096327, 3442096326, 9174491449, 9174491448, 3442096328, 3442096329, 3442096330, 3442096331, 3442096332, 3442096333, 3442096334, 3442096335, 3442096336, 3442096337, 3442096338, 3442096339, 3442096340, 3442096341, 3442096342, 3442096343, 3442096344, 3442096345, 9174491436, 3442096351, 4519935307, 3442096352]",university,,2,1,,,,,,,hipped,,,,brick,,,,,,,gray,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,348785846,"POLYGON ((-76.6225919 39.3290833, -76.6226062 39.3290346, -76.6226171 39.3289975, -76.6224109 39.3289612, -76.6223983 39.3290041, -76.6223857 39.329047, -76.6225776 39.3290808, -76.6225919 39.3290833))",,,,,,,,,,,,Center for Government Excellence,,,"[3548475646, 8796666184, 3548475647, 3548475648, 9863980970, 3548475649, 9863980966, 3548475646]",office,,1,,,,,,,,flat,,,darkslategray,mdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,442592150,"POLYGON ((-76.624337 39.3265458, -76.6242222 39.326396, -76.6248042 39.3261292, -76.624919 39.3262791, -76.6243484 39.3265406, -76.624337 39.3265458))",,,childcare,,,,,2022-10-28,Johns Hopkins University,JHU,Q193727,Homewood Early Learning Center,en:Johns Hopkins University,,"[4402679427, 4402679409, 4402677285, 4402679396, 9005850733, 4402679427]",yes,,,,,200,,,Wyman Park Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,day_care,child,,
way,455591610,"POLYGON ((-76.6187552 39.3307096, -76.6187899 39.3307083, -76.618788 39.3306795, -76.6187861 39.3306508, -76.6187514 39.3306522, -76.6187533 39.3306807, -76.6187552 39.3307096))",,,,,,1,,,,,,,,,"[4519817411, 4519817412, 9159493732, 4519817413, 4519817414, 9159493731, 4519817411]",roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,455610440,"POLYGON ((-76.6195788 39.3321068, -76.6196108 39.3320768, -76.6194871 39.3319981, -76.6194552 39.3320281, -76.6195788 39.3321068))",,,,,,1,,,,,,,,,"[4519934752, 4519934753, 4519934754, 4519934755, 4519934752]",roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,455610441,"POLYGON ((-76.6189194 39.3321727, -76.6188795 39.3321474, -76.619002 39.3320317, -76.6190419 39.332057, -76.6189194 39.3321727))",,,,,,1,,,,,,,,,"[4519934756, 4519934757, 4519934758, 4519934759, 4519934756]",roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,455610442,"POLYGON ((-76.6188083 39.3322302, -76.6186599 39.3321343, -76.6187231 39.3320758, -76.6188532 39.3321598, -76.6188715 39.3321716, -76.6188083 39.3322302))",,,,,,,,,,,,,,,"[4519934760, 4519934761, 4519934762, 9169583738, 4519934763, 4519934760]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,455637568,"POLYGON ((-76.6194208 39.332024, -76.6194354 39.3320095, -76.6194564 39.3319868, -76.6194491 39.3319737, -76.619364 39.3319192, -76.6193215 39.3319228, -76.6193201 39.3319118, -76.6191843 39.3319214, -76.6191856 39.3319352, -76.619101 39.3319401, -76.6190409 39.3319948, -76.619031 39.3320141, -76.6190754 39.3320417, -76.6191321 39.3319875, -76.6193439 39.331973, -76.6194208 39.332024))",,,,,,,,,,,,,,,"[4520077292, 4520077293, 4520077294, 4520077295, 4520077296, 4520077297, 4520077298, 4520077299, 4520077300, 4520077301, 4520077306, 4520077302, 4520077303, 4520077304, 4520077305, 4520077292]",yes,bleachers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,818903420,"POLYGON ((-76.6169148 39.3284103, -76.6168284 39.328413, -76.6168254 39.3283558, -76.6169118 39.3283532, -76.6169148 39.3284103))",,,,,,1,,,,,,,,,"[7647512531, 7647512530, 7647512529, 7647512528, 7647512531]",residential,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,859933672,"POLYGON ((-76.619963 39.3318904, -76.6199532 39.3317405, -76.6198423 39.3317454, -76.6198356 39.3316565, -76.6198151 39.3313857, -76.6197655 39.3313875, -76.6197615 39.3313877, -76.6196162 39.3313932, -76.6195616 39.3313952, -76.619564 39.3314312, -76.6195759 39.3316117, -76.6195854 39.3317364, -76.6196632 39.3317681, -76.619963 39.3318904))",,,,,,-1,,,,,,AMR III Building C,,underground,"[8015141863, 8015141864, 1909367419, 4519817384, 8015141865, 4519935156, 9785464533, 4519817399, 4519935155, 4520077209, 1909367400, 8015141867, 4520096217, 8015141863]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,891276552,"POLYGON ((-76.6236673 39.3241968, -76.6236448 39.3241665, -76.6236275 39.3241741, -76.6236499 39.3242044, -76.6236673 39.3241968))",,,shelter,,,1,,,,,,,,,"[8283998272, 8283998273, 8283998274, 8283998275, 8283998272]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public_transport,,,,,
way,965755599,"POLYGON ((-76.6211492 39.3297802, -76.6209952 39.3297862, -76.6209721 39.3297871, -76.6208801 39.3297906, -76.6207931 39.329794, -76.6207041 39.3297974, -76.6206847 39.3297982, -76.6206172 39.3298008, -76.6206014 39.329557, -76.6206004 39.3295417, -76.620596 39.3294724, -76.6205946 39.3294502, -76.6205945 39.3294488, -76.6205893 39.3293692, -76.6205887 39.3293599, -76.6211206 39.3293393, -76.621121 39.3293442, -76.6211226 39.32937, -76.6211276 39.3294467, -76.6211769 39.3294448, -76.6211764 39.3294369, -76.6212338 39.3294347, -76.621238 39.3295001, -76.6211313 39.3295043, -76.6211492 39.3297802))",,,,,,,,,,,,Jenkins-Merganthaler Hall,,,"[1909367152, 9184285850, 9167456847, 9184285848, 4960141088, 9184285847, 8325691434, 1909367157, 8325691452, 9803672709, 8944064157, 9803672707, 9803672708, 8944064156, 1909366966, 1909366965, 9166179124, 3299505777, 8942038147, 8942038146, 9167456843, 9167456844, 9167456846, 9167456845, 1909367152]",university,,1,0,,,,,,,gabled,yes,,,brick,,,,,,,gray,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966518375,"POLYGON ((-76.6205389 39.3286591, -76.6204737 39.3286616, -76.6203471 39.3286664, -76.6202817 39.3286689, -76.6202796 39.3286363, -76.6202757 39.3285737, -76.6203235 39.3285718, -76.620326 39.3286114, -76.6203449 39.3286107, -76.6204682 39.3286059, -76.620488 39.3286052, -76.6204853 39.328563, -76.6205326 39.3285612, -76.6205368 39.3286271, -76.6205389 39.3286591))",,,,,,1,,,,,,The Breezeway,,,"[8942020498, 8942020494, 8942020496, 8942020500, 9796710755, 8942020499, 8942020503, 8942020502, 8942020495, 8942020505, 8942020501, 8942020504, 8942020497, 9796710756, 8942020498]",roof,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966518387,"POLYGON ((-76.6213425 39.3287, -76.6213427 39.328703, -76.6213185 39.328704, -76.6212946 39.3287049, -76.6212897 39.3286282, -76.6212829 39.3286284, -76.6212826 39.3286224, -76.6211217 39.3286286, -76.6211221 39.328635, -76.6211152 39.3286353, -76.6210705 39.328637, -76.621069 39.3286129, -76.6210643 39.3285388, -76.6210921 39.3285377, -76.6211163 39.3285368, -76.6211198 39.3285913, -76.6212033 39.3285881, -76.6212798 39.3285852, -76.6212794 39.3285796, -76.6213109 39.3285784, -76.6213434 39.3285771, -76.6213465 39.3286257, -76.6213378 39.328626, -76.6213425 39.3287))",,,,,,1,,,,,,,,,"[8942038129, 9167456867, 3299505773, 8325252351, 8325252350, 8942038124, 9163274554, 9163274555, 9163274556, 8325252349, 8942038119, 3299505771, 8942038118, 8942020492, 8942038120, 8942038121, 2044048336, 8942038123, 8942038128, 8942020512, 8942038127, 8942038126, 8942038125, 8942038129]",roof,,,,,,,,,,gabled,,,,brick,,,,,,,aliceblue,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966518389,"POLYGON ((-76.6211276 39.3294467, -76.6211769 39.3294448, -76.6211764 39.3294369, -76.6211732 39.3293868, -76.6212565 39.3293835, -76.6213298 39.3293807, -76.6213302 39.3293868, -76.621367 39.3293854, -76.6213977 39.3293842, -76.6213944 39.3293339, -76.6213858 39.3293342, -76.6213813 39.3292649, -76.6213788 39.329265, -76.6213787 39.3292604, -76.6213542 39.3292613, -76.62133 39.3292622, -76.6213344 39.3293301, -76.6213249 39.3293305, -76.6213253 39.3293363, -76.6211545 39.3293429, -76.621121 39.3293442, -76.6211226 39.32937, -76.6211276 39.3294467))",,,,,,1,,,,,,,,,"[8942038147, 8942038146, 9167456843, 8942038148, 2044048412, 8942038141, 8942038142, 8942020511, 3299505778, 8942038145, 8942038144, 8942038143, 9167456868, 9167456869, 3299505775, 8325252354, 8942038117, 8942020516, 9166179123, 9166179127, 9166179124, 3299505777, 8942038147]",roof,,,,,,,,,,gabled,,,,brick,,,,,,,aliceblue,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966733868,"POLYGON ((-76.620596 39.3294724, -76.6205415 39.3294745, -76.6205381 39.3294242, -76.6204571 39.3294274, -76.6203847 39.3294303, -76.6203881 39.3294802, -76.6203284 39.3294826, -76.6203216 39.3293799, -76.6204541 39.3293746, -76.6205893 39.3293692, -76.620596 39.3294724))",,,,,,1,,,,,,,,,"[8944064157, 8944064163, 8944064161, 8944064152, 8944064160, 8944064162, 8944064159, 8944064158, 8944064151, 8944064156, 8944064157]",roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,992710503,"POLYGON ((-76.621699 39.325933, -76.6217572 39.3259307, -76.6218116 39.3259285, -76.6218405 39.3259274, -76.6218401 39.3259217, -76.62195 39.3259174, -76.6219515 39.3259412, -76.6219533 39.3259679, -76.621954 39.325979, -76.6218442 39.3259833, -76.6218431 39.3259663, -76.621814 39.3259675, -76.6217959 39.3259682, -76.6217016 39.3259719, -76.6217003 39.3259524, -76.621699 39.325933))",,,,,,1,,,,,,,,,"[9171810457, 9732662134, 9171810436, 9171810453, 9171810455, 9171810454, 9171810451, 9171810435, 9171810456, 9147048046, 9171810452, 9171810437, 9147045497, 9147045512, 2496874846, 9171810457]",roof,,,,,,,,,,hipped,,,,brick,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,992710507,"POLYGON ((-76.6208923 39.3264328, -76.6208958 39.326484, -76.6208995 39.3265385, -76.6208677 39.3265398, -76.6208363 39.326541, -76.6208326 39.3264865, -76.6208301 39.3264504, -76.6208291 39.3264354, -76.62086 39.3264341, -76.6208923 39.3264328))",,,,,,1,,,,,,,,,"[9171810464, 9171810460, 9171810463, 2496874871, 9171810462, 9171810459, 9193109279, 9171810461, 3025087456, 9171810464]",roof,,,,,,,,,,gabled,,,,brick,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,992710514,"POLYGON ((-76.6210797 39.3259573, -76.6210794 39.3259521, -76.6211866 39.3259479, -76.621187 39.3259531, -76.6212115 39.3259521, -76.6212314 39.3259513, -76.6212716 39.3259497, -76.6213275 39.3259475, -76.6213287 39.325967, -76.62133 39.3259865, -76.6212369 39.3259901, -76.6212228 39.3259907, -76.6212088 39.3259912, -76.6211895 39.325992, -76.6211907 39.3260101, -76.6210835 39.3260143, -76.6210823 39.3259962, -76.6210615 39.325997, -76.6210512 39.3259974, -76.6210007 39.3259994, -76.6209995 39.3259799, -76.6209982 39.3259605, -76.6210568 39.3259582, -76.6210797 39.3259573))",,,,,,1,,,,,,,,,"[9171810495, 9171810497, 9171810498, 9171810496, 9171810483, 9732643994, 9732662135, 9171810499, 2496874848, 9147048093, 9147048092, 2046780961, 9147048148, 9147048149, 9147048150, 9147048151, 9147048152, 9147048117, 9171810484, 9171810490, 3025087444, 9171810489, 9171810482, 9171810495]",roof,,,,,,,,,,gabled,,,,brick,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1024881083,"POLYGON ((-76.6221213 39.3303435, -76.6221417 39.3302824, -76.6222227 39.3302986, -76.6222024 39.3303597, -76.6221213 39.3303435))",,,,,,1,,,,,,,,,"[9450176234, 9450176233, 9450176232, 9450176231, 9450176234]",roof,,,,,,,,,,pyramidal,,,,brick,,,,,,,gray,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1024881084,"POLYGON ((-76.6218719 39.3302283, -76.6218502 39.3302933, -76.6217705 39.3302774, -76.621778 39.3302551, -76.6217922 39.3302124, -76.6218719 39.3302283))",,,,,,1,,,,,,,,,"[9450176238, 9450176237, 9450176236, 9456927379, 9450176235, 9450176238]",roof,,,,,,,,,,pyramidal,,,,brick,,,,,,,gray,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1031403807,"POLYGON ((-76.6192817 39.328748, -76.619273 39.3286059, -76.6192707 39.3285695, -76.6192946 39.3285686, -76.6192973 39.3286104, -76.6193652 39.3286078, -76.6195002 39.3286026, -76.6195008 39.3286118, -76.619551 39.3286099, -76.6196017 39.328608, -76.6196012 39.3286003, -76.6196194 39.3285997, -76.6196197 39.3286041, -76.6196629 39.3286024, -76.6196711 39.3287334, -76.6195604 39.3287375, -76.6194949 39.32874, -76.6192817 39.328748))",,,,,,,,,,,,,,underground,"[8325678392, 9163292801, 8325678391, 9163274543, 1787618111, 9796710761, 9163282360, 9163282358, 9163282359, 9163282357, 9163274541, 1787618116, 9163274542, 9166179134, 9505936733, 8325678395, 8942020485, 8325678392]",yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1059362787,"POLYGON ((-76.6200863 39.3268431, -76.6200876 39.3268564, -76.6200699 39.3268574, -76.6200687 39.326844, -76.6200863 39.3268431))",,,,,,,,,,,,,,,"[2451200767, 9733259073, 9733259074, 9733259075, 2451200767]",guardhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1063724821,"POLYGON ((-76.6228488 39.3331841, -76.6227857 39.3332237, -76.6227651 39.333204, -76.6228282 39.3331645, -76.6228488 39.3331841))",street_cabinet,,,,,,,,,,,,,,"[9770548585, 9770439839, 9770548584, 9770548583, 9770548585]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1126066891,"POLYGON ((-76.6237105 39.3269939, -76.6236798 39.3269961, -76.6236766 39.3269692, -76.6237073 39.326967, -76.6237105 39.3269939))",,,,,,,,,Johns Hopkins University,JHU,Q193727,,en:Johns Hopkins University.,,"[10297076799, 10297076796, 10297076797, 10297076798, 10297076799]",guardhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,2408709,"POLYGON ((-76.6199625 39.3274752, -76.6200372 39.3274723, -76.6200432 39.3275656, -76.6200549 39.327747, -76.6200666 39.3279285, -76.6200728 39.3280305, -76.6199639 39.3280347, -76.6198729 39.3280382, -76.6196504 39.3280466, -76.6194947 39.3280525, -76.6194591 39.3274943, -76.6199625 39.3274752), (-76.6196884 39.3278345, -76.6196955 39.3279238, -76.6198706 39.3279155, -76.6198636 39.3278262, -76.6196884 39.3278345), (-76.6198461 39.3276049, -76.619671 39.3276131, -76.6196781 39.3277032, -76.6198532 39.3276949, -76.6198461 39.3276049))",,,,,,,,,,,,Maryland Hall,,,"[[[1909366902, 1909366836, 2451200826, 1909366835, 4519871454, 9505942032, 4519871453, 1909366895, 9796710754, 9167456850, 1909366899, 1909366902], [1909366855, 1909366847, 1909366848, 1909366856, 1909366855], [1909366876, 1909366862, 1909366863, 1909366881, 1909366876]]]",university,,2,1,,,,,,,gabled,,,,brick,,,,,,,gray,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[180508519, 180508514, 180508516]",multipolygon
