element_type,osmid,access,geometry,wheelchair,amenity,layer,nodes,building,building:levels,name,source,alt_name,name:en,leisure,sport,lit,fee,toilets:disposal,unisex,fast_food,operator,addr:city,addr:housenumber,addr:postcode,addr:street,emergency,height,opening_hours,shop,building:material,description,structure,historic,office,club,tourism,name_1,ways,type,internet_access
way,843465255,,"POLYGON ((106.4252748 29.8291984, 106.4252753 29.8292846, 106.425272 29.8293461, 106.4252545 29.8293961, 106.4252277 29.829431, 106.4251647 29.8294706, 106.4250413 29.8295206, 106.424981 29.829538, 106.4249541 29.829538, 106.4249541 29.8295101, 106.4249139 29.829509, 106.4249179 29.8294391, 106.42489 29.8294316, 106.4248656 29.8294136, 106.4248455 29.8293868, 106.4248375 29.8293612, 106.4248388 29.8292809, 106.4248428 29.8292518, 106.4248656 29.8292239, 106.4248911 29.8292111, 106.424938 29.8291983, 106.4251741 29.8292006, 106.4252748 29.8291984))",,,,"[7867916492, 7867916542, 7867916472, 7867916473, 7867916474, 7867916475, 7867916476, 7867916477, 7867916478, 7867916479, 7867916480, 7867916481, 7867916491, 7867916482, 7867916483, 7867916484, 7867916485, 7867916486, 7867916487, 7867916488, 7867916489, 7867916490, 7867916492]",university,6,10教学楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465268,,"POLYGON ((106.4240577 29.8304089, 106.424478 29.8304251, 106.4244873 29.8302691, 106.424304 29.830262, 106.4240869 29.8302537, 106.424067 29.8302529, 106.4240577 29.8304089))",,,,"[7867916564, 7867916565, 7867916566, 7867916704, 7867916703, 7867916567, 7867916564]",dormitory,10,桃园六舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465269,,"POLYGON ((106.4236526 29.8303694, 106.4239526 29.8303784, 106.4239536 29.8303529, 106.4240284 29.8303552, 106.4240334 29.8302294, 106.4239822 29.8302279, 106.4239813 29.8302513, 106.4239555 29.8302506, 106.4239562 29.8302336, 106.4236897 29.8302256, 106.4236887 29.830251, 106.4236573 29.8302501, 106.4236526 29.8303694))",,,,"[7867916568, 7867916569, 7867916570, 7867916571, 7867916572, 7867916573, 7867916574, 7867916575, 7867916576, 7867916577, 7867916578, 7867916579, 7867916568]",dormitory,7,桃园五舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465270,,"POLYGON ((106.424315 29.8300689, 106.4235081 29.830047, 106.4235122 29.8299335, 106.4235917 29.8299357, 106.4235927 29.8299082, 106.4239208 29.8299173, 106.4242432 29.8299257, 106.4242421 29.8299572, 106.424319 29.8299593, 106.424315 29.8300689))",,,,"[7867916580, 7867916581, 7867916582, 7867916583, 7867916584, 7867916690, 7867916585, 7867916586, 7867916587, 7867916580]",dormitory,,桃园四舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465271,,"POLYGON ((106.4226026 29.8304457, 106.4234825 29.8304548, 106.4234853 29.830247, 106.4233039 29.8302452, 106.4233034 29.8302812, 106.423172 29.8302798, 106.4231728 29.8302223, 106.4230093 29.8302206, 106.4230085 29.8302746, 106.4228577 29.830273, 106.422858 29.8302505, 106.4227695 29.8302495, 106.4227691 29.8302775, 106.4227132 29.8302769, 106.4227136 29.830252, 106.4226052 29.8302509, 106.4226026 29.8304457))",,food_court,,"[7867916588, 7867916589, 7867916590, 7867916591, 7867916592, 7867916593, 7867916594, 7867916595, 7867916596, 7867916597, 7867916598, 7867916599, 7867916600, 7867916601, 7867916602, 7867916603, 7867916588]",yes,,桃园学生食堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465272,,"POLYGON ((106.4226941 29.8300973, 106.422698 29.8299605, 106.4227277 29.8299611, 106.4227272 29.8299798, 106.4227679 29.8299807, 106.4227688 29.8299491, 106.4231454 29.8299572, 106.4231442 29.8299988, 106.4231837 29.8299996, 106.4231843 29.8299793, 106.4232086 29.8299798, 106.4232048 29.8301127, 106.4231763 29.8301121, 106.423177 29.8300892, 106.4231396 29.8300883, 106.4231389 29.8301101, 106.4227645 29.8301019, 106.4227652 29.8300777, 106.42273 29.830077, 106.4227294 29.830098, 106.4226941 29.8300973))",,,,"[7867916604, 7867916605, 7867916606, 7867916607, 7867916608, 7867916609, 7867916610, 7867916611, 7867916612, 7867916613, 7867916614, 7867916615, 7867916616, 7867916617, 7867916618, 7867916619, 7867916620, 7867916621, 7867916622, 7867916623, 7867916604]",dormitory,,桃园三舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465273,,"POLYGON ((106.4228563 29.8298266, 106.4228621 29.829691, 106.4228881 29.8296918, 106.4228873 29.8297107, 106.4229331 29.8297122, 106.4229344 29.8296811, 106.4233798 29.8296957, 106.4233785 29.8297253, 106.423475 29.8297284, 106.423471 29.8298192, 106.4234434 29.8298183, 106.4234421 29.8298489, 106.4234103 29.8298478, 106.4234112 29.8298258, 106.4233709 29.8298245, 106.4233699 29.8298469, 106.4229251 29.8298325, 106.4229261 29.8298081, 106.4228936 29.829807, 106.4228927 29.8298278, 106.4228563 29.8298266))",,,,"[7867916624, 7867916625, 7867916626, 7867916627, 7867916628, 7867916629, 7867916630, 7867916631, 7867916632, 7867916633, 7867916634, 7867916635, 7867916636, 7867916637, 7867916638, 7867916639, 7867916640, 7867916641, 7867916642, 7867916643, 7867916624]",dormitory,,桃园二舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465274,,"POLYGON ((106.4229018 29.829552, 106.4229081 29.8294171, 106.4229327 29.829418, 106.4229318 29.829437, 106.4229794 29.8294387, 106.4229808 29.8294076, 106.4234226 29.8294233, 106.4234212 29.8294529, 106.423495 29.8294555, 106.4234893 29.8295762, 106.4234537 29.829575, 106.4234547 29.8295528, 106.4234178 29.8295515, 106.4234168 29.8295739, 106.4229703 29.8295582, 106.4229714 29.8295337, 106.4229389 29.8295326, 106.422938 29.8295533, 106.4229018 29.829552))",,,,"[7867916644, 7867916645, 7867916646, 7867916647, 7867916648, 7867916649, 7867916650, 7867916651, 7867916652, 7867916653, 7867916654, 7867916655, 7867916656, 7867916657, 7867916658, 7867916659, 7867916660, 7867916661, 7867916644]",dormitory,,桃园一舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465275,,"POLYGON ((106.4236644 29.8294338, 106.4242119 29.8294955, 106.4242291 29.8293802, 106.4239589 29.8293497, 106.4239849 29.8291762, 106.4242425 29.8292052, 106.424237 29.8292415, 106.42437 29.8292565, 106.4243992 29.8290612, 106.4242689 29.8290466, 106.4242636 29.8290822, 106.4235654 29.8290037, 106.4235699 29.8289741, 106.4234325 29.8289587, 106.4234033 29.8291545, 106.4235416 29.82917, 106.4235456 29.8291435, 106.4238129 29.8291736, 106.4237906 29.8293224, 106.4236829 29.8293103, 106.4236644 29.8294338))",,,,"[7867916662, 7867916663, 7867916664, 7867916665, 7867916666, 7867916667, 7867916668, 7867916669, 7867916670, 7867916671, 7867916672, 7867916673, 7867916674, 7867916675, 7867916676, 7867916677, 7867916678, 7867916679, 7867916680, 7867916681, 7867916662]",university,,西南大学马克思主义学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465284,,"POLYGON ((106.4222869 29.829403, 106.4220002 29.8292514, 106.4220135 29.8292337, 106.4217299 29.8290891, 106.4217157 29.8291085, 106.4216526 29.8290732, 106.4217075 29.8289957, 106.4217451 29.8290151, 106.4217827 29.8289551, 106.4217441 29.8289348, 106.4217685 29.8288934, 106.4218536 29.8288937, 106.422232 29.8288951, 106.4223133 29.828941, 106.4222503 29.829038, 106.4223214 29.8290732, 106.4223702 29.8289974, 106.422423 29.8290221, 106.4224068 29.8290468, 106.4225105 29.8291032, 106.4225287 29.8290768, 106.4225755 29.8290997, 106.4224393 29.8292954, 106.4223478 29.8292408, 106.4223011 29.829305, 106.422337 29.8293247, 106.4222869 29.829403))",,food_court,,"[7867916709, 7867916710, 7867916711, 7867916712, 7867916713, 7867916714, 7867916715, 7867916716, 7867916717, 7867916718, 7867916719, 7902519463, 7867916720, 7867916721, 7867916722, 7867916723, 7867916724, 7867916725, 7867916726, 7867916727, 7867916728, 7867916729, 7867916730, 7867916731, 7867916733, 7867916732, 7867916709]",yes,,橘园学生食堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465285,,"POLYGON ((106.421552 29.8288611, 106.4209726 29.8285656, 106.4208922 29.8286796, 106.4214742 29.8289775, 106.421552 29.8288611))",,,,"[7867916734, 7867916735, 7867916736, 7867916737, 7867916734]",dormitory,7,橘园五舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465286,,"POLYGON ((106.4217344 29.8285831, 106.421155 29.8282876, 106.4210746 29.8284016, 106.4216566 29.8286994, 106.4217344 29.8285831))",,,,"[7867916738, 7867916739, 7867916740, 7867916741, 7867916738]",dormitory,7,橘园四舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465287,,"POLYGON ((106.4219221 29.8283085, 106.4213428 29.828013, 106.4212623 29.828127, 106.4218444 29.8284248, 106.4219221 29.8283085))",,,,"[7867916742, 7867916743, 7867916744, 7867916745, 7867916742]",dormitory,7,橘园三舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465288,,"POLYGON ((106.4208619 29.8284808, 106.4202529 29.8281658, 106.4201723 29.8282831, 106.4207812 29.8285983, 106.4208619 29.8284808))",,,,"[7867916746, 7867916747, 7867916748, 7867916749, 7867916746]",dormitory,6,橘园八舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465289,,"POLYGON ((106.4210278 29.828227, 106.4204188 29.827912, 106.4203381 29.8280293, 106.4209471 29.8283444, 106.4210278 29.828227))",,,,"[7867916750, 7867916751, 7867916752, 7867916753, 7867916750]",dormitory,6,橘园九舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465290,,"POLYGON ((106.4212021 29.827978, 106.4205931 29.827663, 106.4205125 29.8277803, 106.4211214 29.8280954, 106.4212021 29.827978))",,,,"[7867916754, 7867916755, 7867916756, 7867916757, 7867916754]",dormitory,6;7,橘园十舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465291,,"POLYGON ((106.4196184 29.8282581, 106.419038 29.8279607, 106.4189976 29.82802, 106.4190647 29.8280545, 106.4190183 29.8281227, 106.4195316 29.8283856, 106.4196184 29.8282581))",,,,"[7867916758, 7867916759, 7867916770, 7867916771, 7867916760, 7867916761, 7867916758]",dormitory,7,橘园十三舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465292,,"POLYGON ((106.4202668 29.8285531, 106.4197808 29.8282989, 106.4196971 29.8284192, 106.4201831 29.8286735, 106.4202668 29.8285531))",,,,"[7867916762, 7867916763, 7867916764, 7867916765, 7867916762]",dormitory,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465293,,"POLYGON ((106.4213226 29.8290911, 106.4207822 29.828814, 106.4208023 29.8287846, 106.420757 29.8287614, 106.4207166 29.8288208, 106.4206777 29.8288008, 106.4207153 29.8287456, 106.42047 29.8286199, 106.4203958 29.8287287, 106.4207506 29.8289105, 106.4207265 29.8289459, 106.4212358 29.8292069, 106.4212692 29.8291578, 106.4213275 29.8291877, 106.4213642 29.829134, 106.4213117 29.8291071, 106.4213226 29.8290911))",,,,"[7867916766, 7867916775, 7867916774, 7867916780, 7867916782, 7867916783, 7867916781, 7867916767, 7867916768, 7867916773, 7867916772, 7867916769, 7867916776, 7867916778, 7867916779, 7867916777, 7867916766]",dormitory,6;7,橘园六舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465294,,"POLYGON ((106.4211412 29.8276821, 106.4209239 29.8275239, 106.4208531 29.827597, 106.4207417 29.8275158, 106.4207856 29.8274704, 106.4208477 29.8275156, 106.4209236 29.8274371, 106.4209723 29.8274725, 106.4210209 29.8274223, 106.421086 29.8274697, 106.4211101 29.8274448, 106.421263 29.8275562, 106.4211412 29.8276821))",,,,"[7867916784, 7867916785, 7867916786, 7867916787, 7867916788, 7867916789, 7867916790, 7867916791, 7867916792, 7867916793, 7867916794, 7867916795, 7867916784]",college,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465295,,"POLYGON ((106.4216757 29.8279485, 106.4215057 29.827895, 106.4215165 29.8278691, 106.4214427 29.8278459, 106.4214323 29.8278706, 106.4213276 29.8278376, 106.4213683 29.8277401, 106.4213223 29.8277256, 106.4213451 29.8276711, 106.4217398 29.8277954, 106.4216757 29.8279485))",,,,"[7867916796, 7867916797, 7867916798, 7867916799, 7867916800, 7867916801, 7867916802, 7867916803, 7867916804, 7867916805, 7867916796]",commercial,,志成大厦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465297,,"POLYGON ((106.4211777 29.827286, 106.4215732 29.8274163, 106.4216389 29.8272664, 106.4212434 29.827136, 106.4211777 29.827286))",,,,"[7867916818, 7867916819, 7867916820, 7867916821, 7867916818]",residential,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465298,,"POLYGON ((106.4216262 29.8273501, 106.4218825 29.827426, 106.42191 29.8273561, 106.4216537 29.8272802, 106.4216262 29.8273501))",,,,"[7867916822, 7867916823, 7867916824, 7867916825, 7867916822]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465299,,"POLYGON ((106.4216991 29.8271561, 106.4221229 29.8273464, 106.4222081 29.8272037, 106.4217843 29.8270133, 106.4216991 29.8271561))",,,,"[7867916826, 7867916827, 7867916828, 7867916829, 7867916826]",dormitory,,杏园C栋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465300,,"POLYGON ((106.4212916 29.8270653, 106.4215749 29.8271506, 106.421605 29.8270752, 106.4213218 29.8269899, 106.4212916 29.8270653))",,,,"[7867916830, 7867916831, 7867916832, 7867916833, 7867916830]",residential,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465301,,"POLYGON ((106.4209534 29.8273316, 106.4209534 29.8269022, 106.4211191 29.8269022, 106.4211191 29.8273316, 106.4209534 29.8273316))",,,,"[7867916834, 7867916835, 7867916836, 7867916837, 7867916834]",university,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465303,,"POLYGON ((106.4226597 29.8279142, 106.4227319 29.8277411, 106.4222649 29.8275945, 106.4222866 29.8275424, 106.4219878 29.8274486, 106.421861 29.8277525, 106.4221841 29.827854, 106.422217 29.8277751, 106.4226597 29.8279142))",,,,"[7867916848, 7867916849, 7867916850, 7867916851, 7867916852, 7867916853, 7867916854, 7867916855, 7867916848]",dormitory,7,橘园一舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465304,,"POLYGON ((106.4225193 29.8282611, 106.421749 29.8280204, 106.4218134 29.8278653, 106.4225837 29.8281062, 106.4225193 29.8282611))",,,,"[7867916856, 7867916857, 7867916858, 7867916859, 7867916856]",dormitory,,橘园二舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465305,,"POLYGON ((106.4218413 29.8269031, 106.422493 29.8271956, 106.422575 29.827058, 106.4219232 29.8267657, 106.4218413 29.8269031))",,,,"[7867916860, 7867916861, 7867916862, 7867916863, 7867916860]",dormitory,,杏园D栋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465306,,"POLYGON ((106.4219912 29.8266574, 106.422643 29.8269499, 106.422725 29.8268123, 106.4220732 29.82652, 106.4219912 29.8266574))",,,,"[7867916864, 7867916865, 7867916866, 7867916867, 7867916864]",dormitory,,杏园E栋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465307,,"POLYGON ((106.4226221 29.8271709, 106.4227103 29.8270208, 106.4229331 29.8271193, 106.4228449 29.8272694, 106.4226221 29.8271709))",,,,"[7867916868, 7867916869, 7867916870, 7867916871, 7867916868]",dormitory,6,杏园B栋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465308,,"POLYGON ((106.4225201 29.8274386, 106.4226026 29.8273018, 106.4228939 29.827434, 106.4228114 29.8275708, 106.4225201 29.8274386))",,,,"[7867916872, 7867916873, 7867916874, 7867916875, 7867916872]",dormitory,6,杏园A栋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465309,,"POLYGON ((106.4210883 29.8266482, 106.4217011 29.8269197, 106.4217704 29.826802, 106.4211575 29.8265305, 106.4210883 29.8266482))",,,,"[7867916876, 7867916877, 7867916878, 7867916879, 7867916876]",dormitory,,杏园F栋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465310,,"POLYGON ((106.4223881 29.8258204, 106.4225329 29.8259358, 106.4225609 29.8259115, 106.4228925 29.8261607, 106.4229649 29.8260877, 106.422659 29.8258588, 106.422729 29.8257758, 106.4226613 29.8257312, 106.4225913 29.8257089, 106.4224535 29.8256988, 106.4224208 29.8257008, 106.4223835 29.8257332, 106.4223671 29.8257677, 106.4223718 29.825796, 106.4223881 29.8258204))",,,,"[7867916880, 7867916881, 7867916882, 7867916883, 7867916884, 7867916885, 7867916886, 7867916887, 7867916888, 7867916889, 7867916890, 7867916891, 7867916892, 7867916893, 7867916880]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465311,,"POLYGON ((106.4229724 29.8260477, 106.4231524 29.8261349, 106.4232025 29.8260571, 106.4230225 29.82597, 106.4229724 29.8260477))",,,,"[7867916894, 7867916895, 7867916896, 7867916897, 7867916894]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465312,,"POLYGON ((106.4184722 29.8234492, 106.4186968 29.8236219, 106.4185958 29.8237208, 106.4185451 29.8236818, 106.418408 29.8238159, 106.4182827 29.8237195, 106.4184279 29.8235774, 106.4183794 29.8235401, 106.4184722 29.8234492))",,,,"[7867916898, 7867916899, 7867916900, 7867916901, 7867916902, 7867916903, 7867916904, 7867916905, 7867916898]",university,,西南大学网络与继续教育学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465313,,"POLYGON ((106.4174024 29.8234005, 106.4174962 29.8233307, 106.4175687 29.8232911, 106.4176625 29.8232539, 106.4177886 29.8232213, 106.4179468 29.823205, 106.4180863 29.8232213, 106.4182231 29.8232655, 106.4182768 29.8232865, 106.418258 29.823319, 106.4183063 29.8233353, 106.4181748 29.8235005, 106.4182231 29.8235331, 106.4181105 29.8236402, 106.4180461 29.8236053, 106.4180059 29.823589, 106.417971 29.8235797, 106.4179039 29.8235797, 106.4178932 29.8233516, 106.4177323 29.8233865, 106.4176572 29.8234121, 106.4176116 29.8234354, 106.4175257 29.8235052, 106.4174024 29.8234005))",,,,"[7867916906, 7867916907, 7867916908, 7867916909, 7867916910, 7867916911, 7867916912, 7867916913, 7867916914, 7867916915, 7867916916, 7867916917, 7867916918, 7867916919, 7867916920, 7867916921, 7867916922, 7867916923, 7867916924, 7867916925, 7867916926, 7867916927, 7867916928, 7867916906]",university,,西南大学心理学部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465314,,"POLYGON ((106.4171837 29.8236018, 106.4175449 29.8238304, 106.4171158 29.8243407, 106.4170751 29.824315, 106.4170295 29.8242196, 106.4170598 29.8241746, 106.4169427 29.8241152, 106.4169947 29.8240381, 106.4169973 29.8239403, 106.4170161 29.8239101, 106.4171087 29.8238, 106.4170654 29.8237726, 106.4171255 29.8237011, 106.4171728 29.823731, 106.4172104 29.8236863, 106.4171466 29.823646, 106.4171837 29.8236018))",,,,"[7867916929, 7867916930, 7867916931, 7867916932, 7867916933, 7867916934, 7867916935, 7867916936, 7867916937, 7867916938, 7867916939, 7867916940, 7867916941, 7867916942, 7867916943, 7867916944, 7867916929]",university,,西南大学外国语学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878931,,"POLYGON ((106.420321 29.8276902, 106.4197405 29.8273927, 106.4197001 29.8274521, 106.4197673 29.8274866, 106.4197209 29.8275548, 106.4202341 29.8278177, 106.420321 29.8276902))",,,,"[7902519354, 7902519355, 7902519356, 7902519357, 7902519358, 7902519359, 7902519354]",dormitory,7,橘园十一舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878932,,"POLYGON ((106.4200661 29.8280617, 106.4194857 29.8277642, 106.4194453 29.8278236, 106.4195125 29.8278581, 106.4194661 29.8279263, 106.4199793 29.8281892, 106.4200661 29.8280617))",,,,"[7902519360, 7902519361, 7902519362, 7902519363, 7902519364, 7902519365, 7902519360]",dormitory,7,橘园十二舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878933,,"POLYGON ((106.4194943 29.8277416, 106.4196082 29.8277995, 106.4197009 29.8276624, 106.4195869 29.8276045, 106.4194943 29.8277416))",,,,"[7902519366, 7902519367, 7902519368, 7902519369, 7902519366]",yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878934,,"POLYGON ((106.4213432 29.8263934, 106.4218286 29.8265988, 106.4218736 29.8265189, 106.4213882 29.8263134, 106.4213432 29.8263934))",,,,"[7902519370, 7902519371, 7902519372, 7902519373, 7902519370]",dormitory,7,北区博士后公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878937,,"POLYGON ((106.4228713 29.8237671, 106.4227497 29.8235304, 106.4228971 29.8234735, 106.4229558 29.8235878, 106.4228946 29.8236114, 106.4229575 29.8237338, 106.4228713 29.8237671))",,,,"[7902519374, 7902519375, 7902519376, 7902519377, 7902519378, 7902519379, 7902519374]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878941,,"POLYGON ((106.4161817 29.8219489, 106.4162556 29.8219963, 106.4165324 29.8216714, 106.4164587 29.8216241, 106.4161817 29.8219489))",,,,"[7902519392, 7902519393, 7902519394, 7902519395, 7902519392]",university,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878942,,"POLYGON ((106.4166205 29.8216153, 106.4167029 29.8216472, 106.4168202 29.8214189, 106.4167378 29.821387, 106.4166205 29.8216153))",,,,"[7902519396, 7902519397, 7902519398, 7902519399, 7902519396]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878943,,"POLYGON ((106.4175819 29.8222044, 106.4172078 29.8224459, 106.416919 29.8221092, 106.4172932 29.8218677, 106.4175819 29.8222044))",,,,"[7902519400, 7902519401, 7902519402, 7902519403, 7902519400]",yes,,Fisheries Science Laboratory,,,,,,,,,,,,,,,,,,,,,,,,research,,,,,,
way,846878944,,"POLYGON ((106.4166686 29.8222134, 106.4170151 29.8219956, 106.4168169 29.8217583, 106.4164704 29.8219761, 106.4166686 29.8222134))",,,,"[7902519404, 7902519405, 7902519406, 7902519407, 7902519404]",university,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878949,,"POLYGON ((106.4182903 29.8238893, 106.4181416 29.8237938, 106.4181819 29.8237466, 106.4183305 29.8238421, 106.4182903 29.8238893))",,,,"[7902519423, 7902519424, 7902519425, 7902519426, 7902519423]",yes,,MRI Laboratory,,,,,,,,,,,,,,,,,,,,,,,,research,,,,,,
way,846878960,,"POLYGON ((106.4256736 29.8304005, 106.4256747 29.8303274, 106.4262033 29.8303337, 106.4262021 29.8304067, 106.4256736 29.8304005))",,,,"[7902519464, 7902519465, 7902519466, 7902519467, 7902519464]",residential,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878961,,"POLYGON ((106.4256826 29.8301308, 106.4256839 29.8300429, 106.4260803 29.8300473, 106.426081 29.8299988, 106.426264 29.8300009, 106.4262628 29.83008, 106.4260808 29.8300779, 106.42608 29.8301353, 106.4256826 29.8301308))",,,,"[7902519468, 7902519469, 7902519470, 7902519471, 7902519472, 7902519473, 7902519474, 7902519475, 7902519468]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878962,,"POLYGON ((106.4253388 29.8303661, 106.4255842 29.8303706, 106.4255883 29.8302007, 106.4254616 29.8301984, 106.425343 29.8301962, 106.4253388 29.8303661))",,,,"[7902519476, 7902519477, 7902519478, 7902519480, 7902519479, 7902519476]",residential,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878964,,"POLYGON ((106.4249914 29.8305934, 106.4252339 29.8306008, 106.4252401 29.8304494, 106.4251244 29.8304459, 106.4249976 29.830442, 106.4249914 29.8305934))",,,,"[7902519482, 7902519483, 7902519484, 7902519485, 7902519486, 7902519482]",residential,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878966,,"POLYGON ((106.4245937 29.8307869, 106.4245995 29.8306148, 106.4248152 29.8306203, 106.4248094 29.8307924, 106.4245937 29.8307869))",,,,"[7902519488, 7902519489, 7902519490, 7902519491, 7902519488]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878967,,"POLYGON ((106.424426 29.8311324, 106.4244254 29.8310684, 106.424473 29.8310681, 106.4244723 29.8309949, 106.4245503 29.8309944, 106.4245507 29.8310335, 106.4246618 29.8310326, 106.4246625 29.8310974, 106.4245934 29.8310979, 106.4245939 29.8311495, 106.4245319 29.8311499, 106.4245317 29.8311316, 106.424426 29.8311324))",,,,"[7902519492, 7902519493, 7902519494, 7902519495, 7902519496, 7902519497, 7902519498, 7902519499, 7902519500, 7902519501, 7902519502, 7902519503, 7902519492]",residential,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878968,,"POLYGON ((106.4242058 29.8313979, 106.4242083 29.831248, 106.4244 29.8312505, 106.4243974 29.8314004, 106.4242058 29.8313979))",,,,"[7902519504, 7902519505, 7902519506, 7902519507, 7902519504]",residential,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878969,,"POLYGON ((106.4250535 29.8315757, 106.4250608 29.8313976, 106.4253085 29.8314052, 106.4253012 29.8315833, 106.4250535 29.8315757))",,,,"[7902519508, 7902519509, 7902519510, 7902519511, 7902519508]",residential,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878970,,"POLYGON ((106.4247344 29.8314814, 106.424739 29.8313173, 106.4249347 29.8313215, 106.4249301 29.8314856, 106.4247344 29.8314814))",,,,"[7902519512, 7902519513, 7902519514, 7902519515, 7902519512]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878971,,"POLYGON ((106.4240072 29.8316846, 106.4240278 29.8315307, 106.4242205 29.83155, 106.4241999 29.831704, 106.4240072 29.8316846))",,,,"[7902519516, 7902519517, 7902519518, 7902519519, 7902519516]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878972,,"POLYGON ((106.4237725 29.8319432, 106.4238041 29.831787, 106.4239981 29.8318165, 106.4239665 29.8319728, 106.4237725 29.8319432))",,,,"[7902519520, 7902519521, 7902519522, 7902519523, 7902519520]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846878973,,"POLYGON ((106.4243247 29.8319724, 106.4244824 29.8319724, 106.4244824 29.8320093, 106.4246546 29.8320093, 106.4246546 29.8320441, 106.4248182 29.8320442, 106.4248181 29.8321259, 106.4246409 29.8321259, 106.4246409 29.8320814, 106.4244775 29.8320815, 106.4244775 29.8320277, 106.4243247 29.8320277, 106.4243247 29.8319724))",,,,"[7902519524, 7902519525, 7902519526, 7902519527, 7902519528, 7902519529, 7902519530, 7902519531, 7902519532, 7902519533, 7902519534, 7902519535, 7902519524]",residential,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
