element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:state,addr:street,access,building,ele,gnis:county_name,gnis:feature_id,gnis:import_uuid,gnis:reviewed,name,source,note,amenity,operator,wheelchair,layer,parking,website,addr:postcode,description,fixme,tourism,nodes,building:levels,name:etymology:wikidata,name:etymology:wikipedia,wikidata,old_name,alt_name,architect,contact:yelp,display,faces,height,man_made,opening_hours,start_date,support,tower:construction,tower:type,visibility,wikipedia,internet_access,addr:housename,disused:museum,disused:tourism,historic,occupant,comment,air_conditioning,phone,heritage,leisure,sport,is_in:state_code,toilets:wheelchair,healthcare,contact:facebook,contact:instagram,museum,wikimedia_commons,cooperative,heritage:operator,name_1,landuse,plant:output:electricity,plant:source,power,brand,brand:wikidata,cuisine,outdoor_seating,roof:levels,covered,historic:note,ref:nrhp,shop,official_name,operator:type,operator:wikidata,short_name,email,location,designation,survey:date,wheelchair:description,bridge,building:use,disused,min_height,smoking,drinking_water,bar,fax,internet_access:fee,payment:cash,payment:credit_cards,rooms,guest_house,reservation,telescope:type,alt_name_1,content,material,bicycle_parking,branch,cooling:method,memorial,ways,type,architect:wikidata,building:material,contact:foursquare,url,really_has_a_road_through_it
way,24025027,"POLYGON ((-122.2605966 37.8728325, -122.2612631 37.8726818, -122.2611139 37.8722706, -122.2607813 37.8723433, -122.2606813 37.8723667, -122.2604474 37.8724213, -122.260495 37.8725537, -122.2605064 37.8725853, -122.2605966 37.8728325))",,,,CA,,private,yes,80,Alameda,1656739,,,Moffitt Undergraduate Library,USGS Geonames,,library,,,,,https://www.lib.berkeley.edu/libraries/moffitt-library,,,,,"[260547348, 260547349, 260547350, 4305368802, 9438368513, 260547351, 9438368514, 8417814516, 260547348]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025028,"POLYGON ((-122.2589576 37.8695715, -122.2589455 37.8695011, -122.2589141 37.8695048, -122.2589068 37.8694652, -122.2588852 37.8693471, -122.2588731 37.8693476, -122.2588704 37.8693248, -122.2589797 37.8693116, -122.2589583 37.8691936, -122.2587484 37.8692207, -122.2585244 37.8692497, -122.2585546 37.8693688, -122.2585717 37.8693659, -122.2585761 37.8693889, -122.2585422 37.8693942, -122.2586351 37.8698478, -122.2586683 37.8698439, -122.2586726 37.8698629, -122.2586498 37.8698669, -122.2586746 37.8699908, -122.2589002 37.8699635, -122.2589147 37.8699617, -122.2591176 37.8699372, -122.2590901 37.8698066, -122.2589721 37.8698221, -122.2589461 37.8696799, -122.2589388 37.8696402, -122.2589677 37.8696361, -122.2589576 37.8695715))",,,,CA,,,university,85,Alameda,1656764,57871b70-0100-4405-bb30-88b2e001a944,,Sproul Hall,USGS Geonames,,,,,,,,,,,,"[1250628719, 3205730462, 2192293409, 6269419128, 3205730260, 3205730461, 260547363, 260547364, 260547365, 3205732449, 260547366, 3205730471, 3205730470, 3205730469, 3205730468, 3205730467, 3205730466, 3205730465, 3205730464, 260547367, 3205732442, 3205732447, 260547360, 260547361, 260547362, 6269419150, 2192293408, 3205730463, 1250628719]",3,,,Q119397263,,,,,,,,,,,,,,,,,Sproul Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025029,"POLYGON ((-122.2585428 37.8704365, -122.2587141 37.8704147, -122.2587577 37.8706328, -122.2588283 37.8706138, -122.2588632 37.8706938, -122.2586822 37.8707414, -122.2586777 37.8707331, -122.2586683 37.8707357, -122.2586334 37.8706524, -122.2585878 37.8706566, -122.2585428 37.8704365))",,,,,,,yes,,,,,,Old Art Gallery,,,,,,,,,,,,,"[260547368, 260547369, 260547387, 260547386, 260547370, 9531601736, 9531601737, 260547371, 260547372, 260547373, 260547368]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025030,"POLYGON ((-122.2580981 37.8706563, -122.2581641 37.8706383, -122.258152 37.8706107, -122.2582119 37.8705943, -122.2582227 37.8706189, -122.2582936 37.8705996, -122.258332 37.8706873, -122.258255 37.8707083, -122.2582828 37.870772, -122.2582005 37.8707945, -122.2581719 37.8707292, -122.2581345 37.8707394, -122.2580981 37.8706563))",,,,CA,,,yes,86,Alameda,1656665,57871b70-0100-4405-bb30-88b2e001a944,no,Anthony Hall,USGS Geonames,,,,,,,,,,,,"[260547374, 260547375, 260547376, 260547377, 260547378, 260547379, 260547380, 260547381, 260547382, 260547383, 260547384, 260547385, 260547374]",,,,Q119397547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025031,"POLYGON ((-122.2581647 37.8697877, -122.2583605 37.8697549, -122.2582036 37.8690742, -122.2579957 37.8691112, -122.2581647 37.8697877))",,,,,,,yes,,,,,,Hearst Field Annex,,,,,,,,,,,,,"[260547391, 260547392, 260547393, 260547394, 260547391]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025032,"POLYGON ((-122.2574995 37.8690996, -122.2575531 37.869251, -122.2577417 37.8692069, -122.2579877 37.8691493, -122.257934 37.8689969, -122.2574995 37.8690996))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[260547398, 3205715618, 3205715617, 260547399, 260547400, 260547398]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025033,"POLYGON ((-122.2556293 37.8684052, -122.2556823 37.8684003, -122.2556836 37.8683827, -122.2559693 37.868348, -122.2559717 37.8683799, -122.2558822 37.8683919, -122.2558464 37.8684987, -122.2559832 37.8685418, -122.2560084 37.8685153, -122.2561376 37.8686063, -122.2561646 37.8685907, -122.2561899 37.8686265, -122.2562181 37.8686058, -122.2562114 37.8686001, -122.2562915 37.8685412, -122.2563454 37.8685835, -122.2563073 37.8686087, -122.2563599 37.8687048, -122.2564169 37.8688687, -122.2562176 37.8688858, -122.2562174 37.8689176, -122.2560812 37.8689261, -122.2560739 37.8689889, -122.2558946 37.8689815, -122.255878 37.8690063, -122.2555924 37.8689779, -122.2555979 37.8689053, -122.2555452 37.868898, -122.255546 37.8688912, -122.2554309 37.8688772, -122.2554095 37.8687625, -122.2555273 37.8687412, -122.2555186 37.8686933, -122.2555402 37.8686894, -122.2555267 37.8686179, -122.2555772 37.8686062, -122.2555821 37.8685239, -122.2556199 37.8685238, -122.2556297 37.8684721, -122.2556293 37.8684052))",,,,CA,,,museum,91,Alameda,1656772,,no,Bakar BioEnginuity Hub,USGS Geonames,,,,,,,https://bbh.berkeley.edu/,,,Wikidata tags should be moved to new BAM/PFA.,,"[4121821863, 4121821860, 9572158054, 4121822420, 9572158053, 4121822403, 4121821848, 260547404, 2769094586, 260547403, 260551458, 9572158060, 9572158061, 9572158062, 9572158063, 9572158064, 9572158065, 9572158066, 9572158067, 9572158068, 260551455, 260547402, 260547401, 260551461, 260551462, 260547406, 260551463, 260551466, 2769094597, 2769094598, 260551465, 260551464, 2769094599, 2769094600, 2769094601, 260547405, 2769094588, 260551460, 2769094603, 4121821863]",,,,Q119214812,"University of California, Berkeley Art Museum and Pacific Film Archive;Berkeley Art Museum;BAM/PFA;Woo Hon Fai Hall",Woo Hon Fai Hall,Mario Ciampi,,,,,,,,,,,,en:Berkeley Art Museum and Pacific Film Archive,,,art,museum,building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025034,"POLYGON ((-122.255514 37.8731652, -122.2554859 37.8731827, -122.2553742 37.8732558, -122.2552891 37.8733106, -122.2549563 37.8729878, -122.254965 37.8729826, -122.2549519 37.8729475, -122.254947 37.872948, -122.2549355 37.8729159, -122.2548762 37.8727525, -122.255106 37.8726989, -122.2551541 37.8728514, -122.2551915 37.8728452, -122.255514 37.8731652))",,,,CA,,,yes,107,Alameda,1656731,57871b70-0100-4405-bb30-88b2e001a944,,Lewis Hall,USGS Geonames,,,,,,,,,,,,"[260547407, 1419636808, 1419636819, 260547408, 260547409, 9536023061, 9536023062, 9536023063, 1419647411, 260547411, 260547413, 9536023059, 260547414, 260547407]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025035,"POLYGON ((-122.2556144 37.8728415, -122.2555021 37.8725466, -122.2554565 37.8724293, -122.255642 37.8723849, -122.2558243 37.8723414, -122.2559823 37.8727537, -122.2558761 37.872779, -122.2558026 37.8727966, -122.2557162 37.8728172, -122.2556144 37.8728415))",,,,CA,,,yes,105,Alameda,1656721,57871b70-0100-4405-bb30-88b2e001a944,,Hildebrand Hall,USGS Geonames,,,,,,,,,,,,"[260547415, 4301518086, 260547416, 11461741643, 260547417, 260547418, 4301518128, 4301518127, 4301518082, 260547415]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025036,"POLYGON ((-122.2560244 37.8728005, -122.2559033 37.8724792, -122.2561391 37.8724271, -122.2562543 37.8727464, -122.2560244 37.8728005))",,,,CA,,,yes,102,Alameda,1656707,,,Giauque Hall,USGS Geonames,,,,,,,,,,,,"[260547419, 260547420, 260547421, 260547422, 260547419]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025037,"POLYGON ((-122.2563086 37.8728967, -122.2565086 37.8728524, -122.2564213 37.8726065, -122.2563426 37.8723848, -122.2561391 37.8724271, -122.2562543 37.8727464, -122.2563086 37.8728967))",,,,CA,,,yes,102,Alameda,1656708,57871b70-0100-4405-bb30-88b2e001a944,,Gilman Hall,USGS Geonames,,,,,,,,,,,,"[260547423, 260547424, 8319750853, 260547428, 260547421, 260547422, 260547423]",,,,Q5562471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025038,"POLYGON ((-122.2612914 37.8739343, -122.2610532 37.8739925, -122.260874 37.8735357, -122.2611122 37.8734775, -122.2612008 37.8737034, -122.2612914 37.8739343))",,,,CA,,,yes,84,Alameda,1656713,57871b70-0100-4405-bb30-88b2e001a944,,Haviland Hall,USGS Geonames,,,,,,,,,,,,"[260547437, 260547438, 260547439, 260547440, 2334715048, 260547437]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025039,"POLYGON ((-122.2621067 37.8744029, -122.2621512 37.8746282, -122.2622895 37.8746111, -122.2622736 37.8745307, -122.262388 37.8745166, -122.2623594 37.8743718, -122.2621067 37.8744029))",,,,CA,,,yes,92,Alameda,1656774,,no,University House,USGS Geonames,,,,,,,,,,,,"[260547441, 260547446, 260547447, 260547448, 260547449, 260547450, 260547441]",,,,Q7894783,,,,,,,,,,,,,,,,,,,,,UC Berkeley chancellor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025040,"POLYGON ((-122.2632761 37.8735424, -122.2632387 37.87355, -122.2632909 37.8737097, -122.2634071 37.8736861, -122.2635796 37.873544, -122.2635254 37.8730225, -122.2632773 37.8729173, -122.2631316 37.8729504, -122.2631976 37.8731316, -122.2632582 37.8731178, -122.2633008 37.8731402, -122.2633422 37.8734793, -122.2632761 37.8735424))",,,,CA,,,yes,81,Alameda,1656722,57871b70-0100-4405-bb30-88b2e001a944,,Hilgard Hall,USGS Geonames,,,,,,,,,,,,"[260547462, 260547463, 260547453, 260547454, 260547455, 260547456, 260547457, 260547458, 260547459, 3038356632, 260547460, 260547461, 260547462]",3,,,Q119361194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025041,"POLYGON ((-122.2628599 37.8730172, -122.2628171 37.8729772, -122.2627535 37.872962, -122.2626898 37.8729767, -122.2626466 37.8730165, -122.2626378 37.8730684, -122.2624703 37.873106, -122.2625362 37.8732885, -122.2630906 37.8731639, -122.2630244 37.8729803, -122.2628599 37.8730172))",,,,CA,,,university,80,Alameda,1656778,57871b70-0100-4405-bb30-88b2e001a944,,Wellman Hall,USGS Geonames,,,,,,,,,,,,"[260547466, 260547467, 260547468, 260547469, 260908800, 260547470, 260547471, 260547472, 260547464, 260547465, 260547466]",3,,,Q119361209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025042,"POLYGON ((-122.262595 37.8736812, -122.2625459 37.8736685, -122.2623401 37.8733606, -122.2623662 37.8733261, -122.2624238 37.8733124, -122.2623582 37.8731392, -122.2622118 37.873174, -122.2621472 37.8732689, -122.262081 37.8733673, -122.2623735 37.8738142, -122.2626046 37.8738685, -122.2627526 37.8738344, -122.2626881 37.8736598, -122.262595 37.8736812))",,,,CA,,,yes,83,Alameda,1656706,57871b70-0100-4405-bb30-88b2e001a944,,Giannini Hall,USGS Geonames,,,,,,,,,,,,"[3038364441, 260547499, 260547500, 260547501, 260547473, 260547474, 260547476, 3038364435, 260547477, 260547481, 260547483, 260547489, 260547498, 3038364441]",3,,,Q119778163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025043,"POLYGON ((-122.2554045 37.8694167, -122.2550846 37.8694573, -122.2551279 37.8696698, -122.2550989 37.8696735, -122.2550773 37.8696762, -122.2550757 37.8696764, -122.2550057 37.8696853, -122.2550784 37.8700421, -122.2551409 37.8700342, -122.255147 37.8700639, -122.2551196 37.8700674, -122.2551515 37.8702235, -122.2558932 37.8701293, -122.2558607 37.8699701, -122.2554327 37.8700245, -122.2553543 37.8696399, -122.2553361 37.8696422, -122.2553312 37.8696182, -122.2554535 37.8696027, -122.2554153 37.8694153, -122.2554045 37.8694167))",,,,CA,,,university,97,Alameda,1656728,,,Anthropology and Art Practice Building,USGS Geonames,,,,,,,,,,,,"[260547502, 260547503, 260547504, 4622849747, 3182054806, 9906770630, 260547505, 260547506, 260547517, 9906770631, 9906770632, 260910350, 260547510, 260547512, 260547513, 9906770633, 9906770634, 260547515, 260547516, 9906770635, 260547502]",3,,,,Kroeber Hall,,,,,,,,,,,,,,,,,,,,,name changed in Jan 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025044,"POLYGON ((-122.2556144 37.8699399, -122.2561751 37.8698675, -122.256044 37.8692349, -122.2559385 37.8692485, -122.2554834 37.8693072, -122.2556144 37.8699399))",,,,,,,parking,,,,,,Bancroft Parking Structure,,,parking,,,,multi-storey,,,,,,"[260547518, 260547519, 260547520, 3178364020, 260547521, 260547518]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025046,"POLYGON ((-122.2539206 37.8708489, -122.2538735 37.8708571, -122.2538549 37.8708643, -122.2538276 37.8708749, -122.2537915 37.8708986, -122.2537579 37.8709354, -122.2537356 37.8709901, -122.2537347 37.871029, -122.2537469 37.8710701, -122.2537691 37.8711041, -122.2538052 37.8711363, -122.2538506 37.8711601, -122.253893 37.8711721, -122.253936 37.8711766, -122.2539892 37.8711724, -122.2540308 37.8711609, -122.2540669 37.8711437, -122.2540978 37.8711212, -122.2541315 37.87108, -122.2541469 37.8710405, -122.2541496 37.8710016, -122.2541381 37.8709575, -122.254116 37.8709223, -122.2540859 37.8708937, -122.254028 37.8708628, -122.2539869 37.8708519, -122.2539206 37.8708489))",,,,CA,,,yes,105,Alameda,1656677,57871b70-0100-4405-bb30-88b2e001a944,,Calvin Laboratory,USGS Geonames,,,,,,,,,,,,"[260547527, 260547528, 4631431332, 260547530, 260547531, 260547533, 260547535, 260547537, 260547538, 260547540, 260547542, 260547543, 260547545, 260547546, 260547568, 260547548, 260547549, 260547553, 260547555, 260547557, 260547558, 260547560, 260547562, 260547563, 260547565, 260547566, 260547527]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025047,"POLYGON ((-122.2562565 37.8702825, -122.2559372 37.8703352, -122.2560252 37.8706166, -122.2563412 37.8705739, -122.2563347 37.8705517, -122.2562565 37.8702825))",Berkeley,,,CA,,yes,university,,,,,,Hargrove Music Library,,,library,"University of California, Berkeley",yes,,,https://www.lib.berkeley.edu/libraries/music-library,94720,,,,"[3182076387, 260547572, 260547573, 260547575, 260910380, 3182076387]",4,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,510-642-2623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025048,"POLYGON ((-122.2592687 37.8749, -122.2593794 37.874886, -122.259375 37.8748644, -122.2593696 37.874838, -122.2595188 37.8748192, -122.25955 37.8749729, -122.2597919 37.8749423, -122.2597549 37.87476, -122.2595642 37.8747841, -122.2595478 37.8747035, -122.2598772 37.8746618, -122.2598934 37.8747417, -122.2598668 37.8747451, -122.2598856 37.874838, -122.2599194 37.8748337, -122.2599565 37.8750164, -122.2593089 37.8750983, -122.259298 37.8750444, -122.2592687 37.8749))",,,,CA,,,university,99,Alameda,1656747,57871b70-0100-4405-bb30-88b2e001a944,,North Gate Hall,USGS Geonames,,,,,,,,,,,,"[260547577, 260547578, 4301518073, 260547580, 260547582, 260547583, 260547585, 260547587, 260547588, 260547590, 260547591, 319634317, 319634318, 319634319, 319634320, 260547593, 260547595, 4301518150, 260547577]",3,,,,,Graduate School of Journalism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025049,"POLYGON ((-122.2590369 37.874938, -122.2590469 37.8749861, -122.2590538 37.8750198, -122.2590597 37.8750479, -122.2586275 37.8751036, -122.2586047 37.8749937, -122.2590369 37.874938))",,,,,,,university,,,,,,Blum Hall,http://blumcenter.berkeley.edu/about/building-history/,,,,,,,,,,,,"[260547600, 4301518147, 4301518171, 260547601, 260547603, 260547605, 260547600]",2,,,Q119778246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025050,"POLYGON ((-122.2540779 37.8733463, -122.2539835 37.8734073, -122.2539492 37.8733802, -122.2539234 37.8734073, -122.2538876 37.8734519, -122.2538805 37.8734615, -122.2538548 37.8735157, -122.253829 37.8735835, -122.2538204 37.8736512, -122.253829 37.873719, -122.2538548 37.87378, -122.2538891 37.8738409, -122.253932 37.8738951, -122.2539921 37.8739426, -122.2540608 37.8739832, -122.2541294 37.8740103, -122.2542067 37.8740306, -122.2542925 37.8740374, -122.2543783 37.8740374, -122.2544545 37.8740283, -122.2544759 37.874022, -122.2545083 37.8740128, -122.2545187 37.8740111, -122.2545922 37.8739852, -122.2545694 37.8739485, -122.2545966 37.8739306, -122.2546398 37.8739027, -122.2546483 37.8738974, -122.2545299 37.8737935, -122.2545212 37.8737833, -122.2545108 37.8737737, -122.254549 37.8737521, -122.2545796 37.8737828, -122.2546165 37.8737595, -122.2546216 37.8737567, -122.2546089 37.873744, -122.2546817 37.8736987, -122.2545667 37.8735835, -122.2545839 37.8735728, -122.2544825 37.8734712, -122.2544603 37.873485, -122.254352 37.8733765, -122.2542739 37.8734251, -122.2542624 37.8734136, -122.2542272 37.8734355, -122.2542383 37.8734467, -122.2542263 37.873453, -122.254208 37.8734629, -122.2541981 37.8734683, -122.2541906 37.8734607, -122.2540779 37.8733463))",,,,CA,,,theatre,127,Alameda,224534,57871b70-0100-4405-bb30-88b2e001a944,no,Hearst Greek Theatre,USGS Geonames,,theatre,,,,,,,,,,"[260547606, 260547609, 260547611, 302171207, 9347429252, 302171362, 275810693, 302171344, 275810694, 302171345, 260547644, 302171346, 260547615, 302171347, 260547642, 302171348, 260547622, 302171349, 260547643, 302171350, 9347429253, 4303713110, 260547627, 260547631, 260547632, 9347429231, 9347429227, 260547634, 4303713182, 260547636, 4303713276, 4303713190, 4303713235, 9347429221, 4303713194, 4303713187, 260547637, 4303713183, 4303713180, 4303713178, 4303713175, 260547639, 4303713127, 4303713123, 4303713174, 4303713129, 9347421349, 9347421350, 260547641, 4303713158, 260547606]",,,,Q671266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025051,"POLYGON ((-122.2559238 37.8743713, -122.25608 37.8743353, -122.2564892 37.8742423, -122.2564492 37.8741325, -122.2565686 37.8741053, -122.2564627 37.8738151, -122.2563934 37.8736278, -122.2561269 37.8736892, -122.2561548 37.8737645, -122.2560505 37.8737886, -122.2560214 37.8737119, -122.2559212 37.8737367, -122.2557428 37.8737813, -122.2557483 37.873795, -122.2556882 37.8738114, -122.2557092 37.8738743, -122.2556436 37.8738909, -122.255644 37.8739253, -122.2556574 37.8739984, -122.2556848 37.8740458, -122.2557224 37.8740918, -122.2558002 37.8741744, -122.2559238 37.8743713))",,,,CA,,,university,113,Alameda,1656765,57871b70-0100-4405-bb30-88b2e001a944,,Stanley Hall,USGS Geonames,,,,,,,,,,,,"[260547645, 4305359370, 260547646, 260547652, 260547647, 3038365537, 260547648, 270623151, 270623150, 260547649, 260547650, 9531600103, 9531600105, 9531600104, 260547651, 6816906091, 6816906090, 6816906092, 6816906093, 9531600106, 6816906095, 6816906094, 260547645]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025052,"POLYGON ((-122.2533508 37.8731354, -122.2533198 37.8731245, -122.2533158 37.8731159, -122.2532849 37.8731048, -122.253272 37.8731079, -122.2532425 37.8730977, -122.2532109 37.8731545, -122.2531441 37.8732744, -122.2531364 37.8732764, -122.2531251 37.8732986, -122.2531273 37.8733051, -122.2530885 37.8733758, -122.2529358 37.8733237, -122.2527883 37.8732734, -122.2528199 37.8732157, -122.2528525 37.8731561, -122.2527108 37.8731078, -122.2526973 37.8731324, -122.2527206 37.8731404, -122.2526827 37.8732097, -122.252675 37.8732103, -122.2526618 37.8732339, -122.2526653 37.8732412, -122.2526175 37.873329, -122.2528656 37.8734132, -122.2528178 37.8735008, -122.2529019 37.8735293, -122.2529332 37.8734719, -122.2529076 37.8734632, -122.2529266 37.8734283, -122.2529703 37.8734431, -122.2529736 37.8734522, -122.2530014 37.8734622, -122.2530142 37.8734583, -122.2530492 37.8734703, -122.2531201 37.8734948, -122.2531048 37.8735224, -122.2532169 37.8735611, -122.253231 37.8735355, -122.25328 37.8735524, -122.2532659 37.8735779, -122.2533634 37.8736115, -122.2533885 37.8735664, -122.253392 37.8735676, -122.2534447 37.8734727, -122.2533386 37.873436, -122.2533261 37.8734586, -122.253229 37.8734249, -122.2532072 37.8734174, -122.2532481 37.8733438, -122.2532573 37.8733412, -122.253268 37.8733214, -122.2532638 37.8733144, -122.2532915 37.8732637, -122.2533019 37.8732607, -122.253311 37.8732429, -122.2533081 37.8732353, -122.2533336 37.8731901, -122.2533717 37.8732034, -122.2533931 37.8731652, -122.2533438 37.8731479, -122.2533508 37.8731354))",,,,CA,,,yes,125,Alameda,1656673,57871b70-0100-4405-bb30-88b2e001a944,,Bowles Hall,USGS Geonames,,,,,,,,,,,,"[260547653, 9553234133, 9553234134, 9553234135, 9553234136, 260547654, 9520728928, 9553234132, 9553234131, 9553234130, 9553234129, 260547655, 9520728925, 260547656, 9520728927, 260547657, 260547658, 9553234176, 9553234177, 9553234182, 9553234183, 9553234184, 9553234185, 260547659, 4676765988, 4676767207, 9553234161, 9553234162, 9553234163, 9553234164, 9553234178, 9553234179, 9553234180, 9553234181, 9553234175, 9553234165, 9553234157, 9553234156, 9553234155, 9553234154, 9553234153, 4676766125, 9553234151, 9553234152, 4676766909, 9553234150, 9553234149, 9553234128, 4676766613, 9553234148, 9553234147, 9553234146, 9553234145, 9553234144, 9553234143, 9553234142, 9553234141, 9553234140, 9553234139, 9553234138, 9553234137, 260547653]",5,,,Q4951110,,,,,,,,,,,,,,,en:Bowles Hall,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24025422,"POLYGON ((-122.2578524 37.8708174, -122.2580345 37.8707748, -122.2580441 37.8708, -122.2580564 37.870804, -122.2580671 37.8708283, -122.2580602 37.8708386, -122.2580789 37.870888, -122.2580561 37.8708934, -122.2580773 37.8709486, -122.2581863 37.8709225, -122.2581752 37.8708933, -122.258416 37.8708358, -122.2584654 37.8709644, -122.2582279 37.8710211, -122.2582303 37.8710272, -122.2582186 37.8710301, -122.2582105 37.8710391, -122.2581899 37.8710433, -122.2581768 37.871038, -122.2580839 37.8710613, -122.2580772 37.8710784, -122.2580363 37.8710875, -122.2580162 37.8710771, -122.2580092 37.8710787, -122.2580192 37.8711055, -122.2579056 37.871132, -122.2578562 37.8710004, -122.2579272 37.8709838, -122.2579095 37.8709366, -122.2578981 37.8709393, -122.2578524 37.8708174))",,,,CA,,,yes,93,Alameda,1656742,57871b70-0100-4405-bb30-88b2e001a944,no,Moses Hall,USGS Geonames,,,,,,,,,,,,"[260551294, 260551295, 3207729966, 3207729969, 3207729968, 3207729967, 319635217, 319635218, 319635225, 260551296, 260551297, 260551298, 260551299, 3178364038, 3178364037, 3178364036, 3178364035, 3178364034, 260551300, 3178364033, 3178364032, 260551301, 3207729970, 260551302, 260551303, 3207729971, 2427751958, 260551306, 3178364031, 260551307, 260551294]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
