element_type,osmid,name,name:en,name:zh,geometry,name:ms,nodes,building,name:zh-Hans,name:zh-Hant,building:levels,layer,building:material,official_name,start_date,amenity,fast_food,leisure,sport,branch,cuisine,height,power,tourism,healthcare,internet_access,internet_access:fee,smoking,toilets:wheelchair,wheelchair,level,operator,operator:type,building:colour,building:min_level,natural,ways,type
way,231086119,,,,"POLYGON ((113.9331956 22.5309805, 113.9331982 22.530743, 113.9329127 22.5307336, 113.9330319 22.5309772, 113.9331956 22.5309805))",,"[2394958867, 2394958841, 2394958868, 2394958837, 2394958867]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231086125,机电与控制工程学院,,机电与控制工程学院,"POLYGON ((113.9331955 22.5299378, 113.9331874 22.5301385, 113.9326939 22.5301274, 113.9325491 22.5302661, 113.9327664 22.5304495, 113.9330399 22.5305238, 113.9330158 22.5305956, 113.9328415 22.5305882, 113.9329127 22.5307336, 113.9330319 22.5309772, 113.9331956 22.5309805, 113.9333994 22.5309846, 113.9336139 22.5309648, 113.9336139 22.5312175, 113.9329193 22.5312026, 113.9326591 22.5306576, 113.932246 22.5302612, 113.9325212 22.5300012, 113.9326001 22.5299267, 113.9331955 22.5299378))",,"[2394958859, 2394958834, 2394958849, 2394958882, 2394958883, 2394958880, 2394958855, 2394958830, 2394958868, 2394958837, 2394958867, 2394958838, 2394958874, 2394958861, 2394958869, 2394958871, 2394958870, 2394958839, 2394958854, 2394958859]",university,机电与控制工程学院,機電與控制工程學院,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231086126,,,,"POLYGON ((113.9325212 22.5300012, 113.9324579 22.529923, 113.9323694 22.5299205, 113.9321255 22.5301467, 113.932246 22.5302612, 113.9325212 22.5300012))",,"[2394958839, 2394958865, 2394958879, 2394958840, 2394958870, 2394958839]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231086366,土木工程学院,,土木工程学院,"POLYGON ((113.934249 22.5295803, 113.9342506 22.5294082, 113.9338036 22.5294046, 113.9338041 22.5293569, 113.9338848 22.5293575, 113.9338884 22.5289797, 113.9340193 22.5289807, 113.9340209 22.5288115, 113.9336851 22.5288088, 113.9336836 22.5289656, 113.9334633 22.5289638, 113.933459 22.5294011, 113.9335944 22.5294022, 113.9335928 22.529575, 113.934249 22.5295803))",,"[2394960518, 2394960520, 2394960522, 7243684735, 7243684734, 2394960515, 2394960521, 2394960517, 2394960519, 7243684736, 7243684737, 2394960523, 2394960516, 2394960513, 2394960518]",university,土木工程学院,土木工程學院,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231214214,红榴斋,,,"POLYGON ((113.9323072 22.5369647, 113.9323341 22.5370217, 113.9321702 22.5370918, 113.9321682 22.5371811, 113.9320927 22.5371803, 113.9320939 22.5370899, 113.9319324 22.5370118, 113.9319664 22.5369544, 113.9321356 22.5370366, 113.9323072 22.5369647))",,"[2396209500, 2396209493, 2396209501, 2396209478, 2396209483, 2396209511, 2396209491, 2396209514, 2396209532, 2396209500]",dormitory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231214216,山茶斋,,,"POLYGON ((113.9328661 22.5370304, 113.9328921 22.5370857, 113.9327286 22.5371557, 113.9327266 22.5372446, 113.9326529 22.5372439, 113.9326542 22.5371538, 113.932493 22.5370759, 113.9325261 22.53702, 113.9326949 22.537102, 113.9328661 22.5370304))",,"[2396209472, 2396209516, 2396209525, 2396209486, 2396209535, 2396209515, 2396209523, 2396209524, 2396209518, 2396209472]",dormitory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231214219,,,,"POLYGON ((113.9284734 22.5312259, 113.9282913 22.5311841, 113.9283117 22.5311083, 113.9284938 22.5311501, 113.9284734 22.5312259))",,"[2396209536, 2396209509, 2396209474, 2396209476, 2396209536]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231214220,,,,"POLYGON ((113.9281648 22.5313025, 113.9279831 22.5312608, 113.9280034 22.5311853, 113.9281851 22.5312271, 113.9281648 22.5313025))",,"[2396209508, 2396209496, 2396209510, 2396209512, 2396209508]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231214221,听山餐厅,,,"POLYGON ((113.9289488 22.5316546, 113.9289744 22.5315293, 113.929324 22.5316288, 113.9292506 22.5319073, 113.9290939 22.5318899, 113.9289108 22.531857, 113.9289488 22.5316546))",,"[2396209481, 2396209479, 2396209492, 2396209480, 11697270642, 11697270643, 2396209481]",yes,,,,,,,,restaurant,,,,,chinese,,,,,,,,,,,,,,,,,
way,231304390,,,,"POLYGON ((113.9284484 22.5309614, 113.9284632 22.530903, 113.9284923 22.5309095, 113.9284991 22.5308828, 113.9286679 22.5309196, 113.9286471 22.5310044, 113.9284484 22.5309614))",,"[2396998758, 2396998782, 2396998741, 2396998754, 2396998774, 2396998746, 2396998758]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231304392,,,,"POLYGON ((113.9279797 22.5314206, 113.9277321 22.5314268, 113.9277353 22.5315047, 113.9279031 22.5315011, 113.927905 22.531592, 113.9277389 22.5315962, 113.9277393 22.5316073, 113.9277395 22.531676, 113.9279046 22.5316718, 113.9279063 22.5317338, 113.9279887 22.5317313, 113.9279797 22.5314206))",,"[2396998744, 2396998777, 2396998763, 2396998764, 2396998783, 2396998770, 2396998761, 2396998776, 2396998752, 2396998778, 2396998759, 2396998744]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231304394,,,,"POLYGON ((113.9277295 22.5313611, 113.9277321 22.5314268, 113.9277353 22.5315047, 113.9277389 22.5315962, 113.9277393 22.5316073, 113.9275589 22.5316133, 113.9275556 22.5315292, 113.9276853 22.5315252, 113.9276828 22.5314493, 113.9275525 22.5314525, 113.9275492 22.5313672, 113.9277295 22.5313611))",,"[2396998742, 2396998777, 2396998763, 2396998770, 2396998761, 2396998771, 2396998753, 2396998740, 2396998749, 2396998751, 2396998743, 2396998742]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231304396,,,,"POLYGON ((113.9276007 22.5311978, 113.9276145 22.5311432, 113.9276436 22.5311498, 113.9276505 22.531123, 113.9278151 22.5311589, 113.9278094 22.5311854, 113.9278393 22.5311914, 113.9278253 22.5312463, 113.9276007 22.5311978))",,"[2396998745, 2396998775, 2396998760, 2396998780, 2396998756, 2396998784, 2396998750, 2396998762, 2396998745]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
